id,Status,DteGranted,Code,LayerName,OBJECTID,AreaUnit,LayerID,Resources,Parties,DteExpires,AreaValue,Type,StatusGrp,DteApplied
257,Active,2011-09-01T01:00:00,EL0829,Active EL Licenses,526,Square Kilometre,0,Limestone ,Saba Saba Mining Limited (100%),2014-08-31T01:00:00,70.0,Exploration license,Active,
258,Active,2011-09-01T01:00:00,EL0830,Active EL Licenses,527,Square Kilometre,0,"Base Metals , Gold ",Aurua Green Metals Limited (100%),2014-08-31T01:00:00,130.1231,Exploration license,Active,
259,Active,2011-09-01T01:00:00,EL0831,Active EL Licenses,528,Square Kilometre,0,"Base Metals , Gold ",Aurua Green Metals Limited (100%),2014-08-31T01:00:00,269.0,Exploration license,Active,
260,Active,2011-09-01T01:00:00,EL0832,Active EL Licenses,529,Square Kilometre,0,"Base Metals , Gold ",Aurua Green Metals Limited (100%),2014-08-31T01:00:00,56.5,Exploration license,Active,
261,Active,2011-09-05T01:00:00,EL0833,Active EL Licenses,530,Square Kilometre,0,"Base Metals , Gold , PGM ",Precious Mining (U) Limited (100%),2014-09-04T01:00:00,94.2,Exploration license,Active,
262,Active,2011-09-05T01:00:00,EL0834,Active EL Licenses,531,Square Kilometre,0,"Base Metals , Gold , PGM ",Precious Mining (U) Limited (100%),2014-09-04T01:00:00,100.0,Exploration license,Active,
263,Active,2011-09-05T01:00:00,EL0835,Active EL Licenses,532,Square Kilometre,0,"Base Metals , Gold , PGM ",Precious Mining (U) Limited (100%),2014-09-04T01:00:00,129.0,Exploration license,Active,
264,Active,2011-09-08T01:00:00,EL0836,Active EL Licenses,533,Square Kilometre,0,Phosphates ,Bio Fertilizer (U) Limited (100%),2014-09-07T01:00:00,20.0,Exploration license,Active,
265,Active,2011-09-13T01:00:00,EL0837,Active EL Licenses,534,Square Kilometre,0,"Base Metals , Gold ",African Metal Properties Limited (100%),2014-09-12T01:00:00,134.3,Exploration license,Active,
266,Active,2011-09-14T01:00:00,EL0838,Active EL Licenses,535,Square Kilometre,0,"Base Metals , Gold ",African Metal Properties Limited (100%),2014-09-13T01:00:00,197.0,Exploration license,Active,
267,Active,2011-09-15T01:00:00,EL0839,Active EL Licenses,536,Square Kilometre,0,"Base Metals , Gold ",African Metal Properties Limited (100%),2014-09-14T01:00:00,220.0,Exploration license,Active,
268,Active,2011-09-16T01:00:00,EL0841,Active EL Licenses,538,Square Kilometre,0,Limestone ,Supercom Interantional Limited (100%),2014-09-15T01:00:00,9.4,Exploration license,Active,
269,Active,2011-09-20T01:00:00,EL0844,Active EL Licenses,539,Square Kilometre,0,"Gold , Tin , Wolfram ",Mineral Exploration and Mining (PTY) Limited (100%),2014-09-19T01:00:00,6.0,Exploration license,Active,
270,Active,2011-09-22T01:00:00,EL0845,Active EL Licenses,540,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,100.0,Exploration license,Active,
271,Active,2011-09-22T01:00:00,EL0846,Active EL Licenses,541,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,124.0,Exploration license,Active,
272,Active,2011-09-22T01:00:00,EL0847,Active EL Licenses,542,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,55.2,Exploration license,Active,
273,Active,2011-09-22T01:00:00,EL0848,Active EL Licenses,543,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,20.0,Exploration license,Active,
274,Active,2011-09-22T01:00:00,EL0849,Active EL Licenses,544,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,51.0,Exploration license,Active,
275,Active,2011-09-22T01:00:00,EL0850,Active EL Licenses,545,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,124.0,Exploration license,Active,
276,Active,2011-09-22T01:00:00,EL0851,Active EL Licenses,546,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,72.0,Exploration license,Active,
277,Active,2011-09-22T01:00:00,EL0852,Active EL Licenses,547,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,86.0,Exploration license,Active,
278,Active,2011-09-22T01:00:00,EL0853,Active EL Licenses,548,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,48.0,Exploration license,Active,
279,Active,2012-02-22T00:00:00,EL0950,Active EL Licenses,553,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",United African Mines Company Limited (100%),2015-02-21T00:00:00,39.0,Exploration license,Active,
280,Active,2012-04-19T01:00:00,EL0980,Active EL Licenses,556,Square Kilometre,0,"Base Metals , PGM , Rare Earth Elements ",Africa Rare Earth and Metals (U) Limited (100%),2015-04-18T01:00:00,106.0895,Exploration license,Active,
281,Active,2012-04-10T01:00:00,EL0973,Active EL Licenses,557,Square Kilometre,0,"Iron Ore , Wolfram ",Care Moving Investment Limited (100%),2015-04-09T01:00:00,10.9612,Exploration license,Active,
282,Active,2012-04-23T01:00:00,EL0979,Active EL Licenses,558,Square Kilometre,0,"Base Metals , Coltan , Tin ",Jo Santo Investments Limited (100%),2015-04-22T01:00:00,39.0,Exploration license,Active,
283,Active,2012-12-03T00:00:00,EL1065,Active EL Licenses,560,Square Kilometre,0,"Base Metals , Gold ",Kirabira Stephen (100%),2015-12-02T00:00:00,21.3,Exploration license,Active,
284,Active,2012-07-30T01:00:00,EL1005,Active EL Licenses,561,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",Oryx Minerals Limited (100%),2015-07-29T01:00:00,5.2,Exploration license,Active,
285,Active,2013-05-22T01:00:00,EL1152,Active EL Licenses,572,Square Kilometre,0,"Base Metals , Gold , Tin , Wolfram ","Mining, Minerals and Metals Ltd (100%)",2016-05-21T01:00:00,0.4938,Exploration license,Active,
286,Active,2012-08-23T01:00:00,EL1040,Active EL Licenses,575,Square Kilometre,0,"Base Metals , Iron Ore , Limestone ",Rift Valley Minerals Limited (100%),2015-08-22T01:00:00,72.0,Exploration license,Active,
287,Active,2012-06-05T01:00:00,EL0988,Active EL Licenses,576,Square Kilometre,0,Limestone ,KASESE COBALT COMPANY LIMITED (100%),2015-06-04T01:00:00,0.5566,Exploration license,Active,
288,Active,2012-08-10T01:00:00,EL1021,Active EL Licenses,577,Square Kilometre,0,Granite,Universal Granites and Marble Limited (100%),2015-08-09T01:00:00,10.0,Exploration license,Active,
289,Active,2012-08-10T01:00:00,EL1019,Active EL Licenses,579,Square Kilometre,0,Granite,Universal Granites and Marble Limited (100%),2015-08-09T01:00:00,5.0,Exploration license,Active,
290,Active,2012-08-10T01:00:00,EL1041,Active EL Licenses,581,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",Great Lakes Mining Limited (100%),2015-08-09T01:00:00,60.0,Exploration license,Active,
291,Active,2012-08-10T01:00:00,EL1018,Active EL Licenses,582,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",Great Lakes Mining Limited (100%),2015-08-09T01:00:00,60.0,Exploration license,Active,
292,Active,2012-08-09T01:00:00,EL1033,Active EL Licenses,584,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",Ambrose Byona (100%),2015-08-08T01:00:00,5.78,Exploration license,Active,
293,Active,2013-01-29T00:00:00,EL1077,Active EL Licenses,585,Square Kilometre,0,"Base Metals , Gold ",Royalco Resources Limited (100%),2016-01-28T00:00:00,117.6,Exploration license,Active,
294,Active,2012-02-22T00:00:00,EL0951,Active EL Licenses,586,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",United African Mines Company Limited (100%),2015-02-21T00:00:00,1.05,Exploration license,Active,
295,Active,2013-05-23T01:00:00,EL1153,Active EL Licenses,587,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements ",Ronald Jarius Ssebunya (100%),2016-05-22T01:00:00,63.0,Exploration license,Active,
296,Active,2012-11-14T00:00:00,EL1063,Active EL Licenses,589,Square Kilometre,0,Iron Ore ,Steel Rolling Mills Limited (100%),2015-11-13T00:00:00,47.9203,Exploration license,Active,
297,Active,2012-08-13T01:00:00,EL1029,Active EL Licenses,590,Square Kilometre,0,"Base Metals , Gold ",GREENSTONE RESOURCES LIMITED (100%),2015-08-12T01:00:00,9.4157,Exploration license,Active,
298,Active,2012-08-13T01:00:00,EL1030,Active EL Licenses,594,Square Kilometre,0,"Base Metals , Gold ",African Rift Mineral Limited (100%),2015-08-12T01:00:00,83.6,Exploration license,Active,
299,Active,2012-09-19T01:00:00,EL1057,Active EL Licenses,595,Square Kilometre,0,"Base Metals , Gold ",Francis K. Mutungi (100%),2015-09-18T01:00:00,75.5,Exploration license,Active,
300,Active,2012-08-06T01:00:00,EL1007,Active EL Licenses,599,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements , Uranium ",Sun and Sand Mining Limited (100%),2015-08-05T01:00:00,109.0,Exploration license,Active,
301,Active,2013-10-23T01:00:00,EL1219,Active EL Licenses,600,Square Kilometre,0,"Base Metals , Gold ",ASKL MINERAL PROSPECTORS LTD (100%),2016-10-22T01:00:00,174.7194,Exploration license,Active,
302,Active,2012-08-13T01:00:00,EL1032,Active EL Licenses,602,Square Kilometre,0,"Base Metals , Gold ",GREENSTONE RESOURCES LIMITED (100%),2015-08-12T01:00:00,4.7899,Exploration license,Active,
303,Active,2013-02-05T00:00:00,EL1082,Active EL Licenses,604,Square Kilometre,0,"Base Metals , Gold ",Royalco Resources Limited (100%),2016-02-04T00:00:00,100.0,Exploration license,Active,
304,Active,2012-02-17T00:00:00,EL0936,Active EL Licenses,605,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements ",Samaj (U) Limited (100%),2015-02-16T00:00:00,492.0,Exploration license,Active,
305,Active,2012-07-26T01:00:00,EL1006,Active EL Licenses,607,Square Kilometre,0,Pozzolana ,Birungi Cephas Kyagenda (100%),2015-07-25T01:00:00,11.9798,Exploration license,Active,
306,Active,2012-07-30T01:00:00,EL1034,Active EL Licenses,611,Square Kilometre,0,"Base Metals , Copper , Gold , PGM , Zinc ",East African Mining Limited (100%),2015-07-29T01:00:00,170.0,Exploration license,Active,
307,Active,2012-10-15T01:00:00,EL1060,Active EL Licenses,612,Square Kilometre,0,Geothermal ,Pawakom International Limited (100%),2015-10-14T01:00:00,91.8065,Exploration license,Active,
308,Active,2012-09-04T01:00:00,EL1044,Active EL Licenses,613,Square Kilometre,0,"Base Metals , Columbite , Gold , Platinum , Tantalite ",Zhong Hua Exploration and Mineral Development Company Limited (100%),2015-09-03T01:00:00,257.15,Exploration license,Active,
309,Active,2012-09-04T01:00:00,EL1043,Active EL Licenses,614,Square Kilometre,0,"Base Metals , Columbite , Gold , Platinum , Tantalite ",Zhong Hua Exploration and Mineral Development Company Limited (100%),2015-09-03T01:00:00,244.3311,Exploration license,Active,
310,Active,2012-08-10T01:00:00,EL1020,Active EL Licenses,615,Square Kilometre,0,Granite,Universal Granites and Marble Limited (100%),2015-08-09T01:00:00,10.0,Exploration license,Active,
311,Active,2013-02-19T00:00:00,EL1072,Active EL Licenses,616,Square Kilometre,0,"Base Metals , Gold ",WANANCHI MINING LIMITED (100%),2016-02-18T00:00:00,80.0,Exploration license,Active,
312,Active,2013-11-19T00:00:00,EL1247,Active EL Licenses,618,Square Kilometre,0,"Base Metals , Gold ",WANANCHI MINING LIMITED (100%),2016-11-18T00:00:00,39.0,Exploration license,Active,
313,Active,2012-04-02T01:00:00,EL0971,Active EL Licenses,619,Square Kilometre,0,"Base Metals , Gold , PGM ",Berkeley Reef Limited (100%),2015-04-01T01:00:00,176.091,Exploration license,Active,
314,Active,2012-08-06T01:00:00,EL1017,Active EL Licenses,620,Square Kilometre,0,"Base Metals , Rare Earth Elements ",Great Lakes Mining Limited (100%),2015-08-05T01:00:00,104.5,Exploration license,Active,
315,Active,2013-03-04T00:00:00,EL1092,Active EL Licenses,621,Square Kilometre,0,"Base Metals , Gold , PGM ",African Rift Mineral Limited (100%),2016-03-03T00:00:00,240.2505,Exploration license,Active,
316,Active,2013-03-20T00:00:00,EL1107,Active EL Licenses,629,Square Kilometre,0,"Base Metals , Columbite , Gold , Platinum , Tantalite ",Zhong Hua Exploration and Mineral Development Company Limited (100%),2016-03-19T00:00:00,255.78,Exploration license,Active,
317,Active,2013-05-23T01:00:00,EL1142,Active EL Licenses,630,Square Kilometre,0,Geothermal ,FCN ENERGY LIMITED (100%),2016-05-22T01:00:00,378.0,Exploration license,Active,
318,Active,2013-01-29T00:00:00,EL1076,Active EL Licenses,634,Square Kilometre,0,"Base Metals , Gold ",Fulin Mines Limited (100%),2016-01-28T00:00:00,69.57,Exploration license,Active,
319,Active,2012-08-20T01:00:00,EL1037,Active EL Licenses,635,Square Kilometre,0,Geothermal ,CLEAN SOURCE ENERGY PARTNER'S LIMITED (100%),2015-08-19T01:00:00,84.0,Exploration license,Active,
320,Active,2013-02-18T00:00:00,EL1081,Active EL Licenses,637,Square Kilometre,0,"Base Metals , Gold ",RHINO UNITED AGENCIES LIMITED (100%),2016-02-17T00:00:00,,Exploration license,Active,
321,Active,2013-02-18T00:00:00,EL1071,Active EL Licenses,638,Square Kilometre,0,"Base Metals , Gold ",ANGARO INVESTMENTS COMPANY LIMITED (100%),2016-02-17T00:00:00,102.0,Exploration license,Active,
322,Active,2014-05-06T01:00:00,EL1310,Active EL Licenses,640,Square Kilometre,0,"Base Metals , Gold , Iron Ore , Uranium ",Great Lakes Mining Limited (100%),2017-05-05T01:00:00,364.0,Exploration license,Active,
323,Active,2014-06-20T01:00:00,EL1341,Active EL Licenses,642,Square Kilometre,0,"Base Metals , Gold ",ANGARO INVESTMENTS COMPANY LIMITED (100%),2017-06-19T01:00:00,97.0,Exploration license,Active,
324,Active,2013-10-23T01:00:00,EL1213,Active EL Licenses,643,Square Kilometre,0,Wolfram ,RUSLA MINING AND MINERALS LIMITED (100%),2016-10-22T01:00:00,6.6662,Exploration license,Active,
325,Active,2013-02-27T00:00:00,EL1096,Active EL Licenses,645,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",RHINO UNITED AGENCIES LIMITED (100%),2016-02-26T00:00:00,100.0,Exploration license,Active,
326,Active,2012-09-04T01:00:00,EL1046,Active EL Licenses,646,Square Kilometre,0,Geothermal ,CLEAN SOURCE ENERGY PARTNER'S LIMITED (100%),2015-09-03T01:00:00,58.2907,Exploration license,Active,
327,Active,2014-06-19T01:00:00,EL1345,Active EL Licenses,647,Square Kilometre,0,"Base Metals , Gold ",Indiana Mining Limited (100%),2017-06-18T01:00:00,8.7385,Exploration license,Active,
328,Active,2012-09-14T01:00:00,EL1056,Active EL Licenses,648,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements , Tin , Uranium , Wolfram ",SUN AND SAND MINES AND MINERALS LTD (100%),2015-09-13T01:00:00,23.03,Exploration license,Active,
329,Active,2012-09-14T01:00:00,EL1054,Active EL Licenses,649,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements , Tin , Uranium , Wolfram ",SUN AND SAND MINES AND MINERALS LTD (100%),2015-09-13T01:00:00,8.7725,Exploration license,Active,
330,Active,2012-05-21T01:00:00,EL0985,Active EL Licenses,650,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements , Uranium ",Samaj (U) Limited (100%),2015-05-20T01:00:00,167.125,Exploration license,Active,
331,Active,2012-05-22T01:00:00,EL0987,Active EL Licenses,652,Square Kilometre,0,"Limestone , Pozzolana ",Hima Cement  Limited (100%),2015-05-21T01:00:00,4.2292,Exploration license,Active,
332,Active,2008-05-12T01:00:00,EL0305,Active EL Licenses,654,Square Kilometre,0,"Base Metals , Gold ",Pearl Mining (U) Limited (100%),2015-05-11T01:00:00,45.15,Exploration license,Active,
333,Active,2011-10-10T01:00:00,EL0824,Active EL Licenses,655,Square Kilometre,0,Gold ,Gemstones International Limited (100%),2014-10-09T01:00:00,153.0,Exploration license,Active,
334,Active,2011-09-26T01:00:00,EL0823,Active EL Licenses,656,Square Kilometre,0,"Base Metals , Gold ",Some Graphics Limited (100%),2014-09-25T01:00:00,120.0,Exploration license,Active,
335,Active,2012-04-24T01:00:00,EL0983,Active EL Licenses,657,Square Kilometre,0,"Base Metals , Iron Ore ",Pramukh Steel Limited (100%),2015-04-23T01:00:00,39.9751,Exploration license,Active,
336,Active,2012-06-22T01:00:00,EL0993,Active EL Licenses,658,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",FLD Mining (U) Limited (100%),2015-06-21T01:00:00,8.08,Exploration license,Active,
337,Active,2012-04-13T01:00:00,EL0976,Active EL Licenses,659,Square Kilometre,0,Dimension Stone ,Dimension Stones Investment Limited (100%),2015-04-12T01:00:00,8.4,Exploration license,Active,
338,Active,2012-06-22T01:00:00,EL0992,Active EL Licenses,660,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",FLD Mining (U) Limited (100%),2015-06-21T01:00:00,9.0262,Exploration license,Active,
339,Active,2012-04-24T01:00:00,EL0977,Active EL Licenses,661,Square Kilometre,0,"Base Metals , Gold , PGM , Uranium ",Kripto International Limited (100%),2015-04-23T01:00:00,10.0,Exploration license,Active,
340,Active,2012-07-24T01:00:00,EL0998,Active EL Licenses,662,Square Kilometre,0,"Base Metals , Gold ",Moberge Finance Limited (100%),2015-07-23T01:00:00,16.2,Exploration license,Active,
341,Active,2012-07-24T01:00:00,EL0999,Active EL Licenses,663,Square Kilometre,0,"Base Metals , Gold ",Moberge Finance Limited (100%),2015-07-23T01:00:00,59.0796,Exploration license,Active,
342,Active,2008-10-06T01:00:00,EL0377,Active EL Licenses,665,Square Kilometre,0,"Base Metals , Limestone , Marble , Platinum , Pozzolana ",Supercom Interantional Limited (100%),2013-10-05T01:00:00,235.9875,Exploration license,Active,
343,Active,2012-04-24T01:00:00,EL0978,Active EL Licenses,666,Square Kilometre,0,"Base Metals , Gold , PGM , Uranium ",Kripto International Limited (100%),2015-04-23T01:00:00,2.0,Exploration license,Active,
344,Active,2012-08-06T01:00:00,EL1015,Active EL Licenses,667,Square Kilometre,0,"Base Metals , Iron Ore ",Great Lakes Mining Limited (100%),2015-08-05T01:00:00,36.0,Exploration license,Active,
345,Active,2012-09-07T01:00:00,EL1053,Active EL Licenses,668,Square Kilometre,0,"Base Metals , EL/ML - Precious Metals",Sipa Exploration (U) Limited (100%),2015-09-06T01:00:00,204.5,Exploration license,Active,
346,Active,2012-01-30T00:00:00,EL0888,Active EL Licenses,669,Square Kilometre,0,"Tin , Wolfram ",Hilltop Minerals & Metals Limited (100%),2015-01-29T00:00:00,21.5,Exploration license,Active,
347,Active,2012-01-31T00:00:00,EL0923,Active EL Licenses,670,Square Kilometre,0,"Base Metals , Gold , PGM ",Eco Technologies Limited (100%),2015-01-30T00:00:00,386.925,Exploration license,Active,
348,Active,2012-01-11T00:00:00,EL0919,Active EL Licenses,671,Square Kilometre,0,"Base Metals , Gold ",Rift Valley Investments Limited (100%),2015-01-10T00:00:00,13.3,Exploration license,Active,
349,Active,2012-01-11T00:00:00,EL0917,Active EL Licenses,672,Square Kilometre,0,"Base Metals , Tin ",Rift Valley Investments Limited (100%),2015-01-10T00:00:00,20.0,Exploration license,Active,
350,Active,2012-02-21T00:00:00,EL0947,Active EL Licenses,673,Square Kilometre,0,"Gold , Precious Metals ",Universal Metals Limited (100%),2015-02-20T00:00:00,33.0,Exploration license,Active,
351,Active,2012-02-22T00:00:00,EL0949,Active EL Licenses,674,Square Kilometre,0,"Base Metals , Gold ",Aurua Green Metals Limited (100%),2015-02-21T00:00:00,43.7885,Exploration license,Active,
352,Active,2012-02-22T00:00:00,EL0948,Active EL Licenses,675,Square Kilometre,0,"Base Metals , Gold , PGM , Uranium ",Sun and Sand Mining Limited (100%),2015-02-21T00:00:00,405.0,Exploration license,Active,
353,Active,2012-02-14T00:00:00,EL0943,Active EL Licenses,676,Square Kilometre,0,"Base Metals , Gold ",Hilltop Minerals & Metals Limited (100%),2015-02-13T00:00:00,10.0,Exploration license,Active,
354,Active,2012-01-11T00:00:00,EL0918,Active EL Licenses,677,Square Kilometre,0,"Base Metals , Tin , Wolfram ",Rift Valley Investments Limited (100%),2015-01-10T00:00:00,14.76,Exploration license,Active,
355,Active,2012-02-02T00:00:00,EL0925,Active EL Licenses,678,Square Kilometre,0,"Base Metals , Gold ",Moses Kamuntu (100%),2015-02-01T00:00:00,30.1,Exploration license,Active,
356,Active,2012-01-31T00:00:00,EL0927,Active EL Licenses,679,Square Kilometre,0,Dimension Stone ,Building  Majesties Limited (100%),2015-01-30T00:00:00,67.5,Exploration license,Active,
357,Active,2012-01-11T00:00:00,EL0921,Active EL Licenses,680,Square Kilometre,0,"Base Metals , Tin ",Rift Valley Investments Limited (100%),2015-01-10T00:00:00,19.8398,Exploration license,Active,
358,Active,2012-01-11T00:00:00,EL0915,Active EL Licenses,681,Square Kilometre,0,"Base Metals , Gold ",Aerial Resources Limited (100%),2015-01-10T00:00:00,480.3,Exploration license,Active,
359,Active,2012-01-12T00:00:00,EL0926,Active EL Licenses,682,Square Kilometre,0,"Base Metals , Gold , PGM ",Capital Ventures International Limited (100%),2015-01-11T00:00:00,382.0727,Exploration license,Active,
360,Active,2008-11-12T00:00:00,EL0386,Active EL Licenses,683,Square Kilometre,0,"Base Metals , Gold ",Fergie Minerals and Metals Limited (100%),2013-11-11T00:00:00,10.0,Exploration license,Active,
361,Active,2012-02-01T00:00:00,EL0928,Active EL Licenses,684,Square Kilometre,0,Dimension Stone ,Building  Majesties Limited (100%),2015-01-31T00:00:00,24.825,Exploration license,Active,
362,Active,2011-11-21T00:00:00,EL0887,Active EL Licenses,685,Square Kilometre,0,"Base Metals , Coltan , Gold , PGM , Tin ",Nyabushenyi Twimukye Association Limited (100%),2014-11-20T00:00:00,36.0,Exploration license,Active,
363,Active,2012-01-11T00:00:00,EL0825,Active EL Licenses,686,Square Kilometre,0,"Base Metals , Gold , Industrial Minerals ",Gimnat International (U) Limited (100%),2015-01-10T00:00:00,229.3038,Exploration license,Active,
364,Active,2012-02-15T00:00:00,EL0946,Active EL Licenses,688,Square Kilometre,0,"EL/ML - Marble, Granite, Dimension Stone",Universal Granites and Marble Limited (100%),2015-02-14T00:00:00,5.4,Exploration license,Active,
365,Active,2012-02-14T00:00:00,EL0934,Active EL Licenses,689,Square Kilometre,0,"Base Metals , Gold ",Rwiha Investment Services Limited  (100%),2015-02-13T00:00:00,126.1489,Exploration license,Active,
366,Active,2012-02-14T00:00:00,EL0934,Active EL Licenses,690,Square Kilometre,0,"Base Metals , Gold ",Rwiha Investment Services Limited  (100%),2015-02-13T00:00:00,126.1489,Exploration license,Active,
367,Active,2008-07-17T01:00:00,EL0304,Active EL Licenses,692,Square Kilometre,0,"Base Metals , Gold , PGM ",Pearl Mining (U) Limited (100%),2015-07-16T01:00:00,100.8831,Exploration license,Active,
368,Active,2012-03-16T00:00:00,EL0956,Active EL Licenses,693,Square Kilometre,0,"Base Metals , Gold ",GREENSTONE RESOURCES LIMITED (100%),2015-03-15T00:00:00,4.3395,Exploration license,Active,
369,Active,2012-02-14T00:00:00,EL0931,Active EL Licenses,694,Square Kilometre,0,Limestone ,Rift Valley Minerals Limited (100%),2015-02-13T00:00:00,8.0,Exploration license,Active,
370,Active,2012-03-09T00:00:00,EL0955,Active EL Licenses,697,Square Kilometre,0,"Gold , Wolfram ",Steven  Banya (100%),2015-03-08T00:00:00,13.88,Exploration license,Active,
371,Active,2012-09-07T01:00:00,EL1049,Active EL Licenses,698,Square Kilometre,0,"Base Metals , EL/ML - Precious Metals",Sipa Exploration (U) Limited (100%),2015-09-06T01:00:00,486.88,Exploration license,Active,
372,Active,2012-09-07T01:00:00,EL1050,Active EL Licenses,699,Square Kilometre,0,"Base Metals , EL/ML - Precious Metals",Sipa Exploration (U) Limited (100%),2015-09-06T01:00:00,323.1646,Exploration license,Active,
373,Active,2012-09-07T01:00:00,EL1051,Active EL Licenses,700,Square Kilometre,0,"Base Metals , EL/ML - Precious Metals",Sipa Exploration (U) Limited (100%),2015-09-06T01:00:00,342.925,Exploration license,Active,
374,Active,2012-08-15T01:00:00,EL1036,Active EL Licenses,702,Square Kilometre,0,"Base Metals , EL/ML - Precious Metals",Milu (U) Limited (100%),2015-08-14T01:00:00,31.02,Exploration license,Active,
375,Active,2012-08-06T01:00:00,EL1014,Active EL Licenses,703,Square Kilometre,0,"Base Metals , Gold ",Indiana Mining Limited (100%),2015-08-05T01:00:00,9.0,Exploration license,Active,
376,Active,2012-08-13T01:00:00,EL1026,Active EL Licenses,704,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",Oli Gold Muruli Limited (100%),2015-08-12T01:00:00,43.0,Exploration license,Active,
377,Active,2012-07-26T01:00:00,EL1004,Active EL Licenses,705,Square Kilometre,0,"Base Metals , Iron Ore ",John Mary Muyambi (Jr) (100%),2015-07-25T01:00:00,7.9961,Exploration license,Active,
378,Active,2012-08-13T01:00:00,EL1028,Active EL Licenses,706,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",Oli Gold Muruli Limited (100%),2015-08-12T01:00:00,45.0,Exploration license,Active,
379,Active,2012-08-13T01:00:00,EL1027,Active EL Licenses,707,Square Kilometre,0,"Base Metals , Gold , Iron Ore ",Oli Gold Muruli Limited (100%),2015-08-12T01:00:00,45.0,Exploration license,Active,
380,Active,2012-07-24T01:00:00,EL1000,Active EL Licenses,711,Square Kilometre,0,Geothermal ,Moberge Finance Limited (100%),2015-07-23T01:00:00,133.0692,Exploration license,Active,
381,Active,2013-03-25T00:00:00,EL1112,Active EL Licenses,712,Square Kilometre,0,Gypsum ,Great three (3) stars Limited (100%),2016-03-24T00:00:00,14.2194,Exploration license,Active,
382,Active,2013-04-04T01:00:00,EL1123,Active EL Licenses,714,Square Kilometre,0,"Base Metals , Gold ",Marua Group  (100%),2016-04-03T01:00:00,15.15,Exploration license,Active,
383,Active,2013-02-25T00:00:00,EL1099,Active EL Licenses,717,Square Kilometre,0,"Base Metals , Gold , Kaolin , Pozzolana ",Development Services Kigezi (DESK) Limited (100%),2016-02-24T00:00:00,40.0,Exploration license,Active,
384,Active,2012-08-06T01:00:00,EL1013,Active EL Licenses,718,Square Kilometre,0,"Base Metals , Gold ",Indiana Mining Limited (100%),2015-08-05T01:00:00,39.0,Exploration license,Active,
385,Active,2012-08-06T01:00:00,EL1011,Active EL Licenses,719,Square Kilometre,0,"Base Metals , Gold ",Indiana Mining Limited (100%),2015-08-05T01:00:00,15.6,Exploration license,Active,
386,Active,2013-05-08T01:00:00,EL1146,Active EL Licenses,721,Square Kilometre,0,"Base Metals , Tantalite , Tin ",Mariam Mukalazi (100%),2016-05-07T01:00:00,19.585,Exploration license,Active,
387,Active,2012-08-06T01:00:00,EL1012,Active EL Licenses,722,Square Kilometre,0,"Base Metals , Gold ",Indiana Mining Limited (100%),2015-08-05T01:00:00,20.0,Exploration license,Active,
388,Active,2012-04-19T01:00:00,EL0981,Active EL Licenses,725,Square Kilometre,0,"Base Metals , PGM , Rare Earth Elements ",Africa Rare Earth and Metals (U) Limited (100%),2015-04-18T01:00:00,74.625,Exploration license,Active,
389,Active,2012-03-19T00:00:00,EL0967,Active EL Licenses,726,Square Kilometre,0,"Iron Ore , Tantalite ",Tembo Steels (U) Limited (100%),2015-03-18T00:00:00,107.8,Exploration license,Active,
390,Active,2012-03-20T00:00:00,EL0960,Active EL Licenses,727,Square Kilometre,0,"Base Metals , Gold , PGM ",Eco Technologies Limited (100%),2015-03-19T00:00:00,345.9125,Exploration license,Active,
