id,Status,DteGranted,Code,LayerName,OBJECTID,AreaUnit,LayerID,Resources,Parties,DteExpires,AreaValue,Type,StatusGrp,DteApplied
1,Active,2005-11-21T00:00:00,ML0061,Active ML Licenses,147,Hectare,1,Pozzolana ,Tororo Cement Limited (100%),2026-11-20T00:00:00,9.239,Mining lease,Active,
2,Active,2006-04-06T01:00:00,ML0112,Active ML Licenses,148,Square Kilometre,1,,V.E.K Global Mining Limited (100%),2027-04-05T01:00:00,0.1534,Mining lease,Active,
3,Active,2006-08-30T01:00:00,ML0127,Active ML Licenses,149,Square Kilometre,1,Limestone ,Tororo Cement Limited (100%),2027-08-29T01:00:00,8.8547,Mining lease,Active,
4,Active,2007-10-02T01:00:00,ML0248,Active ML Licenses,150,Hectare,1,Limestone ,Hima Cement  Limited (100%),2028-10-01T01:00:00,536.3932,Mining lease,Active,
5,Active,2010-04-16T01:00:00,ML0593,Active ML Licenses,151,Square Kilometre,1,Limestone ,Tororo Cement Limited (100%),2031-04-15T01:00:00,51.8175,Mining lease,Active,
6,Active,2011-06-13T01:00:00,ML0594,Active ML Licenses,152,Square Kilometre,1,Iron Ore ,Kigezi Steel Company Limited (100%),2032-06-12T01:00:00,3.0617,Mining lease,Active,
7,Active,2010-11-08T00:00:00,ML0702,Active ML Licenses,153,Square Kilometre,1,Iron Ore ,Great Lakes Iron and Steel Company Limited (100%),2031-11-07T00:00:00,4.525,Mining lease,Active,
8,Active,2010-12-01T00:00:00,ML0706,Active ML Licenses,154,Square Kilometre,1,Limestone ,Hima Cement  Limited (100%),2031-11-30T00:00:00,0.5411,Mining lease,Active,
9,Active,1994-01-03T00:00:00,ML4063,Active ML Licenses,156,Square Kilometre,1,Gold ,AUC Mining (U) Limited (100%),2015-01-02T00:00:00,5.8068,Mining lease,Active,
10,Active,1994-05-05T01:00:00,ML4064,Active ML Licenses,157,Hectare,1,,Muhindo Enterprises (100%),2015-05-04T01:00:00,421.5782,Mining lease,Active,
11,Active,1994-12-12T00:00:00,ML4128,Active ML Licenses,158,Square Kilometre,1,Gold ,GREENSTONE RESOURCES LIMITED (100%),2015-12-11T00:00:00,0.561,Mining lease,Active,
12,Active,2009-12-02T00:00:00,ML4227,Active ML Licenses,159,Square Kilometre,1,Gypsum ,Ataco Services Limited (100%),2030-12-01T00:00:00,3.5046,Mining lease,Active,
13,Active,1999-05-03T01:00:00,ML4474,Active ML Licenses,160,Square Kilometre,1,,Tororo Cement Limited (100%),2020-05-02T01:00:00,0.4052,Mining lease,Active,
14,Active,1999-02-08T00:00:00,ML4478,Active ML Licenses,161,Square Kilometre,1,Wolfram ,Krone Uganda Limited (100%),2035-02-07T00:00:00,1.7678,Mining lease,Active,
15,Active,2002-08-06T01:00:00,ML4603,Active ML Licenses,162,Square Kilometre,1,Gold ,Kisita Mining Company Limited (100%),2023-08-05T01:00:00,8.716,Mining lease,Active,
16,Active,2003-08-15T01:00:00,ML4623,Active ML Licenses,163,Square Kilometre,1,,Marubeg Company Limited (100%),2024-08-14T01:00:00,0.1242,Mining lease,Active,
17,Active,2003-05-15T01:00:00,ML4651,Active ML Licenses,450,Square Kilometre,1,Vermiculite ,Gulf Resources Limited (100%),2024-05-14T01:00:00,17.2498,Mining lease,Active,
18,Active,2011-05-17T01:00:00,ML0762,Active ML Licenses,451,Hectare,1,,Zarnack Holdings (U) Limited (100%),2032-05-16T01:00:00,202.2,Mining lease,Active,
19,Active,2011-09-16T01:00:00,ML0842,Active ML Licenses,452,Square Kilometre,1,Wolfram ,Berkeley Reef Limited (100%),2032-09-15T01:00:00,4.8435,Mining lease,Active,
20,Active,2011-10-28T01:00:00,ML0886,Active ML Licenses,453,Square Kilometre,1,,Simba Mines and Mineral Resources Limited (100%),2032-10-27T01:00:00,4.5131,Mining lease,Active,
21,Active,1974-01-01T00:00:00,ML2151,Active ML Licenses,456,Hectare,1,Base Metals ,Kilembe Mines Limited (100%),2017-12-31T00:00:00,3249.4711,Mining lease,Active,
22,Active,2002-12-20T00:00:00,ML4622,Active ML Licenses,457,Square Kilometre,1,Limestone ,Tororo Cement Limited (100%),2023-12-19T00:00:00,20.0191,Mining lease,Active,
23,Active,2004-03-26T00:00:00,ML4684,Active ML Licenses,458,Square Kilometre,1,Limestone ,Tororo Cement Limited (100%),2025-03-25T00:00:00,0.69,Mining lease,Active,
24,Active,2013-04-19T01:00:00,ML1117,Active ML Licenses,769,Hectare,1,Dimension Stone ,Building  Majesties Limited (100%),2034-04-18T01:00:00,47.2024,Mining lease,Active,
25,Active,2013-03-13T00:00:00,ML1110,Active ML Licenses,784,Square Kilometre,1,Limestone ,Hima Cement  Limited (100%),2034-03-12T00:00:00,4.1221,Mining lease,Active,
26,Active,2012-09-03T01:00:00,ML1047,Active ML Licenses,822,Hectare,1,Cassiterite ,First Mining Company Limited (100%),2033-09-02T01:00:00,2915.3972,Mining lease,Active,
27,Active,2013-04-18T01:00:00,ML1129,Active ML Licenses,949,Square Kilometre,1,Gold ,Jan Mangal (U) Limited (100%),2034-04-17T01:00:00,74.0314,Mining lease,Active,
28,Active,,ML2433,Active ML Licenses,995,Hectare,1,Limestone ,Kilembe Mines Limited (100%),,34.53,Mining lease,Active,
29,Active,2014-03-14T00:00:00,ML1297,Active ML Licenses,1043,Hectare,1,Iron Ore ,Sino Minerals Investments Company Limited (100%),2035-03-13T00:00:00,4.494,Mining lease,Active,
30,Active,2013-06-20T01:00:00,ML1170,Active ML Licenses,1122,Square Kilometre,1,Iron Ore ,Uganda International Mining Company Limited (100%),2034-06-19T01:00:00,1.0552,Mining lease,Active,
31,Active,2014-02-25T00:00:00,ML1291,Active ML Licenses,1214,Square Kilometre,1,Marble ,Dao Marble Limited (100%),2035-02-24T00:00:00,4.0,Mining lease,Active,
32,Pending Renewal,2010-02-01T00:00:00,EL0568,Active EL Licenses,7,Square Kilometre,0,Gold ,Budha Mining & Exploration (2009) Limited (100%),2013-01-31T00:00:00,34.325,Exploration license,Active,
33,Pending Renewal,2010-02-15T00:00:00,EL0570,Active EL Licenses,9,Square Kilometre,0,"Coltan , Tungsten ",Heer Distributors Limited (100%),2013-02-14T00:00:00,3.0,Exploration license,Active,
34,Pending Renewal,2010-02-15T00:00:00,EL0571,Active EL Licenses,10,Square Kilometre,0,"Coltan , Tungsten ",Heer Distributors Limited (100%),2013-02-14T00:00:00,58.7323,Exploration license,Active,
35,Pending Renewal,2010-02-25T00:00:00,EL0572,Active EL Licenses,11,Square Kilometre,0,"Base Metals , Gold ",Nelvo International Limited (100%),2013-02-24T00:00:00,128.0,Exploration license,Active,
36,Pending Renewal,2010-02-25T00:00:00,EL0573,Active EL Licenses,12,Square Kilometre,0,"Base Metals , Gold ",Nelvo International Limited (100%),2013-02-24T00:00:00,200.0,Exploration license,Active,
37,Pending Renewal,2010-03-05T00:00:00,EL0574,Active EL Licenses,13,Square Kilometre,0,"Base Metals , Gold ",Mineral Research & Mines Limited (100%),2013-03-04T00:00:00,93.759,Exploration license,Active,
38,Pending Renewal,2010-02-18T00:00:00,EL0575,Active EL Licenses,14,Square Kilometre,0,"Berrylium , Columbite , Tantalite , Tin ",Megha  Minerals & Mines Limited  (100%),2013-02-17T00:00:00,329.85,Exploration license,Active,
39,Active,2010-03-09T00:00:00,EL0576,Active EL Licenses,15,Square Kilometre,0,"Columbite , Tantalite , Tin ",Rare Earth Minerals (U) Limited (100%),2015-03-08T00:00:00,15.0,Exploration license,Active,
40,Pending Renewal,2010-03-05T00:00:00,EL0578,Active EL Licenses,17,Square Kilometre,0,"Base Metals , Gold ",Blue Earth Refinaries Uganda (100%),2013-03-04T00:00:00,50.0,Exploration license,Active,
41,Pending Renewal,2010-03-23T00:00:00,EL0583,Active EL Licenses,21,Square Kilometre,0,Iron Ore ,Kigezi Steel Company Limited (100%),2013-03-22T00:00:00,1.5,Exploration license,Active,
42,Active,2010-03-26T00:00:00,EL0587,Active EL Licenses,24,Square Kilometre,0,"Base Metals , Gold ",Mate Mines Limited (100%),2015-03-25T00:00:00,20.0436,Exploration license,Active,
43,Active,2010-04-16T01:00:00,EL0596,Active EL Licenses,29,Square Kilometre,0,"Base Metals , Gold ",Mate Mines Limited (100%),2015-04-15T01:00:00,35.4592,Exploration license,Active,
44,Active,2010-04-22T01:00:00,EL0597,Active EL Licenses,30,Square Kilometre,0,"Base Metals , Gold ",Doher Industries Limited (100%),2013-04-21T01:00:00,404.988,Exploration license,Active,
45,Pending Renewal,2010-04-16T01:00:00,EL0598,Active EL Licenses,31,Square Kilometre,0,"Base Metals , Gold , PGM ",Budha Mining & Exploration (2009) Limited (100%),2013-04-15T01:00:00,171.5,Exploration license,Active,
46,Pending Renewal,2010-04-16T01:00:00,EL0599,Active EL Licenses,32,Square Kilometre,0,"Base Metals , Gold , PGM ",Zamani Mining Limited (100%),2013-04-15T01:00:00,462.55,Exploration license,Active,
47,Pending Renewal,2010-04-16T01:00:00,EL0600,Active EL Licenses,33,Square Kilometre,0,"Base Metals , Gold ",Zamani Mining Limited (100%),2013-04-15T01:00:00,9.1695,Exploration license,Active,
48,Active,2010-04-28T01:00:00,EL0601,Active EL Licenses,34,Square Kilometre,0,Limestone ,Fred Kasalirwe (100%),2013-04-27T01:00:00,4.0,Exploration license,Active,
49,Active,2010-04-07T01:00:00,EL0602,Active EL Licenses,35,Square Kilometre,0,"Base Metals , Gold ",Elegant Resources Limited (100%),2013-04-06T01:00:00,20.25,Exploration license,Active,
50,Pending Renewal,2010-04-30T01:00:00,EL0605,Active EL Licenses,38,Square Kilometre,0,"Base Metals , Coltan , PGM , Tin , Wolfram ",Saba Saba Mining Limited (100%),2013-04-29T01:00:00,116.1,Exploration license,Active,
51,Pending Renewal,2010-04-29T01:00:00,EL0606,Active EL Licenses,39,Square Kilometre,0,"Base Metals , Gold , PGM ",Saba Saba Mining Limited (100%),2013-04-28T01:00:00,6.0,Exploration license,Active,
52,Pending Renewal,2010-04-29T01:00:00,EL0609,Active EL Licenses,41,Square Kilometre,0,"Base Metals , Coltan , Gold ",Saba Saba Mining Limited (100%),2013-04-28T01:00:00,60.0,Exploration license,Active,
53,Pending Renewal,2010-04-30T01:00:00,EL0610,Active EL Licenses,42,Square Kilometre,0,"Base Metals , Coltan , Gold , PGM , Tin ",Saba Saba Mining Limited (100%),2013-04-29T01:00:00,6.0,Exploration license,Active,
54,Pending Renewal,2010-04-29T01:00:00,EL0611,Active EL Licenses,43,Square Kilometre,0,"Base Metals , Coltan , Gold , PGM , Tin ",Saba Saba Mining Limited (100%),2013-04-28T01:00:00,99.0,Exploration license,Active,
55,Pending Renewal,2010-04-29T01:00:00,EL0612,Active EL Licenses,44,Square Kilometre,0,"Base Metals , Coltan , Gold , PGM , Tin ",Saba Saba Mining Limited (100%),2013-04-28T01:00:00,6.0,Exploration license,Active,
56,Active,2010-05-05T01:00:00,EL0614,Active EL Licenses,46,Square Kilometre,0,"Berrylium , Bismuth , Gold , Tin ",Beta Minerals Limited (100%),2015-05-04T01:00:00,36.0,Exploration license,Active,
57,Pending Renewal,2010-05-14T01:00:00,EL0615,Active EL Licenses,47,Square Kilometre,0,Gypsum ,Gids Consults Limited (100%),2013-05-13T01:00:00,55.0,Exploration license,Active,
58,Active,2010-05-13T01:00:00,EL0617,Active EL Licenses,48,Square Kilometre,0,"Base Metals , Gold , PGM ",Pearl Mining (U) Limited (100%),2015-05-12T01:00:00,229.9674,Exploration license,Active,
59,Active,2010-05-24T01:00:00,EL0619,Active EL Licenses,49,Square Kilometre,0,"Base Metals , Gold ",Simba Mines and Mineral Resources Limited (100%),2015-05-23T01:00:00,53.0375,Exploration license,Active,
60,Active,2009-01-09T00:00:00,EL0416,Active EL Licenses,51,Square Kilometre,0,Gold ,Gold Search Technical Services (Private) Limited (100%),2014-01-08T00:00:00,95.543,Exploration license,Active,
61,Pending Renewal,2009-01-09T00:00:00,EL0422,Active EL Licenses,55,Square Kilometre,0,Gold ,Budha Mining & Exploration (2009) Limited (100%),2012-01-08T00:00:00,209.4,Exploration license,Active,
62,Pending Renewal,2009-01-09T00:00:00,EL0423,Active EL Licenses,56,Square Kilometre,0,Gold ,Elegant Resources Limited (100%),2018-01-08T00:00:00,3.9078,Exploration license,Active,
63,Active,2009-02-20T00:00:00,EL0425,Active EL Licenses,58,Square Kilometre,0,"Base Metals , Iron Ore ",AVR Engineering & Infrastructure Limited (100%),2014-02-19T00:00:00,10.0,Exploration license,Active,
64,Active,2009-02-20T00:00:00,EL0426,Active EL Licenses,59,Square Kilometre,0,"Base Metals , Gold ",AVR Engineering & Infrastructure Limited (100%),2016-02-19T00:00:00,2.0,Exploration license,Active,
65,Pending Renewal,2010-04-30T01:00:00,EL0607,Active EL Licenses,67,Square Kilometre,0,"Base Metals , Copper , Gold , Nickel , PGM ",Saba Saba Mining Limited (100%),2013-04-29T01:00:00,168.8,Exploration license,Active,
66,Pending Renewal,2009-07-22T01:00:00,EL0457,Active EL Licenses,78,Square Kilometre,0,"Base Metals , Gold ",Simba Mines and Mineral Resources Limited (100%),2014-07-21T01:00:00,34.3006,Exploration license,Active,
67,Pending Renewal,2009-07-30T01:00:00,EL0500,Active EL Licenses,79,Square Kilometre,0,"Base Metals , Gold ",Saba Saba Mining Limited (100%),2012-07-29T01:00:00,156.0,Exploration license,Active,
68,Active,2009-09-23T01:00:00,EL0506,Active EL Licenses,82,Square Kilometre,0,"Base Metals , Gold ",Oli Gold Muruli Limited (100%),2014-09-22T01:00:00,65.7922,Exploration license,Active,
69,Active,2009-09-23T01:00:00,EL0507,Active EL Licenses,83,Square Kilometre,0,"Base Metals , Gold ",Yamashita Resources Limited (100%),2014-09-22T01:00:00,89.0866,Exploration license,Active,
70,Active,2009-09-23T01:00:00,EL0508,Active EL Licenses,84,Square Kilometre,0,"Base Metals , Gold ",Oli Gold Muruli Limited (100%),2014-09-22T01:00:00,67.7875,Exploration license,Active,
71,Active,2009-10-08T01:00:00,EL0509,Active EL Licenses,85,Square Kilometre,0,"Base Metals , Gold ",Oryx Minerals Limited (100%),2014-10-07T01:00:00,19.2394,Exploration license,Active,
72,Active,2009-09-18T01:00:00,EL0510,Active EL Licenses,86,Square Kilometre,0,"Base Metals , Gold ",Uganda Mining Prospecting & Development Company Limited (100%),2014-09-17T01:00:00,35.1,Exploration license,Active,
73,Active,2009-09-18T01:00:00,EL0511,Active EL Licenses,87,Square Kilometre,0,"Base Metals , Gold ",Uganda Mining Prospecting & Development Company Limited (100%),2014-09-17T01:00:00,17.1,Exploration license,Active,
74,Active,2009-10-02T01:00:00,EL0517,Active EL Licenses,93,Square Kilometre,0,"Base Metals , Gold ",Simba Mines and Mineral Resources Limited (100%),2014-10-01T01:00:00,95.056,Exploration license,Active,
75,Pending Renewal,2009-10-08T01:00:00,EL0518,Active EL Licenses,94,Square Kilometre,0,"Base Metals , Gold ",Saba Saba Mining Limited (100%),2012-10-07T01:00:00,117.0,Exploration license,Active,
76,Pending Renewal,2009-10-08T01:00:00,EL0519,Active EL Licenses,95,Square Kilometre,0,"Base Metals , Gold ",Zamani Mining Limited (100%),2012-10-07T01:00:00,44.0,Exploration license,Active,
77,Pending Renewal,2009-10-12T01:00:00,EL0525,Active EL Licenses,100,Square Kilometre,0,"Base Metals , Gold ",Krishna Mining Limited (100%),2012-10-11T01:00:00,78.8,Exploration license,Active,
78,Active,2009-10-12T01:00:00,EL0529,Active EL Licenses,104,Square Kilometre,0,"Base Metals , Gold ",Krishna Mining Limited (100%),2012-10-11T01:00:00,6.5,Exploration license,Active,
79,Active,2009-11-02T00:00:00,EL0533,Active EL Licenses,108,Square Kilometre,0,"Base Metals , Gold , Tin ",Elegant Resources Limited (100%),2012-11-01T00:00:00,29.6,Exploration license,Active,
80,Active,2011-03-10T00:00:00,EL0729,Active EL Licenses,164,Square Kilometre,0,Iron Ore ,AVR Engineering & Infrastructure Limited (100%),2014-03-09T00:00:00,318.0,Exploration license,Active,
81,Active,2011-03-23T00:00:00,EL0731,Active EL Licenses,165,Square Kilometre,0,"Base Metals , Gold , PGM , Uranium ",Berkeley Reef Limited (100%),2014-03-22T00:00:00,225.0,Exploration license,Active,
82,Active,2011-03-22T00:00:00,EL0732,Active EL Licenses,166,Square Kilometre,0,"Base Metals , Gold , PGM , Uranium ",Berkeley Reef Limited (100%),2014-03-21T00:00:00,15.0,Exploration license,Active,
83,Active,2011-03-25T00:00:00,EL0735,Active EL Licenses,168,Square Kilometre,0,"Limestone , Marble ",Great Lakes Cement Limited (100%),2014-03-24T00:00:00,11.0,Exploration license,Active,
84,Pending Renewal,2011-03-23T00:00:00,EL0737,Active EL Licenses,170,Square Kilometre,0,"Base Metals , Coltan , Gold , Zircon ",Beta Minerals Limited (100%),2014-03-22T00:00:00,54.0,Exploration license,Active,
85,Pending Renewal,2011-03-23T00:00:00,EL0738,Active EL Licenses,171,Square Kilometre,0,"Base Metals , Coltan , Gold , Zircon ",Beta Minerals Limited (100%),2014-03-22T00:00:00,72.0,Exploration license,Active,
86,Pending Renewal,2011-03-23T00:00:00,EL0739,Active EL Licenses,172,Square Kilometre,0,"Base Metals , Gold ",Beta Minerals Limited (100%),2014-03-22T00:00:00,66.0,Exploration license,Active,
87,Pending Renewal,2011-03-23T00:00:00,EL0740,Active EL Licenses,173,Square Kilometre,0,"Base Metals , Gold ",Beta Minerals Limited (100%),2014-03-22T00:00:00,30.0,Exploration license,Active,
88,Active,2011-04-15T01:00:00,EL0760,Active EL Licenses,187,Square Kilometre,0,Bentonite ,Joyce Lucia Buringi (100%),2014-04-14T01:00:00,104.3,Exploration license,Active,
89,Active,2011-06-27T01:00:00,EL0772,Active EL Licenses,194,Square Kilometre,0,Geothermal ,Katwe Geothermal Power Project Limited (100%),2014-06-26T01:00:00,152.0,Exploration license,Active,
90,Active,2011-07-06T01:00:00,EL0774,Active EL Licenses,195,Square Kilometre,0,Iron Ore ,Geo Resources Limited (100%),2014-07-05T01:00:00,35.0,Exploration license,Active,
91,Active,2011-07-15T01:00:00,EL0777,Active EL Licenses,196,Square Kilometre,0,"Base Metals , Gold ",Pramukh Steel Limited (100%),2014-07-14T01:00:00,8.5,Exploration license,Active,
92,Active,2011-07-19T01:00:00,EL0786,Active EL Licenses,200,Square Kilometre,0,"Berrylium , Cobalt , Tin ",Euro Minerals Limited (100%),2014-07-18T01:00:00,21.5,Exploration license,Active,
93,Active,2011-07-25T01:00:00,EL0790,Active EL Licenses,201,Square Kilometre,0,"Base Metals , Gold ",Gold Hunters Limited (100%),2014-07-24T01:00:00,100.0,Exploration license,Active,
94,Active,2011-09-22T01:00:00,EL0854,Active EL Licenses,202,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,80.0,Exploration license,Active,
95,Active,2011-09-22T01:00:00,EL0855,Active EL Licenses,203,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,77.0,Exploration license,Active,
96,Active,2011-09-22T01:00:00,EL0856,Active EL Licenses,204,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,88.0,Exploration license,Active,
97,Active,2011-09-22T01:00:00,EL0857,Active EL Licenses,205,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,30.0,Exploration license,Active,
98,Active,2011-09-22T01:00:00,EL0858,Active EL Licenses,206,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,49.0,Exploration license,Active,
99,Active,2011-09-22T01:00:00,EL0859,Active EL Licenses,207,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,84.0,Exploration license,Active,
100,Active,2011-09-22T01:00:00,EL0860,Active EL Licenses,208,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,44.0,Exploration license,Active,
101,Active,2011-09-22T01:00:00,EL0861,Active EL Licenses,209,Square Kilometre,0,"Base Metals , Gold , PGM ",East African Mining Limited (100%),2014-09-21T01:00:00,70.0,Exploration license,Active,
102,Active,2013-06-13T01:00:00,EL1165,Active EL Licenses,210,Square Kilometre,0,"Base Metals , Gold , Limestone , Marble ",Dao Marble Limited (100%),2016-06-12T01:00:00,124.239,Exploration license,Active,
103,Active,2012-12-21T00:00:00,EL1059,Active EL Licenses,212,Square Kilometre,0,"Base Metals , Gold ",Rift Valley Investments Limited (100%),2015-12-20T00:00:00,90.0,Exploration license,Active,
104,Active,2010-05-25T01:00:00,EL0620,Active EL Licenses,213,Square Kilometre,0,Iron Ore ,Gulf Resources Limited (100%),2015-05-24T01:00:00,15.16,Exploration license,Active,
105,Active,2010-06-08T01:00:00,EL0622,Active EL Licenses,215,Square Kilometre,0,"Base Metals , Gold , Rare Earth Elements ",Esimo Industries Limited (100%),2013-06-07T01:00:00,63.0,Exploration license,Active,
106,Active,2010-06-17T01:00:00,EL0637,Active EL Licenses,230,Square Kilometre,0,"Base Metals , Gold ",Milu (U) Limited (100%),2015-06-16T01:00:00,34.145,Exploration license,Active,
107,Pending Renewal,2010-06-28T01:00:00,EL0649,Active EL Licenses,242,Square Kilometre,0,Gold ,Zhong Hua Exploration and Mineral Development Company Limited (100%),2013-06-27T01:00:00,101.75,Exploration license,Active,
108,Active,2010-06-18T01:00:00,EL0652,Active EL Licenses,245,Square Kilometre,0,"Base Metals , Gold , PGM , Uranium ",Hard Rock Engineering Limited (100%),2013-06-17T01:00:00,117.8,Exploration license,Active,
109,Active,2010-07-12T01:00:00,EL0653,Active EL Licenses,246,Square Kilometre,0,"Berrylium , Tin ",First Mining Company Limited (100%),2015-07-11T01:00:00,15.0,Exploration license,Active,
110,Active,2010-07-22T01:00:00,EL0665,Active EL Licenses,258,Square Kilometre,0,"Base Metals , Gold , PGM , Uranium ",AVR Engineering & Infrastructure Limited (100%),2013-07-21T01:00:00,130.0,Exploration license,Active,
111,Pending Renewal,2010-07-15T01:00:00,EL0666,Active EL Licenses,259,Square Kilometre,0,Vermiculite ,Gulf Resources Limited (100%),2013-07-14T01:00:00,1.1004,Exploration license,Active,
112,Active,2010-07-21T01:00:00,EL0667,Active EL Licenses,260,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements , Uranium ",Kweri Limited (100%),2015-07-20T01:00:00,96.279,Exploration license,Active,
113,Active,2010-07-30T01:00:00,EL0668,Active EL Licenses,261,Square Kilometre,0,"Base Metals , Gold ",Sunder Wallia Kaka (100%),2013-07-29T01:00:00,160.0,Exploration license,Active,
114,Active,2010-07-30T01:00:00,EL0669,Active EL Licenses,262,Square Kilometre,0,Gold ,Sunder Wallia Kaka (100%),2013-07-29T01:00:00,164.0,Exploration license,Active,
115,Active,2010-07-30T01:00:00,EL0670,Active EL Licenses,263,Square Kilometre,0,"Base Metals , Gold ",Sunder Wallia Kaka (100%),2013-07-29T01:00:00,4.2,Exploration license,Active,
116,Active,2010-07-30T01:00:00,EL0672,Active EL Licenses,265,Square Kilometre,0,"Base Metals , Gold ",Majoli Henry (100%),2015-07-29T01:00:00,120.0,Exploration license,Active,
117,Active,2010-08-18T01:00:00,EL0682,Active EL Licenses,274,Square Kilometre,0,"Berrylium , Cobalt , Rare Earth Elements , Tin ",Gids Consults Limited (100%),2015-08-17T01:00:00,53.9,Exploration license,Active,
118,Active,2010-08-23T01:00:00,EL0684,Active EL Licenses,276,Square Kilometre,0,"Base Metals , Gold ",Reef Gold Mining (U) Limited (100%),2013-08-22T01:00:00,4.6725,Exploration license,Active,
119,Pending Renewal,2010-09-16T01:00:00,EL0690,Active EL Licenses,281,Square Kilometre,0,Cassiterite ,Sunder Wallia Kaka (100%),2013-09-15T01:00:00,21.7,Exploration license,Active,
120,Active,2010-10-07T01:00:00,EL0692,Active EL Licenses,283,Square Kilometre,0,"Base Metals , Gold ",Gold Empire Limited (100%),2013-10-06T01:00:00,74.0,Exploration license,Active,
121,Active,2010-09-27T01:00:00,EL0693,Active EL Licenses,284,Square Kilometre,0,"Base Metals , Gold , PGM ",Mwendo Enterprises Ltd (100%),2015-09-26T01:00:00,112.8,Exploration license,Active,
122,Active,2010-09-27T01:00:00,EL0694,Active EL Licenses,285,Square Kilometre,0,"Base Metals , Gold , PGM ",Kito Resources Limited (100%),2013-09-26T01:00:00,335.2,Exploration license,Active,
123,Active,2010-10-07T01:00:00,EL0696,Active EL Licenses,287,Square Kilometre,0,Iron Ore ,Steel Rolling Mills Limited (100%),2015-10-06T01:00:00,95.85,Exploration license,Active,
124,Active,2010-10-15T01:00:00,EL0697,Active EL Licenses,288,Square Kilometre,0,"Base Metals , Gold , Tin ",SUN AND SAND MINES AND MINERALS LTD (100%),2013-10-14T01:00:00,20.3,Exploration license,Active,
125,Active,2010-11-15T00:00:00,EL0701,Active EL Licenses,290,Square Kilometre,0,"Bentonite , Industrial Minerals , Kaolin ",Joyce Lucia Burungi (100%),2013-11-14T00:00:00,20.0,Exploration license,Active,
126,Active,2010-11-29T00:00:00,EL0705,Active EL Licenses,293,Square Kilometre,0,Geothermal ,Cozumel Energy (U) Limited (100%),2015-11-28T00:00:00,407.9,Exploration license,Active,
127,Active,2012-03-13T00:00:00,EL0961,Active EL Licenses,315,Square Kilometre,0,"Base Metals , Gold ",Steven  Banya (100%),2015-03-12T00:00:00,36.8085,Exploration license,Active,
128,Active,2012-02-17T00:00:00,EL0942,Active EL Licenses,316,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements ",Samaj (U) Limited (100%),2015-02-16T00:00:00,324.0,Exploration license,Active,
129,Active,2012-02-17T00:00:00,EL0938,Active EL Licenses,317,Square Kilometre,0,"Base Metals , Gold , PGM ",Samaj (U) Limited (100%),2015-02-16T00:00:00,322.1025,Exploration license,Active,
130,Active,2012-02-17T00:00:00,EL0941,Active EL Licenses,318,Square Kilometre,0,"Base Metals , Gold , PGM ",Samaj (U) Limited (100%),2015-02-16T00:00:00,204.0,Exploration license,Active,
131,Active,2012-02-17T00:00:00,EL0939,Active EL Licenses,319,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements ",Samaj (U) Limited (100%),2015-02-16T00:00:00,351.0,Exploration license,Active,
132,Active,2012-03-19T00:00:00,EL0958,Active EL Licenses,320,Square Kilometre,0,"Base Metals , Gold ",Andrew Kabiito Rubuubi (100%),2015-03-18T00:00:00,15.0,Exploration license,Active,
133,Active,2012-02-17T00:00:00,EL0940,Active EL Licenses,322,Square Kilometre,0,"Base Metals , Gold , PGM , Rare Earth Elements ",Samaj (U) Limited (100%),2015-02-16T00:00:00,358.915,Exploration license,Active,
134,Active,2012-03-20T00:00:00,EL0962,Active EL Licenses,323,Square Kilometre,0,"Base Metals , Gold ",Royalco Resources Limited (100%),2015-03-19T00:00:00,241.6417,Exploration license,Active,
135,Active,2012-01-05T00:00:00,EL0924,Active EL Licenses,325,Square Kilometre,0,"Base Metals , Gold ",Mines Industry Services (U) Limited (100%),2015-01-04T00:00:00,22.067,Exploration license,Active,
136,Active,2012-01-11T00:00:00,EL0916,Active EL Licenses,326,Square Kilometre,0,"Base Metals , Gold ",Aerial Resources Limited (100%),2015-01-10T00:00:00,110.1763,Exploration license,Active,
137,Active,2013-02-27T00:00:00,EL1089,Active EL Licenses,327,Square Kilometre,0,Gold ,AUC Mining (U) Limited (100%),2016-02-26T00:00:00,201.7925,Exploration license,Active,
138,Active,2012-03-19T00:00:00,EL0957,Active EL Licenses,328,Square Kilometre,0,"Base Metals , Gold , PGM ",Andrew Kabiito Rubuubi (100%),2015-03-18T00:00:00,60.0,Exploration license,Active,
