id,dtegranted,code,objectid,applno,parties,typegroup,group4,dtepegged,group3,group2,commoditiescd,archived,renewal,areaunit,group5,acccode,comments,interest,type,statusgrp,status,guidshape,typecode,mapref,guidlicense,part,dteexpires,areavalue,dterenewal,jurisdic,respoffice,name,guidpart,region,oldcode,commodities,group1,dteapplied
218,2006-09-29T01:00:00,5270,58203,5270,MINING AND PROCESSING CONGO (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,07978f36-d771-4233-9a37-ef35a14d4392,PR (AS),"Congo, DRC; Maniema; Maniema; Lubutu; Nord Kivu; Nord Kivu; Walikale; S2/27",4129d974-304f-454f-a48b-f257836cd84b,Part 1,2011-09-28T01:00:00,440,,R.D. Congo,,,33f9382c-8427-4c5e-91fb-fe506267e42c,Nord Kivu,,,,2006-07-28T01:00:00
219,2010-01-11T00:00:00,11683,58205,KIN/20091021/102000,GICC SPRL (100%),Recherches,,,,,,,0,Carré,,,sur instruction du DT/T,,Permis de Recherches (AS),Active,A déchoir pour non paiement,2d6db7b5-39cb-4d8a-899a-ef585b177dfb,PR (AS),"Congo, DRC; Katanga; Tanganyika; Manono; S7/26",55af9dcc-db53-4441-b40c-f8238943c146,Part 1,2015-01-10T00:00:00,180,,R.D. Congo,KIN,,a67e5f16-4991-4ca8-8c65-b1c30dd3274a,Katanga,,,,2009-10-21T11:20:00
220,2011-05-22T01:00:00,1711,58209,,ANVIL MINING CONGO Sarl (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,8fa90e8e-6c45-4943-ae40-0c71f2608a36,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kasenga, Pweto; S10/27, S10/28",6df97209-378e-40f7-a38c-144f247494f8,Part 1,2016-05-21T01:00:00,471,,R.D. Congo,KIN,,9d47684e-f428-48e3-8070-37938fd872cb,Katanga,AXI/KT,,,1900-01-01T00:00:00
221,2008-10-24T01:00:00,1403,58213,1403,LONCOR RESOURCES CONGO Sprl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,d0c1b1e1-9ea2-4944-bbee-0cc30b53a6a7,PR (AS),"Congo, DRC; Nord Kivu; Nord Kivu; Lubero, Walikale; S1/28",062f0608-e8f0-4c54-aad8-77d784f9449b,Part 1,2012-10-10T01:00:00,460,,R.D. Congo,KIN,,da30221f-4549-432a-a742-6e792749bbef,Nord Kivu,,,,2003-07-15T01:00:00
222,2010-05-27T01:00:00,11882,58222, 11882,SOCIETE MINIERE DE BAKWANGA ''MIBA'' (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,fd794976-4f5b-4170-9dfa-b39d87f048b4,PR (AS),"Congo, DRC; Kasai Occidental; Lulua; Kazumba, Luiza; S8/21",fba8bde6-c24b-429b-a08b-ee6aba352b62,Part 1,2015-05-26T01:00:00,466,,R.D. Congo,KIN,,6f5db7db-1bd7-4989-aa3c-c47c130d5098,Kasai Occidental,,,,2010-01-20T09:00:25
223,2011-05-22T01:00:00,1710,58235,,ANVIL MINING CONGO Sarl (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,f6cd3425-7766-4cd4-8b76-0e5e95bf23ed,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kasenga, Pweto; S10/28",442d0f9c-5ac2-4b51-8726-3fd906a24ed2,Part 1,2016-05-21T01:00:00,471,,R.D. Congo,KIN,,1bb3b01b-cd74-4694-b80e-1cfa5f0c372c,Katanga,AXI/KT,,,1900-01-01T00:00:00
224,2011-10-10T01:00:00,3624,58236,3624,"LA GENERALE DES MINES , D'AGRICULTURE ET DU COMMERCE (100%)",Recherches,,,,,,,0,Carré,,0,,,Permis de Recherches (AS),Active,Actif-Transformation PR en PEPM,613ffa8b-a2e5-43ab-8e1d-0e621d775ce3,PR (AS),"Congo, DRC; Nord Kivu; Nord Kivu; Walikale; S1/27",001f2967-701e-48e1-b784-68d393eb12e3,Part 1,2014-11-03T00:00:00,1,,R.D. Congo,,,39cc4a95-485a-44fc-a67b-a5a499f5ddac,Nord Kivu,,,,2005-04-12T01:00:00
225,2009-04-13T01:00:00,2179,58238,2179,VIRJI SHIRAZ (100%),Recherches,,,,,,,0,Carré,,,Avis Cadastral favorable (23 mars 2004),,Permis de Recherches (AS),Active,Actif-En Renouvellement,7ff911c0-aa5c-4afc-b214-0e6c2cd4bf3b,PR (AS),"Congo, DRC; Katanga; Kolwezi; S11/24",905b2561-bbc3-4ee2-abca-844816909d62,Part 1,2014-04-12T01:00:00,115,,R.D. Congo,KIN,,4d27e1c4-fef8-446b-8479-6b8e4d1f8362,Katanga,,,,2003-12-19T00:00:00
226,2010-01-06T00:00:00,11655,58239,KIN/20091005/101500,DOKOLO NDONA (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,0c938c2e-9564-4b2e-9967-0e6f7e2134cc,PR (AS),"Congo, DRC; N4/23, Province Orientale; Bas-Uele; Bondo",4e66c070-fa84-4af8-99d4-ee9a0548c1a6,Part 1,2015-01-05T00:00:00,13,,R.D. Congo,KIN,,b8a13f41-6c1d-49a6-a35a-b9805f635851,Province Orientale,,,,2009-10-05T11:15:00
227,2011-03-18T00:00:00,12239,58241, KIN/20100927/140301,PISTIS MINING CORPORATION (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,a6e38e20-f7ac-414b-9a1f-900a5a1c15f8,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kasenga; S11/28",47e6f73b-cb36-4600-84f6-00448218dee9,Part 1,2016-03-17T00:00:00,7,,R.D. Congo,KIN,,34b0b082-0ae4-447d-be19-1ad45da18d41,Katanga,,,,2010-09-27T15:03:01
228,2007-02-05T00:00:00,1572,58245,1572,BANRO CONGO MINING Sarl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,6bfa04cc-b521-4689-a011-0f06c47a137d,PR (AS),"Congo, DRC; S3/28, Sud Kivu; Sud Kivu; Kabare, Mwenga, Shabunda",12bce584-a12d-4dba-9cb8-296c96d95454,Part 1,2012-02-04T00:00:00,213,,R.D. Congo,KIN,,20698c59-1699-4d84-9cdf-8db19db34646,Sud Kivu,,,,2003-09-24T01:00:00
229,2004-06-08T01:00:00,2585,58254,2585,OSIFAL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,5350dc1d-04d8-4cd8-98c5-0fc8b8235274,PR (AS),"Congo, DRC; Kasai Occidental; Kasai; S7/20",24a413c5-5b02-4e31-b6ab-cf019402655b,Part 1,2009-06-07T01:00:00,471,,R.D. Congo,KIN,,052e4010-bb36-4a47-b998-37e2a1e6629b,Kasai Occidental,,,,2004-03-12T00:00:00
230,2007-05-09T01:00:00,7507,58255,7507,Sanzetta Investments (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,fd7e91f7-e2c6-4e5f-9db1-0fc9c2e3ae87,PR (AS),"Congo, DRC; N3/28, Province Orientale; Haut-Uele; Dungu",ae888c9c-32b0-4da6-82bd-3545bf7c51e4,Part 1,2012-05-08T01:00:00,24,,R.D. Congo,,,e0dfbcaf-2d26-4c2b-b89b-f735970ea974,Province Orientale,,,,2007-02-16T00:00:00
231,2005-08-11T01:00:00,2674,58258,2674,AMENAGEMENT DES SITES MINIERS AURIFERES Sprl (100%),Recherches,,,,,,,0,Carré,,,"A radier car sans validité.
Notification de l'expiration au Titulaire.Réf.CAMI/DG/3415/2012 du 05/11/2012.
Observation:Néant.
DT/R_Mawete,le26/02/2013.",,Permis de Recherches (AS),Active,Actif-En Renouvellement,38bfcf0b-9a80-4033-b39a-102056675a32,PR (AS),"Congo, DRC; Katanga; Lualaba; Sandoa; S10/23",ba86d7db-3e3d-4a52-8f96-dc2ca2e77253,Part 1,2010-08-10T01:00:00,185,,R.D. Congo,KIN,,2ace5f93-4b60-4f9f-867c-a3b8a0c503b9,Katanga,,,,2005-04-01T01:00:00
232,2010-05-28T01:00:00,11883,58260, 11883,SOCIETE MINIERE DE BAKWANGA ''MIBA'' (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,8f4364f5-a886-4b8e-abec-df2619781471,PR (AS),"Congo, DRC; Kasai Occidental; Lulua; Luiza; S8/21",1de565fd-32fb-4abc-98d6-23affd525db6,Part 1,2015-05-27T01:00:00,464,,R.D. Congo,KIN,,530f16a1-3d0f-435d-bf83-920465564355,Kasai Occidental,,,,2010-01-20T09:00:25
233,2006-07-28T01:00:00,5236,58267,5236,SOCIETE MINIERE DU KATANGA (100%),Recherches,,,,,,,0,Carré,,, - TITRE VENANT DE LA CESSION DU TITRE 1884,,Permis de Recherches (AS),Active,Actif-Transformation PR en PE,3016bd52-a91f-4390-9761-107f838c2e5d,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kasenga; S12/27",58adbf1c-be91-4937-a001-e371014565c0,Part 1,2011-07-27T01:00:00,30,,R.D. Congo,KIN,,456a8828-8b7e-4580-831e-ae2153f4b992,Katanga,,,,2006-05-28T01:00:00
234,2009-04-13T01:00:00,2192,58288,2192,VIRJI SHIRAZ (100%),Recherches,,,,,,,1,Carré,,,"Avis Cadastral favorable (23 mars 2004)
Note: Annulation de la ZRG00178 attribuée à la nouvelle demande de PR 12106.
Notification DG_06/07/2010
Commission Assainissement: Droit minier en renouvellement depuis 2009
Admin_12/04/2011",,Permis de Recherches (AS),Active,Actif-En cours de Transformation Partielle,f2d285b3-74f2-45b7-a68f-94bb11eae710,PR (AS),"Congo, DRC; Katanga; Haut-Lomami; Malemba-Nkulu; S8/27",323bd3e3-6c03-423a-b3ed-ddd77a9424e8,Part 1,2014-04-12T01:00:00,151,,R.D. Congo,KIN,,ea96a42d-2ece-4285-9bd8-f4c004bce1e8,Katanga,,,,2003-12-26T00:00:00
235,2005-07-15T01:00:00,3556,58297,3556,KUMPALA DIAMOND RESOURCES DRC SARL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-Transformation PR en PE,86b20292-e65c-4f7c-8340-954cef855579,PR (AS),"Congo, DRC; Kasai Occidental; Kasai; S7/21",d5a773cb-a7b1-4c64-bbbd-6a1c75853c11,Part 1,2010-07-14T01:00:00,12,,R.D. Congo,KIN,,45c81b6d-a32e-4a7a-ab0c-6d7760e205d9,Kasai Occidental,,,,2005-04-11T01:00:00
236,2006-09-29T01:00:00,5266,58335,5266,MINING AND PROCESSING CONGO (100%),Recherches,,,,,,,0,Carré,,,"Inscription de la  prorogation de la durée de validité:29/09/2011 au 23/11/214
Archivage Electronique:11/12/2013",,Permis de Recherches (AS),Active,Actif-En cours de Transformation Partielle,4ef38adb-c486-45aa-a88d-978dc2240d40,PR (AS),"Congo, DRC; Nord Kivu; Nord Kivu; Walikale; S2/27",8a290508-4955-45c1-ad83-0fac38e960bc,Partie 1,2014-11-23T00:00:00,170,,R.D. Congo,,,5bf376c2-deb6-4dcd-9d09-9c6d7ca83a04,Nord Kivu,,,,2006-07-28T01:00:00
237,2006-10-02T01:00:00,6207,58394,6207,"SOCIETE COMMERCIALE LA MINIERE DE KISENGE ""MANGANESE"" SARL (100%)",Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,37311d07-f34f-4cd4-9e43-3196af1e139f,PR (AS),"Congo, DRC; Katanga; Lualaba; Sandoa; S10/22",960141f3-d75d-408e-b705-f39cf6baf250,Part 1,2011-10-01T01:00:00,400,,R.D. Congo,KIN,,8f560715-0fa1-4510-a0bf-bba8085b5a29,Katanga,,,,2006-08-08T01:00:00
238,2008-10-24T01:00:00,1387,58405,1387,LONCOR RESOURCES CONGO Sprl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,9eaae48d-c00f-4fb3-aef7-326b5d301bca,PR (AS),"Congo, DRC; N0/28, Nord Kivu; Nord Kivu; Beni, Lubero",53ba9206-b272-44c7-9439-e744294ea5c5,Part 1,2012-10-10T01:00:00,160,,R.D. Congo,KIN,,11fcc0f8-2daa-44ed-8be6-3889257a3dcd,Nord Kivu,,,,2003-07-15T01:00:00
239,2010-05-28T01:00:00,11894,58423, 11894,SOCIETE MINIERE DE BAKWANGA ''MIBA'' (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,825fd30f-b3c9-404d-81d1-729fd7c04bdb,PR (AS),"Congo, DRC; Kasai Occidental; Lulua; Luiza; S8/22",9593666a-7c29-45d2-bf9f-2c3da44dc526,Part 1,2015-05-27T01:00:00,460,,R.D. Congo,KIN,,64d9ae6d-274a-4c99-8692-2990c01133b2,Kasai Occidental,,,,2010-01-20T09:00:36
240,2013-11-11T00:00:00,710,58438,684,IVANPLATS DRC EXPLORATION SPRL (100%),Recherches,,,,,,,2,Carré,,,,,Permis de Recherches (AS),Active,Actif,44a7fa21-e103-42d7-9573-35fbc4af362c,PR (AS),"Congo, DRC; Katanga; Kolwezi; Lubudi, Mutshatsha; S11/25",4114dead-b6e3-43be-add1-800a9a28b496,Part 1,2018-11-10T00:00:00,214,,R.D. Congo,KIN,,f81de3a6-18ed-4e73-a323-877c50878e8d,Katanga,,,,2003-05-19T01:00:00
241,2007-07-26T01:00:00,8135,58444,8135,SA DRC Mining (100%),Recherches,,,,,,,0,Carré,,,"Droit déchu et en fin de validité. Titre à radier
Admin_03/04/2013",,Permis de Recherches (AS),Active,Actif-Report de Déchéance,629a7ad1-5a39-47a4-a600-367f6baea2d2,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Mitwaba; S10/27",b3ff8161-5205-49eb-bea1-e9298a8cf97e,Part 1,2012-07-25T01:00:00,58,,R.D. Congo,,,6f0929b9-b260-4547-b836-f98e1406e9d2,Katanga,,,,2007-05-02T01:00:00
242,2006-08-11T01:00:00,5227,58474,5227,MINING MINERAL RESOURCES SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En cours de Transformation Partielle,e907ad3e-37e2-402b-a2a8-50eceac184e8,PR (AS),"Congo, DRC; Katanga; Haut-Lomami; Malemba-Nkulu; S8/26",c3910054-5f25-4992-97c8-41f69ee02f20,Part 1,2011-08-10T01:00:00,59,,R.D. Congo,KIN,,77dcd6b1-ea03-4529-83ab-7533f2e76160,Katanga,,,,2006-06-09T01:00:00
243,2007-05-09T01:00:00,7509,58476,7509,Sanzetta Investments (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,23e6cd20-ead1-4a31-a9f0-50f20439350a,PR (AS),"Congo, DRC; N3/29, Province Orientale; Haut-Uele; Dungu, Watsa",991ab042-30ba-45df-a099-e6031a178626,Part 1,2012-05-08T01:00:00,21,,R.D. Congo,KIN,,d457d383-416a-479a-95b2-0ebb7cb60efe,Province Orientale,,,,2007-02-16T00:00:00
244,2008-10-24T01:00:00,1391,58482,1391,LONCOR RESOURCES CONGO Sprl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,379aa8c7-91a1-49b2-9048-516cc99c89fe,PR (AS),"Congo, DRC; N0/29, Nord Kivu; Nord Kivu; Lubero; S1/29",1d6b9bb4-8328-49ba-929b-592fd177d4d8,Part 1,2012-10-10T01:00:00,189,,R.D. Congo,KIN,,78696bce-7f92-4912-b334-228d9eb74038,Nord Kivu,,,,2003-07-15T01:00:00
245,2003-10-14T01:00:00,1163,58536,1163,ACACIA Sprl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,f512aaf5-9152-4abf-ac39-543d6655711e,PR (AS),"Congo, DRC; Bandundu; Kwango; Kahemba; S8/18",4ef8037c-f98f-4459-beca-f26b863bc71c,Part 1,2008-10-13T01:00:00,428,,R.D. Congo,KIN,,3cae4609-9d50-4890-84d5-ac5ddae9f240,Bandundu,,,,2003-06-26T01:00:00
246,2009-03-10T00:00:00,1721,58537,1721,BANRO CONGO MINING Sarl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,73f2a7b8-e969-4176-949c-543fefdec452,PR (AS),"Congo, DRC; N0/29, Nord Kivu; Nord Kivu; Beni",cace7776-1fc9-42e2-8ee9-cd58b3ab180c,Part 1,2013-12-27T00:00:00,30,,R.D. Congo,KIN,,419c8683-acc4-4291-8733-161f921447ec,Nord Kivu,,,,2003-10-17T01:00:00
247,2008-12-02T00:00:00,10196,58561,KIN/20080714/091012,MINING MINERAL RESOURCES SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,cf701944-9326-42d4-8738-752f38b88196,PR (AS),"Congo, DRC; Katanga; Tanganyika; Kalemie, Nyunzu; S7/28",84c242c5-b095-4123-83be-87d2968c8b06,Part 1,2013-12-01T00:00:00,157,,R.D. Congo,,MAYIBARIDI,a263502b-dd49-4fb3-9816-f03b2c310c91,Katanga,,,,2008-07-14T10:10:12
248,2009-04-08T01:00:00,10967,58572,KIN/20081013/090006,TIDIANE KONE & FREDERICK SPRL (100%),Recherches,,,,,,,0,Carré,,,Sur instruction du DT/T,,Permis de Recherches (AS),Active,Actif-Transformation PR en PEPM,51d50357-f35e-4ad7-84de-75c0aca4df11,PR (AS),"Congo, DRC; Maniema; Maniema; Kabambare, Kasongo; S5/27",38d867ae-6531-4c71-b0dd-9d72960e5e79,Part 1,2014-04-07T01:00:00,65,,R.D. Congo,KIN,,c9a5c56a-3749-466e-8a9b-a86aec8ce0b4,Maniema,,,,2008-10-13T10:00:06
249,2011-05-22T01:00:00,1705,58576,,ANVIL MINING CONGO Sarl (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,0cc8a9c2-a14e-4449-a52c-763e135fc251,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Pweto; S9/28",e579d56d-3a59-433a-8c5f-997615ad3405,Part 1,2016-05-21T01:00:00,280,,R.D. Congo,KIN,,863f00ac-3beb-450d-a78f-1c66c32d13e6,Katanga,AXI/KT,,,1900-01-01T00:00:00
250,2005-11-30T00:00:00,4690,58582,4690,WALNI MINERAL COMPANY SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-Transformation PR en PE,cee43436-1cbb-4a0c-800f-76aa2e1adcfd,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kasenga; Kolwezi; Lubudi; S11/27",47a39a9b-6ded-4b47-acf6-c4a4f83d1e47,Part 1,2010-11-29T00:00:00,43,,R.D. Congo,KIN,,aab28b08-eb7d-4df3-8154-e0638805d902,Katanga,,,,2005-09-15T01:00:00
251,2006-10-11T01:00:00,5290,58587,5290,SOCIETE D'EXPLOITATION MINIERES (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En cours de Transformation Partielle,15725a41-16a7-4786-85af-772cadd1056b,PR (AS),"Congo, DRC; Katanga; Haut-Lomami; Malemba-Nkulu; Tanganyika; Manono; S8/26",bc529550-e3d6-4416-8707-0ae0644e7219,Part 1,2011-10-10T01:00:00,153,,R.D. Congo,KIN,,fc1a3e35-5b65-4401-94eb-5dbf3826ea12,Katanga,,,,2006-07-28T01:00:00
252,2012-07-13T01:00:00,7297,58598,7297,AKOMA MINERALS DRC SPRL (100%),Recherches,,,,,,,0,Carré,,,"Inscription de la prorogation de la durée de validité du permis de recherches
13/07/2012 au 03/03/2017
Archivage Electronique:28/01/2013

Sur instruction du DT/T
Statut : à déchoir pour non paiement
08/11/2013",,Permis de Recherches (AS),Active,A déchoir pour non paiement,2112ea58-5c3b-4129-ab4d-7865121407e5,PR (AS),"Congo, DRC; S3/28, Sud Kivu; Sud Kivu; Kabare, Walungu",258c5d86-1797-4a2d-808f-9ff835714f86,Part 1,2017-03-03T00:00:00,210,,R.D. Congo,KIN,,ec2743bb-f4cc-436f-876b-74133c1866e2,Sud Kivu,,,,2007-02-07T00:00:00
253,2006-10-10T01:00:00,2800,58620,2800,MASTERS (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-Levée de Force Majeure,4be7d591-03a6-4aa1-a6a7-797ea618faf6,PR (AS),"Congo, DRC; N3/26, Province Orientale; Bas-Uele; Poko",df9911a9-7db3-49ef-a46a-97d44e22196f,Part 1,2012-11-08T00:00:00,220,,R.D. Congo,KIN,,8b58bfd6-97c2-4ef2-a3a7-a460ace4fdce,Province Orientale,,,,2005-04-04T01:00:00
254,2011-06-12T01:00:00,5150,58627,5150,KAMBOVE OPERATING MINING Sprl (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Renouvellement Octroi,25000dfd-015c-46cf-be7c-79e509ea1338,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kipushi; S12/27",826e5d28-2676-4cac-8bb6-d74ccbdbae31,Part 1,2016-06-11T01:00:00,38,,R.D. Congo,KIN,,ee3155bd-38f2-46b0-9c7c-ddbeb3aeb61b,Katanga,,,,2006-04-13T01:00:00
255,2013-10-05T01:00:00,8822,58632,8822,ETMCO SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-Transformation PR en PE,9870844f-e103-458f-b00d-7a8080180d97,PR (AS),"Congo, DRC; Maniema; Maniema; Punia; S2/26",71b6407a-3235-4db9-8a2c-7970cc5d0300,Part 1,2014-06-28T01:00:00,295,,R.D. Congo,KIN,,1589bd08-8a27-4e9d-a5de-af5fd2329cb0,Maniema,,,,2007-07-30T01:00:00
256,2007-11-23T00:00:00,8708,58652,8708,SHAMIKA CONGO KALEHE (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,a21b3412-8aff-4d20-aba1-d2ee97ce3b9c,PR (AS),"Congo, DRC; S3/27, Sud Kivu; Sud Kivu; Shabunda",36ec6aef-e9e0-44ee-86eb-72260cd8c746,Part 1,2012-11-22T00:00:00,1,,R.D. Congo,KIN,,6257784d-753e-4e44-8954-a0fe96b71212,Sud Kivu,,,,2007-07-11T01:00:00
257,2010-11-03T00:00:00,4582,58670,4582,E29 RESSOURCES (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Droit Déchu,e500377f-f891-4291-997e-d45da10b4b19,PR (AS),"Congo, DRC; Katanga; Tanganyika; Manono; S8/27",4353cbfb-d0c2-45f9-8b4d-79fc78a0915c,Part 1,2015-11-02T00:00:00,200,,R.D. Congo,KIN,,8a7db4de-ace8-4cd2-b34c-48507d9c4d0b,Katanga,,,,2005-08-19T01:00:00
258,2010-11-03T00:00:00,4585,58676,4585,E29 RESSOURCES (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Actif,94cdd6fc-661c-414a-adbd-d4b036ab0703,PR (AS),"Congo, DRC; Katanga; Haut-Lomami; Malemba-Nkulu; S9/27",41528957-2b15-41d2-a4f7-d8ca2359480a,Part 1,2015-11-02T00:00:00,120,,R.D. Congo,KIN,,94011fcf-db2c-4aac-bf76-855038aa647c,Katanga,,,,2005-08-19T01:00:00
259,2006-10-02T01:00:00,6229,58689,6229,"SOCIETE COMMERCIALE LA MINIERE DE KISENGE ""MANGANESE"" SARL (100%)",Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,a39cced3-a32d-4957-b8f3-d5e5e10a70db,PR (AS),"Congo, DRC; Katanga; Lualaba; Dilolo; S11/22",ae51c8e6-7990-43e8-a52c-cb3ba6bb6055,Part 1,2011-10-01T01:00:00,153,,R.D. Congo,KIN,,ae73a641-932a-4b2e-8ba6-02b187cbc008,Katanga,,,,2006-08-08T01:00:00
260,2005-11-21T00:00:00,4687,58695,4687,WALNI MINERAL COMPANY SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,a75331f6-1ebe-4f0c-9b28-d6834c14637c,PR (AS),"Congo, DRC; Katanga; Lualaba; Sandoa; S10/21",9e40e9ba-bd0a-49c0-b964-951ce6f3d7f2,Part 1,2010-11-20T00:00:00,400,,R.D. Congo,KIN,,6c6d9b46-049c-4f66-9f42-bf3d53bc627a,Katanga,,,,2005-09-15T01:00:00
261,2007-07-01T01:00:00,7707,58704,7707,ADVANCED MINERALS DRC SPRL (100%),Recherches,,,,,,,0,Carré,,,"Droit déchu et en fin de validité. Titre à radier
Admin_03/04/2013

Titre ayant expiré sans Renouvellement ni transformation.
Admin_30/04/2013

Prorogation de validité au 24/06/2014; cfr ârrêté n°0213/CAB.MIN/MINES/01/2013 du 11/05/2013
Admin_",,Permis de Recherches (AS),Active,Actif-Transformation PR en PE,dbee0bf8-a1c6-4091-87ee-d732e00f0360,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kasenga, Kipushi; S11/28",6c38924e-836b-44a5-b5bc-9befc5f16595,Part 1,2014-06-24T01:00:00,6,,R.D. Congo,,,30e981c2-eb62-4ad1-a0d1-7eeb9607d26b,Katanga,,,,2007-03-09T00:00:00
262,2004-06-08T01:00:00,2563,58726,2563,OSIFAL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,a05008ad-707f-4e2d-9085-d8a0663547a4,PR (AS),"Congo, DRC; Kasai Occidental; Lulua; Dimbelenge; Kasai Oriental; Sankuru; Lusambo; S5/23",dd85c034-666c-4f4d-9668-fa303aa0c2a0,Part 1,2009-06-07T01:00:00,468,,R.D. Congo,KIN,,d270562c-9aa8-44f5-b781-d77f91b9c026,Kasai Occidental,,,,2004-03-12T00:00:00
263,2007-10-22T01:00:00,8664,58727,8664,PROXMIN (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,fe3c9e47-21bf-4f83-bfbc-d8a41acede9d,PR (AS),"Congo, DRC; Maniema; Maniema; Punia; Nord Kivu; Nord Kivu; Walikale; S2/27",81208fb3-b6a2-4411-bcf9-4045be683937,Part 1,2012-10-21T01:00:00,183,,R.D. Congo,KIN,,191be3c5-6221-46dd-8492-d996cc578548,Nord Kivu,,,,2007-07-03T01:00:00
264,2011-05-22T01:00:00,1686,58737,,ANVIL MINING CONGO Sarl (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,d3be6fbd-218d-4411-8a03-b4a80abeb988,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Pweto; S8/29, S9/29",6422870b-e797-41e3-95bf-29c7b714e1e1,Part 1,2016-05-21T01:00:00,471,,R.D. Congo,KIN,,ea58952e-23d8-4591-a16c-3ce875a6d541,Katanga,AXI/KT,,,1900-01-01T00:00:00
265,2005-08-25T01:00:00,4296,58739,4296,WALNI MINERAL COMPANY SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-Transformation PR en PE,be1c8e83-854a-4ad9-a7ba-b4c82a619480,PR (AS),"Congo, DRC; Katanga; Tanganyika; Manono; S8/27",7fd46ef2-f909-4cf1-8898-261100e73590,Part 1,2010-08-24T01:00:00,471,,R.D. Congo,KIN,,07f641b9-254a-4736-a835-e5204e484544,Katanga,,,,2005-06-20T01:00:00
