id,dtegranted,code,objectid,applno,parties,typegroup,group4,dtepegged,group3,group2,commoditiescd,archived,renewal,areaunit,group5,acccode,comments,interest,type,statusgrp,status,guidshape,typecode,mapref,guidlicense,part,dteexpires,areavalue,dterenewal,jurisdic,respoffice,name,guidpart,region,oldcode,commodities,group1,dteapplied
1,2008-10-29T00:00:00,9781,55934,KIN/20080707/150028,HAULCO HAULING COMPANY (100%),Recherches,,,,,,,,Carré,,,,,Permis de Recherches (AS),Active,Demande PE Approuvée,ee956c00-762a-4bb0-aaa9-b54bc0698f71,PR (AS),"Congo, DRC; Katanga; Tanganyika; Kalemie, Nyunzu; S7/28",46dae4f3-dacf-47f8-b344-3df81c0b3e49,Part 1,2013-10-28T00:00:00,120,,R.D. Congo,,,6e8c13b7-bac9-48bd-8e83-85b3319f3a6d,Katanga,,,,2008-07-07T01:00:00
2,2007-05-09T01:00:00,7512,55942,7512,Sanzetta Investments (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,65616e84-d0c1-479e-aa82-c615b48becf8,PR (AS),"Congo, DRC; N3/29, Province Orientale; Haut-Uele",a580701b-0b42-4c6b-b95b-1e031ff567cd,Part 1,2012-05-08T01:00:00,151,,R.D. Congo,,,c5980ea1-947a-4089-9b4b-b2caf94140ee,Province Orientale,,,,2007-02-16T00:00:00
3,2009-03-10T00:00:00,1716,56000,1716,BANRO CONGO MINING Sarl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,e81a55e5-d87a-4b91-b876-dcb37a31584d,PR (AS),"Congo, DRC; N0/28, Nord Kivu; Nord Kivu; Lubero",01fc84e2-6edf-41b2-b577-5b3c2e83f8ec,Part 1,2013-12-27T00:00:00,460,,R.D. Congo,KIN,,c4c40bae-6738-4686-8699-adce20eea80a,Nord Kivu,,,,2003-10-17T01:00:00
4,2006-10-10T01:00:00,2636,56004,2636,MASTERS (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,13522020-6684-4b6a-9327-f4aa42825433,PR (AS),"Congo, DRC; N0/28, Province Orientale; Ituri; Mambasa",4cd71f46-5ab3-410b-805f-762e2d84a40c,Part 1,2011-10-09T01:00:00,200,,R.D. Congo,KIN,,a475c0ae-368b-4ed8-8b11-092c2d7916e0,Province Orientale,,,,2005-04-01T01:00:00
5,2012-03-08T00:00:00,12717,56021, KIN/20110905/130000,LA MINIERE DU CONGO (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,b80bb37b-92a1-4f25-8704-01f639a02b73,PR (AS),"Congo, DRC; Katanga; Kolwezi; Lubudi; S11/25",e1ff7f8e-560e-48dd-ad63-42c5fc3618bf,Part 1,2017-03-07T00:00:00,50,,R.D. Congo,KIN,,c10aeafc-9c2f-4a75-8ed6-b332f1069b6e,Katanga,,,,2011-09-05T14:00:00
6,2012-03-08T00:00:00,12718,56022, KIN/20110905/130100,LA MINIERE DU CONGO (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,b077294f-3ce8-477e-835b-fe3b7b67a7d9,PR (AS),"Congo, DRC; Katanga; Kolwezi; S11/25",9aec64cb-ce18-4e7b-b90e-5f2023bff243,Part 1,2017-03-07T00:00:00,6,,R.D. Congo,KIN,,862da23e-4501-40f5-be3c-3197569dc6c8,Katanga,,,,2011-09-05T14:01:00
7,2012-03-08T00:00:00,12719,56023, KIN/20110905/130200,LA MINIERE DU CONGO (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,50d715fd-4126-4da7-9d82-3aebccac3c4b,PR (AS),"Congo, DRC; Katanga; Kolwezi; S11/25",79388b20-d356-4f53-877c-260f366cdfd5,Part 1,2017-03-07T00:00:00,72,,R.D. Congo,KIN,,354b9f67-c87a-410c-acab-708f427c745d,Katanga,,,,2011-09-05T14:02:00
8,2012-04-20T01:00:00,12720,56025, KIN/20110905/130500,Albert KAMPANGWE M. KALOBWA (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,f2d9a8d8-91ba-4109-9df8-1087dad459fa,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Pweto; S9/28",4068d6ee-549d-443e-bbc4-d065827cc619,Part 1,2017-04-19T01:00:00,470,,R.D. Congo,KIN,,14ef67fe-bd5d-4405-b446-6a2557ea37c6,Katanga,,,,2011-09-05T14:05:00
9,2012-04-20T01:00:00,12724,56026, KIN/20110905/131400,SOCIETE AMIBOD IMPORT-EXPORT (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,f71be7f4-3e90-472d-b0d6-4b2034d725b6,PR (AS),"Congo, DRC; Katanga; Kolwezi; Lubudi; S11/25",d27bf5f0-60ca-4566-be0a-4721af2f3d2b,Part 1,2017-04-19T01:00:00,227,,R.D. Congo,KIN,,c337e9b5-167c-400e-9914-733734a1e37b,Katanga,,,,2011-09-05T14:14:00
10,2012-04-20T01:00:00,12725,56027, KIN/20110905/131500,SOCIETE AMIBOD IMPORT-EXPORT (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,ce129e54-7b7d-478b-97e9-edeaa67a1430,PR (AS),"Congo, DRC; Katanga; Haut-Lomami; Kamina; Kolwezi; Lubudi; S10/25",1aeb9256-48a7-40e9-8bd4-38aab409e80b,Part 1,2017-04-19T01:00:00,392,,R.D. Congo,KIN,,a39e3785-a821-4756-81d2-270be523bfb4,Katanga,,,,2011-09-05T14:15:00
11,2012-04-20T01:00:00,12730,56030, KIN/20110905/132500,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,e655d136-1e3d-4435-acd3-7505370fafce,PR (AS),"Congo, DRC; N3/26, Province Orientale; Bas-Uele; Ango, Poko",ddfe98d9-5f4e-4194-9fc6-603bbfd75d59,Part 1,2017-04-19T01:00:00,400,,R.D. Congo,KIN,,cad204ac-6fc0-4052-a9c5-8e98d3c7f72b,Province Orientale,,,,2011-09-05T14:25:00
12,2012-04-20T01:00:00,12726,56032, KIN/20110905/131600,SOCIETE AMIBOD IMPORT-EXPORT (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,0255cfb1-3a7e-48f5-8f97-7e7f913c9db6,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kipushi; S12/27",6fda13b8-2ca5-4da1-8673-fb1c8a3dd4ae,Part 1,2017-04-19T01:00:00,10,,R.D. Congo,KIN,,41206e33-39d0-4c65-8ad7-705a57037d9e,Katanga,,,,2011-09-05T14:16:00
13,2012-04-20T01:00:00,12735,56033, KIN/20110905/133000,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,b3f80d59-94b0-4bcc-9d99-a8accfb8406c,PR (AS),"Congo, DRC; Katanga; Tanganyika; Kalemie; S6/28",9f16c94d-5ddf-4efc-9d43-df5efc6e3e07,Part 1,2017-04-19T01:00:00,187,,R.D. Congo,KIN,,5421549f-c041-45df-9499-f4ed6f011857,Katanga,,,,2011-09-05T14:30:00
14,2012-04-27T01:00:00,12727,56034, KIN/20110905/131700,SOCIETE AMIBOD IMPORT-EXPORT (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,1896da62-0903-4df6-8f8f-f958c53e2d0d,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kipushi; S12/27",e7cc9f03-5198-4176-80e3-86b559eb7fff,Part 1,2017-04-26T01:00:00,7,,R.D. Congo,KIN,,7e00c087-b8ad-4f1a-aad7-3f81d82e8c3c,Katanga,,,,2011-09-05T14:17:00
15,2012-04-20T01:00:00,12739,56036, KIN/20110905/133400,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,19907b7e-112d-4b84-a503-732ad3f3d06d,PR (AS),"Congo, DRC; Katanga; Haut-Katanga, Kolwezi; S11/25, S12/25",4e257b6b-874c-4dde-9bab-8c72139f9990,Part 1,2017-04-19T01:00:00,88,,R.D. Congo,KIN,,0a31e5d8-1263-4f97-ab09-f021be2a92d5,Katanga,,,,2011-09-05T14:34:00
16,2012-04-20T01:00:00,12733,56039, KIN/20110905/132800,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,b841af0a-7e1a-45cb-a8fc-cad4577d5227,PR (AS),"Congo, DRC; N3/26, N4/26, Province Orientale; Bas-Uele; Ango, Poko",f53862a6-402a-4a9c-86dc-f7342a63819d,Part 1,2017-04-19T01:00:00,438,,R.D. Congo,KIN,,e25cd4a1-1bb5-43a2-ac0a-b0d0664d4599,Province Orientale,,,,2011-09-05T14:28:00
17,2012-04-20T01:00:00,12732,56040, KIN/20110905/132700,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,eee238ea-6a21-419d-bfc6-9f14ca819f49,PR (AS),"Congo, DRC; N3/25, Province Orientale; Bas-Uele; Ango, Bambesa",7a257663-5c3f-412d-ad5f-a1f7344bc937,Part 1,2017-04-19T01:00:00,471,,R.D. Congo,KIN,,ff884753-9a73-4a12-b45e-3525b8716445,Province Orientale,,,,2011-09-05T14:27:00
18,2012-04-20T01:00:00,12734,56041, KIN/20110905/132900,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,5c928abb-55ac-471a-b8b9-6bb760dcbaf1,PR (AS),"Congo, DRC; N3/26, Province Orientale; Bas-Uele; Ango, Poko",e702197c-e090-4c14-a4a5-4e5054e9cc65,Part 1,2017-04-19T01:00:00,470,,R.D. Congo,KIN,,11d228d9-38ce-4db9-9431-471ab0bcbb5b,Province Orientale,,,,2011-09-05T14:29:00
19,2012-04-20T01:00:00,12736,56042, KIN/20110905/133100,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,1cda49eb-9bf4-46b1-8db1-b5188f90ead8,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; S12/26",533734e0-56a2-4ac6-bc08-eb574de3ef5b,Part 1,2017-04-19T01:00:00,48,,R.D. Congo,KIN,,a1f5725a-c485-4687-924f-17b8d6e7dedd,Katanga,,,,2011-09-05T14:31:00
20,2012-04-20T01:00:00,12737,56043, KIN/20110905/133200,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,38c96aab-db76-4527-9a5c-769454dcde46,PR (AS),"Congo, DRC; Katanga; Haut-Katanga, Kolwezi; S12/25",77c065d7-d2fd-4706-b215-5672f90ebf18,Part 1,2017-04-19T01:00:00,148,,R.D. Congo,KIN,,4a99a8cb-8583-4c01-b7ad-fb518fe2ff08,Katanga,,,,2011-09-05T14:32:00
21,2012-04-20T01:00:00,12738,56044, KIN/20110905/133300,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,82988a83-e962-44b3-8408-67d058133d06,PR (AS),"Congo, DRC; Katanga; Haut-Katanga, Kolwezi; Lubudi; S12/26",89e25ee2-bff7-427c-8715-322c43882a13,Part 1,2017-04-19T01:00:00,39,,R.D. Congo,KIN,,4317861a-b6f0-4775-bd4d-fe8ab80f15f4,Katanga,,,,2011-09-05T14:33:00
22,2012-04-20T01:00:00,12740,56045, KIN/20110905/133500,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,5f1525b8-9960-45bd-8c4e-e7f634ec39c0,PR (AS),"Congo, DRC; Katanga; Kolwezi; S12/25",b341b3ea-3c29-4f31-a923-62628aa598c9,Part 1,2017-04-19T01:00:00,21,,R.D. Congo,KIN,,bfb31999-5151-4139-9a01-a51b087a05ed,Katanga,,,,2011-09-05T14:35:00
23,2012-04-20T01:00:00,12741,56046, KIN/20110905/133400,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,5d6738cc-c2a0-48bb-a565-c32b27776f77,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; S12/26",8f41bff9-9f06-43a0-91ae-9c4c6a49b24b,Part 1,2017-04-19T01:00:00,21,,R.D. Congo,KIN,,8238641e-61d3-4cee-b68e-be07804a09f8,Katanga,,,,2011-09-05T14:36:00
24,2012-04-20T01:00:00,12742,56047, KIN/20110905/133700,SOCIETE DU CIMENT DE KATANGA SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,233e590e-574b-4d76-84b4-b5efb04a790d,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; S12/26",190243d2-ca08-4a9b-8e3f-6c768e13f2a4,Part 1,2017-04-19T01:00:00,15,,R.D. Congo,KIN,,ab26bd6d-e002-4e8e-bffe-fed7387b6ccf,Katanga,,,,2011-09-05T14:37:00
25,2012-04-20T01:00:00,12744,56048, KIN/20110906/091700,CHEMAF KATANGA MINING SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,96343e9e-2c94-4463-89b6-72a1dfd3373f,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Mitwaba, Pweto; S9/27",850603b9-0593-41dd-9a56-0ac4ad1d9605,Part 1,2017-04-19T01:00:00,324,,R.D. Congo,KIN,,4c6a73e5-6ff1-4d66-8c28-b94b0964560f,Katanga,,,,2011-09-06T10:17:00
26,2012-04-20T01:00:00,12745,56049, KIN/20110906/091800,CHEMAF KATANGA MINING SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,d5cdbe59-829a-4359-944d-131252595bcb,PR (AS),"Congo, DRC; Katanga; Tanganyika; Manono; S8/28",217479a4-fb13-4557-a00b-dbc320104392,Part 1,2017-04-19T01:00:00,137,,R.D. Congo,KIN,,6b6daa65-76d2-4f08-9541-1f55088ee5b6,Katanga,,,,2011-09-06T10:18:00
27,2012-04-19T01:00:00,12851,56147, KIN/20110907/131600,LEREXCOM (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif,6a6e64fc-9fd4-4370-8c5b-9a3151713c6d,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; S12/26",2747e1d5-b2b0-4d20-b0e9-8a4a8f841343,Part 1,2017-04-18T01:00:00,172,,R.D. Congo,KIN,,3f4355d1-bfab-427f-b65b-c0c2399826c1,Katanga,,,,2011-09-07T14:16:00
28,2012-04-19T01:00:00,12850,56148, KIN/20110907/131500,LEREXCOM (100%),Recherches,,,,,,,0,Carré,,,"Modification du périmètre 
Admin_26/09/2013",,Permis de Recherches (AS),Active,Actif,48846242-eefa-4416-b6ff-6b44581786a9,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kasenga; S11/27",80033f18-7928-47bb-9e20-003a65107b5c,Part 1,2017-04-18T01:00:00,223,,R.D. Congo,KIN,,5c5433d9-2481-4691-ac92-0e7c6063d9d7,Katanga,,,,2011-09-07T14:15:00
29,2006-10-02T01:00:00,6218,56201,6218,"SOCIETE COMMERCIALE LA MINIERE DE KISENGE ""MANGANESE"" SARL (100%)",Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,a5e73473-4275-4dc8-972d-83fd7ce968af,PR (AS),"Congo, DRC; Katanga; Lualaba; Dilolo, Sandoa; S10/22",038a01ae-5125-466d-8658-2721b2ae85fe,Part 1,2011-10-01T01:00:00,400,,R.D. Congo,KIN,,cb5c54bc-7788-47c5-bc84-4d53ae8ea2d6,Katanga,,,,2006-08-08T01:00:00
30,2011-10-10T01:00:00,3622,56210,3622,"LA GENERALE DES MINES , D'AGRICULTURE ET DU COMMERCE (100%)",Recherches,,,,,,,0,Carré,,0,,,Permis de Recherches (AS),Active,Actif-Transformation PR en PEPM,16f79540-3848-4616-aec8-84b0c3032e9f,PR (AS),"Congo, DRC; Nord Kivu; Nord Kivu; Walikale; S2/27",337b4794-b3dc-4a3f-afa8-ffe60dec7830,Part 1,2014-11-03T00:00:00,1,,R.D. Congo,KIN,,a3e1e85c-c92a-4f9a-bf74-92652403dee6,Nord Kivu,,,,2005-04-12T01:00:00
31,2011-05-12T01:00:00,1685,56243,,ANVIL MINING CONGO Sarl (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,9d81c374-1ad3-4ef5-bb38-867a31c75709,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Pweto; S8/29, S9/29",dced10f4-44bd-4dc9-a91d-7f948e03033f,Part 1,2016-05-11T01:00:00,471,,R.D. Congo,KIN,,757ab1ec-d9ed-4959-8cb0-35ea33441aa1,Katanga,AXI/KT,,,1900-01-01T00:00:00
32,2008-10-24T01:00:00,1406,56253,1406,LONCOR RESOURCES CONGO Sprl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,c7cb4e99-e84a-44fe-90b1-86f69028c25a,PR (AS),"Congo, DRC; Nord Kivu; Nord Kivu; Lubero, Walikale; S1/28, S1/29",85cf0f79-b04b-458a-8812-f0da2b6dfcc9,Part 1,2012-10-10T01:00:00,122,,R.D. Congo,KIN,,6dba8092-dfc7-4c4e-92f2-37dffc48cea1,Nord Kivu,,,,2003-07-15T01:00:00
33,2010-08-24T01:00:00,1374,56263,1374,LONCOR RESOURCES CONGO Sprl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,678ea07d-a178-4c53-959f-87e5d72d0168,PR (AS),"Congo, DRC; N0/28, Nord Kivu; Nord Kivu; Lubero; Province Orientale; Tshopo; Bafwasende",0a43476a-ad29-481b-bf49-c0b4e0410ec3,Part 1,2012-10-10T01:00:00,360,,R.D. Congo,KIN,,bb01c4b6-5ece-4c90-bc3b-42b117a3d0a8,Nord Kivu,,,,2003-07-15T01:00:00
34,2008-10-14T01:00:00,1444,56290,1444,CHEMAF EXPLORATION SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,ff9b22af-d961-4884-89d4-6366ee8879f4,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; S12/26",b8773ff0-3568-413a-9a27-f879149e6f7d,Part 1,2013-10-13T01:00:00,32,,R.D. Congo,KIN,,0ce37890-5030-4402-b303-d1fa22dbe6ce,Katanga,,,,2003-07-29T01:00:00
35,2006-10-10T01:00:00,2628,56293,2628,MASTERS (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,f9b8b4f4-f3b6-42a2-b748-637d592024a4,PR (AS),"Congo, DRC; N0/28, Province Orientale; Ituri; Mambasa",6317c00d-aa04-4863-a052-58c48d989441,Part 1,2011-10-09T01:00:00,188,,R.D. Congo,KIN,,d6fc88dc-a960-4c52-a680-138679690375,Province Orientale,,,,2005-04-01T01:00:00
36,2007-02-05T00:00:00,1570,56307,1570,BANRO CONGO MINING Sarl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,6134199c-cc14-4ad4-b51a-64ba1d3b124a,PR (AS),"Congo, DRC; S4/27, S4/28, Sud Kivu; Sud Kivu; Mwenga",1a4cad5c-34c6-4fe0-b1e8-54ae91f182b7,Part 1,2012-02-04T00:00:00,65,,R.D. Congo,KIN,,e79b5974-5d64-45dc-a399-8b2a3a8bc2c1,Sud Kivu,,,,2003-09-24T01:00:00
37,2012-10-28T01:00:00,7131,56310,7131,JIN SHENG MINING (100%),Recherches,,,,,,,1,Carré,,,"1) Titre à réhabiliter suivant la lettre CAMI/DG/0487/2011 du 23 mars 2011
    DT/T 19/12/2011

INSCRIPTION DE LA PROROGATION DE LA DUREE DE VALIDITE:17/06/2012 AU 27/10/2012
Archivage électronique:07/08/2012",,Permis de Recherches (AS),Active,Actif,069e9e12-56eb-43e0-a562-64e496b655eb,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Sakania; S13/29",66ef06e5-ef26-4560-9926-dfc9edc51aad,Part 1,2017-10-27T01:00:00,100,,R.D. Congo,,,e0983b90-656d-44e9-90f3-0f7154a2bb9e,Katanga,,,,2007-02-05T00:00:00
38,2003-10-14T01:00:00,1209,56319,1209,KWANGO MINES SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,4abebd26-1363-44cd-959a-651eb80ed270,PR (AS),"Congo, DRC; Bandundu; Kwango; S7/17",58bb4b34-8ff5-4659-a360-30674df2adfb,Part 1,2008-10-13T01:00:00,34,,R.D. Congo,,,86e2d597-5ea8-4540-9d99-0f967d1fe757,Bandundu,,,,2003-06-26T01:00:00
39,2009-03-10T00:00:00,1722,56327,1722,BANRO CONGO MINING Sarl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,36cb4ae5-288b-4e29-b436-656fb5d4da11,PR (AS),"Congo, DRC; N0/29, Nord Kivu; Nord Kivu; Beni, Lubero",361a1855-d077-4ed0-b3ab-e396dd0723ea,Part 1,2013-12-27T00:00:00,240,,R.D. Congo,KIN,,e744fda8-e0af-45f7-a6bf-c1203969cc41,Nord Kivu,,,,2003-10-17T01:00:00
40,2006-10-02T01:00:00,6212,56328,6212,"SOCIETE COMMERCIALE LA MINIERE DE KISENGE ""MANGANESE"" SARL (100%)",Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,9d5e63cc-7a92-4621-80ea-65749b8a28f3,PR (AS),"Congo, DRC; Katanga; Lualaba; Sandoa; S10/22",05ef2186-adf6-4668-ac56-57b8beb308bc,Part 1,2011-10-01T01:00:00,400,,R.D. Congo,KIN,,9a7bdda9-8375-4d10-accb-f66c567927cf,Katanga,,,,2006-08-08T01:00:00
41,2007-05-09T01:00:00,7504,56335,7504,Sanzetta Investments (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,7d09b04b-59a4-419a-86f6-660a0f8e1b4f,PR (AS),"Congo, DRC; N3/29, Province Orientale; Haut-Uele; Watsa",8d668313-b918-49a0-9d8f-918626525b7a,Part 1,2012-05-08T01:00:00,36,,R.D. Congo,,,142a5bdf-c591-4aa8-84e0-35a44a0efa2f,Province Orientale,,,,2007-02-16T00:00:00
42,2007-06-03T01:00:00,6475,56337,6475,DRC RESOURCE HOLDINGS INC (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-Levée de Force Majeure,2c8075e7-70a0-49ed-9d11-6627c9ef0552,PR (AS),"Congo, DRC; Maniema; Kindu; Kindu; Maniema; S3/26",ee7e6a3e-3c46-4dd5-a31b-762efba49212,Part 1,2016-03-04T00:00:00,236,,R.D. Congo,,,5aa2541b-cb41-40f1-b12f-a2f0828e2a90,Maniema,,,,2006-09-14T01:00:00
43,2009-05-27T01:00:00,2322,56340,2322,SOCIETE MINIERE DE KASONTA (100%),Recherches,,,,,,,1,Carré,,,,,Permis de Recherches (AS),Active,Demande PEPM Approuvée,11c43a3a-695d-40c4-8ba8-66399506dda3,PR (AS),"Congo, DRC; Katanga; Haut-Katanga; Kipushi; S12/27",da1bd8e2-37e8-41e0-8a57-949bb40663cc,Part 1,2014-05-26T01:00:00,17,,R.D. Congo,KIN,,16559db8-319d-4801-96b1-0e04434ad257,Katanga,,,,2004-02-04T00:00:00
44,2006-10-02T01:00:00,6233,56343,6233,"SOCIETE COMMERCIALE LA MINIERE DE KISENGE ""MANGANESE"" SARL (100%)",Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Convention,6e8e1729-485c-4165-add5-66923d37067d,PR (AS),"Congo, DRC; Katanga; Lualaba; Dilolo; S11/22",de959ec8-3736-4b33-8974-bab7e3c928a7,Part 1,2011-10-01T01:00:00,285,,R.D. Congo,KIN,,97cc156a-b905-4a59-95ba-7194dc9d3383,Katanga,,,,2006-08-08T01:00:00
45,2007-05-31T01:00:00,3383,56365,3383,LONCOR RESOURCES CONGO Sprl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,285a61d4-10b5-4b4b-a9f5-67b606187bef,PR (AS),"Congo, DRC; Nord Kivu; Nord Kivu; Lubero, Walikale; S1/28",edc70f08-2dff-48d1-adf9-f3c26042a2f2,Part 1,2014-05-16T01:00:00,464,,R.D. Congo,,,b7027179-6994-49d5-947f-1ed8f2e982cf,Nord Kivu,,,,2005-04-07T01:00:00
46,2003-12-04T00:00:00,1307,56373,1307,KWANGO MINES SPRL (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Renouvellement,27d161e7-4a29-409a-92cd-6839b5a24fdd,PR (AS),"Congo, DRC; Bas-Congo; Cataractes; Luozi; S6/13",8cf9281a-2b13-4a40-a51b-1f9d456babf5,Part 1,2008-12-03T00:00:00,354,,R.D. Congo,,,a8424df5-7f6a-4fe6-bfff-0025d1c8a6e3,Bas-Congo,,,,2003-07-05T01:00:00
47,2007-05-09T01:00:00,7506,56376,7506,Sanzetta Investments (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,45327462-6906-4fed-80e1-685c225c6707,PR (AS),"Congo, DRC; N3/28, Province Orientale; Haut-Uele; Dungu",19c8ba6e-5090-4010-9e28-30bebdb6bda3,Part 1,2012-05-08T01:00:00,61,,R.D. Congo,,,924cda93-a10b-499a-bf83-8141dcd16ac6,Province Orientale,,,,2007-02-16T00:00:00
48,2009-03-10T00:00:00,1715,56381,1715,BANRO CONGO MINING Sarl (100%),Recherches,,,,,,,0,Carré,,,,,Permis de Recherches (AS),Active,Actif-En Force Majeure,a24db25c-a90c-4283-8fbe-68f09416bd1e,PR (AS),"Congo, DRC; N0/28, Nord Kivu; Nord Kivu; Lubero; Province Orientale; Ituri; Mambasa",74ac4b0b-a301-45be-a210-d37d9707e8d9,Part 1,2013-12-27T00:00:00,457,,R.D. Congo,KIN,,065634cb-2240-46f7-8b38-14082cc05375,Nord Kivu,,,,2003-10-17T01:00:00
49,2012-09-13T01:00:00,8572,56400,8572,Dieudonné Banze Lubundji (100%),Recherches,,,,,,,,Carré,,,"Droit minier en déchéance et ayant atteint sa fin de falidité.
Notifier l'expiration.
Admin_03/08/2013

Inscription de la prorogation de la durée de validité:02/05/2014
Archivage Electronique:07/05/2014",,Permis de Recherches (AS),Active,Actif-Transformation PR en PEPM,4bee74ca-bb9d-43c8-be13-df97c428329f,PR (AS),"Congo, DRC; Katanga; Tanganyika; Kalemie, Nyunzu; S6/28",39a2d71b-045b-4ab5-8c37-cc15607d9d95,Part 1,2014-07-12T01:00:00,87,,R.D. Congo,KIN,,25a03ce8-e47d-40ca-b9d7-8a15b9da3a32,Katanga,,,,2007-06-18T01:00:00
