id,status,dtegranted,archived,code,LayerName,objectid,areaunit,dteapplied,LayerID,commodities,part,parties,dteexpires,areavalue,type,commoditiescd
3524,Application,,False,HA. 1244/2011,Application PML Licenses,71353,Hectares,2011-09-27T13:30:00,9,Gold,Part 1,"Abdallah Adam Gumbo (55%), Dr. Ismail  Mtitu (6%), Abeid Salum Shabani (6%), Nickson Geophrey  Elisaria (6%), Khasim Juma Masimbi (6%), Seif Ally Mpembenwe (6%), Waziri Salum Mntambo (6%), Juma Ngugwipala (6%), Ephraim Mayunga Joseph (6%), Steven John  M",,9.82,Primary Mining Licence - All Minerals other than Building Material,Au
3525,Application Recommended,,False,PML003787EZ,Application PML Licenses,71354,Hectares,2012-07-18T10:34:00,9,Feldspar,Part 1,"Ernest Kalebi (50%), Pius Pasiani Akaro (50%)",,9.16,Primary Mining Licence - All Minerals other than Building Material,FLD
3526,Application Recommended,,False,PML010868EZ,Application PML Licenses,71359,Hectares,2013-04-02T10:45:00,9,Copper,Part 1,Rahma Abdulrahman Zahor (100%),,9.44,Primary Mining Licence - All Minerals other than Building Material,Cu
3527,Application Recommended,,False,PML010855EZ,Application PML Licenses,71360,Hectares,2013-04-02T10:45:00,9,Copper,Part 1,Rahma Abdulrahman Zahor (100%),,9.44,Primary Mining Licence - All Minerals other than Building Material,Cu
3528,Application,,False,SGD 1168/2011,Application PML Licenses,71361,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,6.17,Primary Mining Licence - All Minerals other than Building Material,Cu
3529,Application,,False,DO 1813/2009,Application PML Licenses,71362,Hectares,2009-11-18T09:03:00,9,Building Materials,Part 1,Fortune Development (T) Company Limited (100%),,2.0,Primary Mining Licence - All Minerals other than Building Material,BM
3530,Application,,False,SGD 1173/2011,Application PML Licenses,71363,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,5.96,Primary Mining Licence - All Minerals other than Building Material,Cu
3531,Application,,False,SGD 1169/2011,Application PML Licenses,71365,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,4.27,Primary Mining Licence - All Minerals other than Building Material,Cu
3532,Application,,False,DO 1814/2009,Application PML Licenses,71366,Hectares,2009-11-18T09:12:00,9,Building Materials,Part 1,Fortune Development (T) Company Limited (100%),,,Primary Mining Licence - All Minerals other than Building Material,BM
3533,Application,,False,DO 1815/2009,Application PML Licenses,71367,Hectares,2009-11-18T09:18:00,9,Building Materials,Part 1,Fortune Development (T) Company Limited (100%),,1.9,Primary Mining Licence - All Minerals other than Building Material,BM
3534,Application Recommended,,False,PML010853EZ,Application PML Licenses,71368,Hectares,2013-04-02T10:45:00,9,Copper,Part 1,Rahma Abdulrahman Zahor (100%),,9.44,Primary Mining Licence - All Minerals other than Building Material,Cu
3535,Application,,False,SGD 1170/2011,Application PML Licenses,71369,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,6.38,Primary Mining Licence - All Minerals other than Building Material,Cu
3536,Application Recommended,,False,PML010867EZ,Application PML Licenses,71370,Hectares,2013-04-02T10:45:00,9,Copper,Part 1,Rahma Abdulrahman Zahor (100%),,6.61,Primary Mining Licence - All Minerals other than Building Material,Cu
3537,Application,,False,DO 1816/2009,Application PML Licenses,71371,Hectares,2009-11-18T09:25:00,9,Building Materials,Part 1,Fortune Development (T) Company Limited (100%),,1.83,Primary Mining Licence - All Minerals other than Building Material,BM
3538,Application,,False,SGD 1171/2011,Application PML Licenses,71373,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,4.76,Primary Mining Licence - All Minerals other than Building Material,Cu
3539,Application Recommended,,False,PML010852EZ,Application PML Licenses,71374,Hectares,2013-04-02T10:45:00,9,Copper,Part 1,Rahma Abdulrahman Zahor (100%),,9.44,Primary Mining Licence - All Minerals other than Building Material,Cu
3540,Application,,False,SGD 692/2011,Application PML Licenses,71378,Hectares,2011-04-11T14:31:00,9,Gold,Part 1,"CHARLES JAMES (13%), Pius Game (13%), Francis Nyanda (13%), Ernest Pius (13%), Paulo Msalaba (13%), Daudi Raphael (13%), Sophia Mangaida (13%), Kasim Salum (13%)",,2.65,Primary Mining Licence - All Minerals other than Building Material,Au
3541,Application Recommended,,False,CH 300/2013,Application PML Licenses,71379,Hectares,2013-05-02T08:30:00,9,Gold,Part 1,Underson Temu (100%),,9.96,Primary Mining Licence - All Minerals other than Building Material,Au
3542,Application,,False,SGD 1172/2011,Application PML Licenses,71381,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,5.63,Primary Mining Licence - All Minerals other than Building Material,Cu
3543,Application,,False,SGD 1174/2011,Application PML Licenses,71383,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,4.42,Primary Mining Licence - All Minerals other than Building Material,Cu
3544,Application,,False,Ha.58/2013,Application PML Licenses,71384,Hectares,2013-01-17T11:30:00,9,Copper,Part 1,M/s Musadic Mohamedali & Najua Kasira  Kasira (100%),,9.99,Primary Mining Licence - All Minerals other than Building Material,Cu
3545,Application Recommended,,False,PML008961EZ,Application PML Licenses,71385,Hectares,2010-06-17T10:00:00,9,Building Materials,Part 1,Hamis Rajabu (100%),,0.97,Primary Mining Licence - Building Material,BM
3546,Application,,False,DO 1807/2009,Application PML Licenses,71387,Hectares,2009-12-18T11:11:00,9,Building Materials,Part 1,Fortune Development (T) Company Limited (100%),,,Primary Mining Licence - All Minerals other than Building Material,BM
3547,Application Recommended,,False,PML010041EZ,Application PML Licenses,71404,Hectares,2011-11-22T12:50:00,9,Copper,Part 1,Zonalea Anange Oushudada (100%),,7.55,Primary Mining Licence - All Minerals other than Building Material,Cu
3548,Application Recommended,,False,PML000606LZ,Application PML Licenses,71409,Hectares,2012-06-18T08:30:00,9,All minerals other than building materials or gemstones,Part 1,Monica Fred Mwangota (100%),,9.55,Primary Mining Licence - All Minerals other than Building Material,AoBG
3549,Application Recommended,,False,PML000607LZ,Application PML Licenses,71413,Hectares,2012-06-18T08:30:00,9,All minerals other than building materials or gemstones,Part 1,Monica Fred Mwangota (100%),,10.0,Primary Mining Licence - All Minerals other than Building Material,AoBG
3550,Application,,False,SGD 214/2012,Application PML Licenses,71416,Hectares,2012-03-19T09:22:00,9,Gold,Part 1,Aneth Kwayu (100%),,5.26,Primary Mining Licence - All Minerals other than Building Material,Au
3551,Application Recommended,,False,PML000608LZ,Application PML Licenses,71418,Hectares,2012-06-18T08:30:00,9,All minerals other than building materials or gemstones,Part 1,Monica Fred Mwangota (100%),,8.37,Primary Mining Licence - All Minerals other than Building Material,AoBG
3552,Application Recommended,,False,PML000612LZ,Application PML Licenses,71419,Hectares,2012-06-18T08:30:00,9,All minerals other than building materials or gemstones,Part 1,Monica Fred Mwangota (100%),,9.99,Primary Mining Licence - All Minerals other than Building Material,AoBG
3553,Application Recommended,,False,PML000613LZ,Application PML Licenses,71420,Hectares,2012-06-18T08:30:00,9,All minerals other than building materials or gemstones,Part 1,Monica Fred Mwangota (100%),,9.97,Primary Mining Licence - All Minerals other than Building Material,AoBG
3554,Application Recommended,,False,PML009936EZ,Application PML Licenses,71430,Hectares,2012-03-12T10:00:00,9,Building Materials,Part 1,"Emanuel Samwel (33%), Joseph Kikafu (33%), Ngwanambiti Madirisha (33%)",,5.0,Primary Mining Licence - Building Material,BM
3555,Application Recommended,,False,PML009938EZ,Application PML Licenses,71436,Hectares,2012-03-12T10:00:00,9,Building Materials,Part 1,"Emanuel Samwel (33%), Joseph Kikafu (33%), Ngwanambiti Madirisha (33%)",,5.0,Primary Mining Licence - Building Material,BM
3556,Application Recommended,,False,PML009939EZ,Application PML Licenses,71437,Hectares,2012-03-12T10:00:00,9,Building Materials,Part 1,"Emanuel Samwel (33%), Joseph Kikafu (33%), Ngwanambiti Madirisha (33%)",,5.0,Primary Mining Licence - Building Material,BM
3557,Application Recommended,,False,PML001786EZ,Application PML Licenses,71440,Hectares,2011-09-16T11:15:00,9,Building Materials,Part 1,Emanuel Dominick Musiba (100%),,1.87,Primary Mining Licence - Building Material,BM
3558,Application Recommended,,False,PML009200EZ,Application PML Licenses,71443,Hectares,2012-07-05T16:10:00,9,Gold,Part 1,"Samuel Mchele (25%), Demetria Mahimbo (20%), Cliton Samuel (20%), Henry Kasheto (20%), Staford Salaba (15%)",,9.44,Primary Mining Licence - All Minerals other than Building Material,Au
3559,Application Recommended,,False,PML009202EZ,Application PML Licenses,71445,Hectares,2012-07-05T16:10:00,9,Gold,Part 1,"Samuel Mchele (25%), Demetria Mahimbo (20%), Cliton Samuel (20%), Henry Kasheto (20%), Staford Salaba (15%)",,9.44,Primary Mining Licence - All Minerals other than Building Material,Au
3560,Application Recommended,,False,PML010391EZ,Application PML Licenses,71451,Hectares,2012-07-05T16:10:00,9,Gold,Part 1,"Samuel Mchele (25%), Demetria Mahimbo (20%), Cliton Samuel (20%), Henry Kasheto (20%), Staford Salaba (15%)",,9.44,Primary Mining Licence - All Minerals other than Building Material,Au
3561,Application Recommended,,False,PML010392EZ,Application PML Licenses,71452,Hectares,2012-07-05T16:10:00,9,Gold,Part 1,"Samuel Mchele (25%), Demetria Mahimbo (20%), Cliton Samuel (20%), Henry Kasheto (20%), Staford Salaba (15%)",,9.44,Primary Mining Licence - All Minerals other than Building Material,Au
3562,Application Recommended,,False,PML010393EZ,Application PML Licenses,71456,Hectares,2012-07-05T16:10:00,9,Gold,Part 1,"Samuel Mchele (25%), Demetria Mahimbo (20%), Cliton Samuel (20%), Henry Kasheto (20%), Staford Salaba (15%)",,9.44,Primary Mining Licence - All Minerals other than Building Material,Au
3563,Application Recommended,,False,PML008810EZ,Application PML Licenses,71458,Hectares,2012-07-05T16:10:00,9,Gold,Part 1,"Samuel Mchele (25%), Demetria Mahimbo (20%), Cliton Samuel (20%), Henry Kasheto (20%), Staford Salaba (15%)",,9.44,Primary Mining Licence - All Minerals other than Building Material,Au
3564,Application,,False,SGD 724/2010,Application PML Licenses,71468,Hectares,2010-05-31T10:08:00,9,Copper,Part 1,"Mhelya Tungaraza (20%), Jason Samwel (20%), Chediel Kali (20%), Abubakari Magoma (20%), Martha Alex Ndunguru (20%)",,6.82,Primary Mining Licence - All Minerals other than Building Material,Cu
3565,Application,,False,DO 572/2012,Application PML Licenses,71474,Hectares,2012-06-15T13:25:00,9,Iron Ore,Part 1,Said Ally Mnjeja (100%),,8.31,Primary Mining Licence - All Minerals other than Building Material,FE
3566,Application Recommended,,False,PML008494EZ,Application PML Licenses,71475,Hectares,2010-10-11T04:00:00,9,Gold,Part 1," Raymond Tarama (5%), Germana Kiwia (4%), Anneth Ngahyoma (4%), Joanna M. Kilonzo (4%), Eunice Mtawali (4%), Julian E. Kilonzo (4%), Martin H. Lyewe (4%), Theresia Martin (4%), Charles  Chilogozi (4%), Florence E. Lyewe (4%), Allu Ngalumecha (4%), Sarah ",,7.93,Primary Mining Licence - All Minerals other than Building Material,Au
3567,Application,,False,DO 573/2012,Application PML Licenses,71476,Hectares,2012-06-15T13:25:00,9,Gold,Part 1,Said Ally Mnjeja (100%),,9.97,Primary Mining Licence - All Minerals other than Building Material,Au
3568,Application,,False,DO 471/2012,Application PML Licenses,71478,Hectares,2012-05-15T11:00:00,9,Gemstones,Part 1,Saadat Ahamed Abdallah (100%),,7.3,Primary Mining Licence - All Minerals other than Building Material,Gem
3569,Application,,False,HA 21/2006,Application PML Licenses,71482,Hectares,2006-03-31T11:40:00,9,Gold,Part 1,"Rashid Omary Mchafu (25%), Salum  Mwikalo (25%), Adolf M. Lyakundi (25%), Muya A. Hussein (25%)",,9.96,Primary Mining Licence - All Minerals other than Building Material,Au
3570,Application,,False,MB 1013/2011,Application PML Licenses,71517,Hectares,2011-10-25T08:30:00,9,Copper,Part 1,"Benson G. Mwakilembe (50%), Ziadi Hamza Igangula (50%)",,9.95,Primary Mining Licence - All Minerals other than Building Material,Cu
3571,Application,,False,MB 1011/2011,Application PML Licenses,71521,Hectares,2011-10-25T08:30:00,9,Copper,Part 1,"Benson G. Mwakilembe (50%), Ziadi Hamza Igangula (50%)",,9.95,Primary Mining Licence - All Minerals other than Building Material,Cu
3572,Application,,False,MB 1007/2011,Application PML Licenses,71522,Hectares,2011-10-25T08:30:00,9,Copper,Part 1,"Benson G. Mwakilembe (50%), Ziadi Hamza Igangula (50%)",,9.95,Primary Mining Licence - All Minerals other than Building Material,Cu
3573,Application,,False,HA .187/2011,Application PML Licenses,71526,Hectares,2011-03-22T09:29:00,9,Gold,Part 1,Heri Mgheni (100%),,9.95,Primary Mining Licence - All Minerals other than Building Material,Au
3574,Application,,False,MB 1009/2011,Application PML Licenses,71527,Hectares,2011-10-25T08:30:00,9,Copper,Part 1,"Benson G. Mwakilembe (50%), Ziadi Hamza Igangula (50%)",,9.95,Primary Mining Licence - All Minerals other than Building Material,Cu
3575,Application,,False,MB 1010/2011,Application PML Licenses,71529,Hectares,2011-10-25T08:30:00,9,Copper,Part 1,"Benson G. Mwakilembe (50%), Ziadi Hamza Igangula (50%)",,9.95,Primary Mining Licence - All Minerals other than Building Material,Cu
3576,Application,,False,Mo 810/2010,Application PML Licenses,71536,Hectares,2010-11-01T09:30:00,9,Gold,Part 1,"Theogen Bana (100%), Hildegardis Edward Bitegera (0%), Peter Rudovick (0%)",,3.94,Primary Mining Licence - All Minerals other than Building Material,Au
3577,Application,,False,Mo 1147/2011,Application PML Licenses,71538,Hectares,2011-02-01T15:24:00,9,Gold,Part 1,"Rhoda Lengesela Kapungu (33%), Sunday Lukungu (33%), Said Hamis (33%)",,7.81,Primary Mining Licence - All Minerals other than Building Material,Au
3578,Application Recommended,,False,PML008147EZ,Application PML Licenses,71539,Hectares,2007-09-05T12:33:00,9,Mica,Part 1,Lakasa Resorce Ltd (100%),,8.67,Primary Mining Licence - All Minerals other than Building Material,MIC
3579,Application Recommended,,False,PML003804EZ,Application PML Licenses,71542,Hectares,2010-11-19T09:00:00,9,Gold,Part 1,Julius Daniel Chego (100%),,2.31,Primary Mining Licence - All Minerals other than Building Material,Au
3580,Application Recommended,,False,PML001787EZ,Application PML Licenses,71566,Hectares,2011-09-16T11:15:00,9,Building Materials,Part 1,Emanuel Dominick Musiba (100%),,1.86,Primary Mining Licence - Building Material,BM
3581,Application Recommended,,False,PML002813EZ,Application PML Licenses,71585,Hectares,2012-03-12T11:00:00,9,Copper,Part 1,"Masoud Marzouk Khamis (50%), Mohamed Said Mohamed (50%)",,8.07,Primary Mining Licence - All Minerals other than Building Material,Cu
3582,Application Recommended,,False,TA.60/2012,Application PML Licenses,71586,Hectares,2012-03-12T11:00:00,9,Gemstones,Part 1,Masoud Marzouk Khamis (100%),,2.62,Primary Mining Licence - All Minerals other than Building Material,Gem
3583,Application Recommended,,False,PML004546EZ,Application PML Licenses,71588,Hectares,2012-03-26T08:40:00,9,Gold,Part 1,"Hassan H. Semkiwa (20%), Mashaka H. Semkiwa (20%), Mashaka Kipande (20%), Omari Hatibu Mwindadi (20%), Fuad R. Semkiwa (20%)",,10.0,Primary Mining Licence - All Minerals other than Building Material,Au
3584,Application Recommended,,False,PML004545EZ,Application PML Licenses,71589,Hectares,2012-03-26T08:40:00,9,Gold,Part 1,"Hassan H. Semkiwa (20%), Mashaka H. Semkiwa (20%), Mashaka Kipande (20%), Omari Hatibu Mwindadi (20%), Fuad R. Semkiwa (20%)",,10.0,Primary Mining Licence - All Minerals other than Building Material,Au
3585,Application Recommended,,False,PML004544EZ,Application PML Licenses,71592,Hectares,2012-03-26T08:40:00,9,Gold,Part 1,"Hassan H. Semkiwa (20%), Mashaka H. Semkiwa (20%), Mashaka Kipande (20%), Omari Hatibu Mwindadi (20%), Fuad R. Semkiwa (20%)",,10.0,Primary Mining Licence - All Minerals other than Building Material,Au
3586,Application Recommended,,False,PML004548EZ,Application PML Licenses,71593,Hectares,2012-03-26T08:40:00,9,Gold,Part 1,"Hassan H. Semkiwa (20%), Mashaka H. Semkiwa (20%), Mashaka Kipande (20%), Omari Hatibu Mwindadi (20%), Fuad R. Semkiwa (20%)",,10.0,Primary Mining Licence - All Minerals other than Building Material,Au
3587,Application,,False,DO 474/2012,Application PML Licenses,71594,Hectares,2012-05-15T11:00:00,9,Gemstones,Part 1,Saadat Ahamed Abdallah (100%),,7.99,Primary Mining Licence - All Minerals other than Building Material,Gem
3588,Application,,False,SGD 1175/2011,Application PML Licenses,71595,Hectares,2011-11-01T13:50:00,9,Copper,Part 1,"Cletty Laurence mjema (17%), Omari Ramadhani Omari (17%), Robert Gabriel Mmari (17%), Gabriel Exaud Mmari (17%), Exaud Gabriel Mmari (17%), Hans Robert Mmari (17%)",,6.1,Primary Mining Licence - All Minerals other than Building Material,Cu
3589,Application,,False,GTA0025/2013,Application PML Licenses,71598,Hectares,2013-08-01T09:01:00,9,Gold,Part 1,Hussein Nassor Amar (100%),,,Primary Mining Licence - All Minerals other than Building Material,Au
3590,Application Recommended,,False,MPD1385/2012,Application PML Licenses,71606,Hectares,2012-09-20T09:10:00,9,Copper,Part 1,Stanford Douglas (100%),,9.28,Primary Mining Licence - All Minerals other than Building Material,Cu
3591,Application Recommended,,False,TA. 34/2011,Application PML Licenses,71609,Hectares,2011-05-25T10:10:00,9,Building Materials,Part 2,GEREZA KUU-MAWENI (100%),,4.88,Primary Mining Licence - Building Material,BM
3592,Application,,False,TA. 35/2011,Application PML Licenses,71612,Hectares,2011-05-25T10:10:00,9,Building Materials,Part 2,GEREZA KUU-MAWENI (100%),,4.46,Primary Mining Licence - Building Material,BM
3593,Application Recommended,,False,PML002293EZ,Application PML Licenses,71623,Hectares,2004-05-12T09:52:00,9,Gypsum,Part 1,Shams Zariha Kitule (100%),,9.98,Primary Mining Licence - All Minerals other than Building Material,Gypsum
3594,Application,,False,DO 436/2012,Application PML Licenses,71624,Hectares,2012-04-18T14:03:00,9,Gold,Part 1,"Sophia Mangaida (3%), Athumani Ramadhan (3%), Daniel Wilisoni (3%), Aziza I. Ramadhani (3%), Abubakary A. Mtinangi (3%), Omary R. Chepa (3%), Joseph Ghaliku (3%), Salumu Muhita (3%), Ally I. Tura (3%), Atanas Mbaga (3%), Shaibu H. Janja (3%), Iddi A. Mat",,69.34,Primary Mining Licence - All Minerals other than Building Material,Au
3595,Application Recommended,,False,KGM191/2011,Application PML Licenses,71626,Hectares,2011-03-21T02:57:00,9,Copper,Part 1,"Mashaka Shabani (33%), Hamisi Abdala Mkwafi (33%), Hassani Juma Shabani (33%)",,9.99,Primary Mining Licence - All Minerals other than Building Material,Cu
3596,Application,,False,DO 437/2012,Application PML Licenses,71627,Hectares,2012-04-18T14:03:00,9,Gold,Part 1,"Sophia Mangaida (3%), Athumani Ramadhan (3%), Daniel Wilisoni (3%), Aziza I. Ramadhani (3%), Abubakary A. Mtinangi (3%), Omary R. Chepa (3%), Joseph Ghaliku (3%), Salumu Muhita (3%), Ally I. Tura (3%), Atanas Mbaga (3%), Shaibu H. Janja (3%), Iddi A. Mat",,9.91,Primary Mining Licence - All Minerals other than Building Material,Au
3597,Application Recommended,,False,Ar 626/2011,Application PML Licenses,71628,Hectares,2011-10-19T12:50:00,9,Gemstones,Part 1,Abubakari S. Mwamba (100%),,7.11,Primary Mining Licence - All Minerals other than Building Material (MA 1998),Gem
3598,Application Recommended,,False,Ar 627/2011,Application PML Licenses,71635,Hectares,2011-10-19T12:50:00,9,Gemstones,Part 1,Abubakari S. Mwamba (100%),,7.48,Primary Mining Licence - All Minerals other than Building Material (MA 1998),Gem
3599,Application,,False,Mo.1438/2011,Application PML Licenses,71647,Hectares,2011-03-24T12:35:00,9,Iron Ore,Part 1,"Aloyce Lakayai (50%), Noah Paralais (50%)",,13.43,Primary Mining Licence - All Minerals other than Building Material,FE
3600,Application Recommended,,False,PML009940EZ,Application PML Licenses,71665,Hectares,2012-03-12T10:00:00,9,Building Materials,Part 1,"Emanuel Samwel (33%), Joseph Kikafu (33%), Ngwanambiti Madirisha (33%)",,5.0,Primary Mining Licence - Building Material,BM
3601,Application Recommended,,False,PML009957EZ,Application PML Licenses,71667,Hectares,2012-03-12T10:00:00,9,Building Materials,Part 1,"Emanuel Samwel (33%), Joseph Kikafu (33%), Ngwanambiti Madirisha (33%)",,5.0,Primary Mining Licence - Building Material,BM
3602,Application Recommended,,False,PML009958EZ,Application PML Licenses,71670,Hectares,2012-03-12T10:00:00,9,Building Materials,Part 1,"Emanuel Samwel (33%), Joseph Kikafu (33%), Ngwanambiti Madirisha (33%)",,5.0,Primary Mining Licence - Building Material,BM
3603,Application Recommended,,False,PML007244EZ,Application PML Licenses,71688,Hectares,2012-05-03T11:15:00,9,Gold,Part 1,Rashid Singano (100%),,9.44,Primary Mining Licence - All Minerals other than Building Material,Au
3604,Application Recommended,,False,PML000735LZ,Application PML Licenses,71690,Hectares,2012-04-16T09:30:00,9,Gold,Part 1,Muniko Constantine Magoiga (100%),,2.5,Primary Mining Licence - Building Material,Au
3605,Application Modified,,False,SGD 701A/2010,Application PML Licenses,71691,Hectares,2010-11-03T18:17:00,9,Gold,Part 1,Paschal Musira Rugembe (100%),,6.6,Primary Mining Licence - All Minerals other than Building Material,Au
3606,Application Recommended,,False,PML000343WZ,Application PML Licenses,71736,Hectares,2011-07-05T12:03:00,9,Copper,Part 1,"Zulekha A.  Bahador (33%), Charles John Mganga (33%), Saidi Selemani Sanyeo (33%)",,9.98,Primary Mining Licence - All Minerals other than Building Material,Cu
3607,Application Recommended,,False,Mo.1676/2011,Application PML Licenses,71751,Hectares,2011-04-11T04:00:00,9,Kyanite,Part 1,"Modestus Josephat Lukonge (33%), Frank Lucas Mabuga (33%), Mzee Daudi (33%)",,9.24,Primary Mining Licence - All Minerals other than Building Material,KYN
3608,Application Recommended,,False,PML008123EZ,Application PML Licenses,71753,Hectares,2011-02-15T12:07:00,9,Iron Ore,Part 1,Najib Othmani (100%),,9.43,Primary Mining Licence - All Minerals other than Building Material,FE
3609,Application Recommended,,False,KGM0950/2012,Application PML Licenses,71786,Hectares,2012-09-05T04:21:00,9,Iron,Part 1,Kigata Ndalanga (100%),,9.69,Primary Mining Licence - All Minerals other than Building Material,Fe
3610,Application Recommended,,False,AR 949/2012,Application PML Licenses,71790,Hectares,2012-04-03T04:00:00,9,Gold,Part 1,Hillel Kaliwaya (100%),,3.16,Primary Mining Licence - All Minerals other than Building Material,Au
3611,Application Recommended,,False,PML008080EZ,Application PML Licenses,71798,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,8.01,Primary Mining Licence - All Minerals other than Building Material,Fe
3612,Application Recommended,,False,PML008181EZ,Application PML Licenses,71801,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,9.43,Primary Mining Licence - All Minerals other than Building Material,Fe
3613,Application Recommended,,False,PML008081EZ,Application PML Licenses,71805,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,9.43,Primary Mining Licence - All Minerals other than Building Material,Fe
3614,Application Recommended,,False,PML008083EZ,Application PML Licenses,71806,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,8.14,Primary Mining Licence - All Minerals other than Building Material,Fe
3615,Application Recommended,,False,PML008085EZ,Application PML Licenses,71807,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,7.29,Primary Mining Licence - All Minerals other than Building Material,Fe
3616,Application Recommended,,False,PML008183EZ,Application PML Licenses,71808,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,9.43,Primary Mining Licence - All Minerals other than Building Material,Fe
3617,Application Recommended,,False,PML008087EZ,Application PML Licenses,71809,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,7.62,Primary Mining Licence - All Minerals other than Building Material,Fe
3618,Application Recommended,,False,PML008185EZ,Application PML Licenses,71810,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,5.76,Primary Mining Licence - All Minerals other than Building Material,Fe
3619,Application Recommended,,False,PML008100EZ,Application PML Licenses,71812,Hectares,2011-04-20T12:00:00,9,Iron,Part 1,Fatuma Ayoub Msuya (100%),,9.43,Primary Mining Licence - All Minerals other than Building Material,Fe
3620,Application Recommended,,False,Mo. 1724/2011,Application PML Licenses,71813,Hectares,2011-04-20T12:45:00,9,Iron Ore,Part 1,Hamida Msuya (100%),,0.08,Primary Mining Licence - All Minerals other than Building Material,FE
3621,Application Recommended,,False,PML008127EZ,Application PML Licenses,71815,Hectares,2011-02-15T12:07:00,9,Iron Ore,Part 1,Najib Othmani (100%),,9.43,Primary Mining Licence - All Minerals other than Building Material,FE
3622,Application,,False,DO 557/2012,Application PML Licenses,71830,Hectares,2012-06-05T03:00:00,9,Gemstones,Part 1,"Saidi A. Msangi (50%), Julian J. Moshi (50%)",,9.45,Primary Mining Licence - All Minerals other than Building Material,Gem
3623,Application,,False,MB 726/2011,Application PML Licenses,71838,Hectares,2011-10-24T08:30:00,9,Copper,Part 1,"Benson G. Mwakilembe (50%), Ziadi Hamza Igangula (50%)",,9.95,Primary Mining Licence - All Minerals other than Building Material,Cu
3624,Application,,False,MB 728/2011,Application PML Licenses,71839,Hectares,2011-10-24T08:30:00,9,Copper,Part 1,"Benson G. Mwakilembe (50%), Ziadi Hamza Igangula (50%)",,9.95,Primary Mining Licence - All Minerals other than Building Material,Cu
3625,Application,,False,DO 306/2011,Application PML Licenses,71848,Hectares,2011-11-18T01:00:00,9,Copper,Part 1,"Kigu Emmanuel Kigunia (14%), Hassan Hatibu (14%), Hamisi Chomola (14%), Daniel J Chiwanga (14%), Thabit Janas Chambuso (14%), Nassor S. Soud (14%), Ally Hashim Ally (14%)",,0.77,Primary Mining Licence - All Minerals other than Building Material,Cu
3626,Application Recommended,,False,CH 246/2012,Application PML Licenses,71852,Hectares,2012-07-24T08:30:00,9,Gold,Part 1,Aidan Andrea Msigwa (100%),,8.64,Primary Mining Licence - All Minerals other than Building Material,Au
3627,Application,,False,SGD 569/2010,Application PML Licenses,71857,Hectares,2010-10-22T12:45:00,9,Gold,Part 1,"Isihaka Abdilah Nanjota (15%), Yusuph Mwandami (14%), Emmanuel H. Zulungu (14%), Dorkas Manase (14%), Ramadhani Masoud (14%), Nkurwi Jacob Gabriel (14%), Rutahula Andrew (14%)",,6.29,Primary Mining Licence - All Minerals other than Building Material,Au
