id,status,dtegranted,archived,code,LayerName,objectid,areaunit,dteapplied,LayerID,commodities,part,parties,dteexpires,areavalue,type,commoditiescd
1,Active,2012-12-31T00:00:00,False,PL 8698/2012,Active PL Licenses,69948,Square Kilometres,2012-10-04T16:00:00,0,Copper,Part 1,S.S. International Limited (100%),2016-12-30T00:00:00,61.3,Prospecting Licence - Metallic Minerals,Cu
2,Active,2013-02-08T00:00:00,False,PL 8945/2013,Active PL Licenses,69970,Square Kilometres,2012-10-12T04:00:00,0,Diamond,Part 1,"Shams  Kanani (50%), Pradeep Gajjar (50%)",2017-02-07T00:00:00,45.35,Prospecting Licence - Kimberlitic Diamond,DIA
3,Active,2012-10-16T01:00:00,False,PL 8418/2012,Active PL Licenses,70073,Square Kilometres,2012-08-29T12:30:00,0,Uranium,Part 1,Uranex Tanzania Limited (100%),2016-10-15T01:00:00,63.68,Prospecting Licence - Energy Minerals,U
4,Pending Transfer,2012-05-25T01:00:00,False,PL 7913/2012,Active PL Licenses,70097,Square Kilometres,2011-11-18T03:30:00,0,Graphite,Part 1,Hillel Deogratius Msahara (100%),2016-05-24T01:00:00,153.66,Prospecting Licence - Industrial Minerals,GRF
5,Pending Transfer,2012-05-25T01:00:00,False,PL 7907/2012,Active PL Licenses,70176,Square Kilometres,2011-11-18T03:30:00,0,Graphite,Part 1,Atupokile Ezekiel (100%),2016-05-24T01:00:00,53.78,Prospecting Licence - Industrial Minerals,GRF
6,Pending Transfer,2012-05-25T01:00:00,False,PL 7907/2012,Active PL Licenses,70177,Square Kilometres,2011-11-18T03:30:00,0,Graphite,Part 14,Atupokile Ezekiel (100%),2016-05-24T01:00:00,53.78,Prospecting Licence - Industrial Minerals,GRF
7,Active,2014-08-13T01:00:00,False,PL 10130/2014,Active PL Licenses,70187,Square Kilometres,2012-05-23T14:00:00,0,Base Metal,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,62.23,Prospecting Licence - Metallic Minerals,Base Metal
8,Active,2014-08-13T01:00:00,False,PL 10129/2014,Active PL Licenses,70189,Square Kilometres,2012-05-23T14:00:00,0,Gold,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,224.38,Prospecting Licence - Metallic Minerals,Au
9,Active,2014-08-13T01:00:00,False,PL 10120/2014,Active PL Licenses,70196,Square Kilometres,2012-05-23T14:00:00,0,Gold,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,98.88,Prospecting Licence - Metallic Minerals,Au
10,Active,2014-08-29T01:00:00,False,PL 10181/2014,Active PL Licenses,70197,Square Kilometres,2012-05-23T14:00:00,0,Copper,Part 1,Mkata Mining Investment Limited (100%),2018-08-28T01:00:00,30.8,Prospecting Licence - Metallic Minerals,Cu
11,Active,2014-08-13T01:00:00,False,PL 10131/2014,Active PL Licenses,70201,Square Kilometres,2012-05-23T14:00:00,0,Copper,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,45.52,Prospecting Licence - Metallic Minerals,Cu
12,Active,2014-08-29T01:00:00,False,PL 10133/2014,Active PL Licenses,70202,Square Kilometres,2012-05-23T14:00:00,0,Base Metal,Part 1,Mkata Mining Investment Limited (100%),2018-08-28T01:00:00,238.05,Prospecting Licence - Metallic Minerals,Base Metal
13,Active,2013-11-01T00:00:00,False,PL 9443/2013,Active PL Licenses,70207,Square Kilometres,2012-09-03T15:18:00,0,Gold,Part 1,Resolute (Tanzania) Limited (100%),2017-10-31T00:00:00,19.17,Prospecting Licence - Metallic Minerals,Au
14,Active - In Default,2012-09-03T01:00:00,False,PL 8202/2012,Active PL Licenses,70261,Square Kilometres,2012-05-18T15:47:00,0,Graphite,Part 1,"Nuru Ligoha (50%), Daniel Ligoha (50%)",2016-09-02T01:00:00,60.78,Prospecting Licence - Industrial Minerals,GRF
15,Active - In Default,2012-09-17T01:00:00,False,PL 8207/2012,Active PL Licenses,70262,Square Kilometres,2012-05-18T15:47:00,0,Graphite,Part 1,"Allen B. Riziki (33%), Joyce Kasanula (33%), Gustav Hokororo (33%)",2016-09-16T01:00:00,21.94,Prospecting Licence - Industrial Minerals,GRF
16,Active - In Default,2012-06-04T01:00:00,False,PL 7997/2012,Active PL Licenses,70399,Square Kilometres,2011-11-04T11:40:00,0,Copper,Part 1,Jubilee Resources Limited  (100%),2016-06-03T01:00:00,88.09,Prospecting Licence - Metallic Minerals,Cu
17,Active,2013-02-08T00:00:00,False,PL 8910/2013,Active PL Licenses,70475,Square Kilometres,2012-09-27T11:30:00,0,Limestone,Part 1,Mugelwa James Mgendwa (100%),2017-02-07T00:00:00,108.38,Prospecting Licence - Industrial Minerals,LST
18,Active,2012-08-22T01:00:00,False,PL 8196/2012,Active PL Licenses,70612,Square Kilometres,2012-04-30T16:30:00,0,Sand,Part 1,Active Resources (T) Limited (100%),2016-08-21T01:00:00,224.34,Prospecting Licence - Industrial Minerals,Sand
19,Active,2014-01-24T00:00:00,False,PL 9569/2014,Active PL Licenses,70640,Square Kilometres,2011-03-21T07:35:00,0,Gold,Part 1,Mang'onyi Dhahabu Limited (100%),2018-01-23T00:00:00,46.96,Prospecting Licence - Metallic Minerals,Au
20,Active,2013-04-08T01:00:00,False,PL 9078/2013,Active PL Licenses,70750,Square Kilometres,2012-08-02T02:45:00,0,Gold,Part 1,Salim S. Madinga (100%),2017-04-07T01:00:00,6.71,Prospecting Licence - Metallic Minerals,Au
21,Active,2012-02-13T00:00:00,False,PL 7638/2012,Active PL Licenses,70765,Square Kilometres,2011-09-21T04:26:00,0,Gold,Part 1,Supras Resources (TZ) Limited (100%),2016-02-12T00:00:00,28.3,Prospecting Licence - Metallic Minerals,Au
22,Active,2012-06-18T01:00:00,False,PL 8030/2012,Active PL Licenses,70779,Square Kilometres,2012-03-28T14:36:00,0,Gold,Part 1,Trilith Resources (T) Limited (100%),2016-06-17T01:00:00,156.42,Prospecting Licence - Metallic Minerals,Au
23,Active,2011-10-25T01:00:00,False,PL 7290/2011,Active PL Licenses,70798,Square Kilometres,2011-07-08T12:20:00,0,Gold,Part 1,Songshan Geology Minerals (T) Co. Limited (100%),2015-10-24T01:00:00,102.43,Prospecting Licence - Metallic Minerals,Au
24,Active - In Default,2012-02-13T00:00:00,False,PL 7606/2012,Active PL Licenses,70799,Square Kilometres,2011-07-04T12:46:00,0,Copper,Part 1,Mkisinga Ally (100%),2016-02-12T00:00:00,34.56,Prospecting Licence - Metallic Minerals,Cu
25,Active,2013-03-27T00:00:00,False,PL 9057/2013,Active PL Licenses,70849,Square Kilometres,2012-10-15T15:50:00,0,Gold,Part 1,Ibrahim Wankanga Marwa (100%),2017-03-26T00:00:00,3.58,Prospecting Licence - Metallic Minerals,Au
26,Active,2014-08-13T01:00:00,False,PL 10123/2014,Active PL Licenses,71030,Square Kilometres,2012-05-23T14:00:00,0,Limestone,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,59.05,Prospecting Licence - Industrial Minerals,LST
27,Active,2012-09-03T01:00:00,False,PL 8241/2012,Active PL Licenses,71122,Square Kilometres,2012-05-28T09:35:00,0,Gold,Part 1,Amin Kilahama Rashid (100%),2016-09-02T01:00:00,72.65,Prospecting Licence - Metallic Minerals,Au
28,Active,2012-01-23T00:00:00,False,PL 7591/2012,Active PL Licenses,71287,Square Kilometres,2011-02-23T13:30:00,0,Gold,Part 1,canaco Tanzania Limited (100%),2016-01-22T00:00:00,114.46,Prospecting Licence - Metallic Minerals,Au
29,Active,2011-12-22T00:00:00,False,PL 7491/2011,Active PL Licenses,71290,Square Kilometres,2011-01-26T02:40:00,0,Gold,Part 1,"Jesson David (16%), Irene Nguruwe (14%), Thomas N. Victor (14%), Terrie Agness (14%), Cedrick Kapongo (14%), Regina Ngombale (14%), Thomas Tomas (14%)",2015-12-21T00:00:00,284.45,Prospecting Licence - Metallic Minerals,Au
30,Active,2011-11-16T00:00:00,False,PL 7252/2011,Active PL Licenses,71297,Square Kilometres,2011-02-23T12:15:00,0,Coal,Part 1,Off Route Technologies (T) Limited (100%),2015-11-15T00:00:00,67.48,Prospecting Licence - Energy Minerals,Coal
31,Active - In Default,2012-09-17T01:00:00,False,PL8227/2012,Active PL Licenses,71302,Square Kilometres,2011-02-23T13:30:00,0,Copper,Part 1,"Bertram Mbaga Eyakuze (50%), Mohammed Abdallah Mkwayu (50%)",2016-09-16T01:00:00,28.99,Prospecting Licence - Metallic Minerals,Cu
32,Active,2014-07-08T01:00:00,False,PL 9938/2014,Active PL Licenses,71372,Square Kilometres,2013-05-06T12:45:00,0,Nickel,Part 1,Ngwena Limited (100%),2018-07-07T01:00:00,50.05,Prospecting Licence - Metallic Minerals,Ni
33,Active,2013-08-02T01:00:00,False,PL 9307/2013,Active PL Licenses,71386,Square Kilometres,2013-05-06T16:19:00,0,Graphite,Part 1,Alex Chuma Kapama (100%),2017-08-01T01:00:00,2.8,Prospecting Licence - Metallic Minerals,GRF
34,Active,2013-10-04T01:00:00,False,PL 9331/2013,Active PL Licenses,71596,Square Kilometres,2013-05-27T04:10:00,0,Graphite,Part 1,Alex Chuma Kapama (100%),2017-10-03T01:00:00,2.76,Prospecting Licence - Industrial Minerals,GRF
35,Active,2013-10-04T01:00:00,False,PL 9344/2013,Active PL Licenses,71601,Square Kilometres,2013-05-27T04:10:00,0,Graphite,Part 3,Alex Chuma Kapama (100%),2017-10-03T01:00:00,1.37,Prospecting Licence - Industrial Minerals,GRF
36,Active - In Default,2012-09-28T01:00:00,False,PL 8351/2012,Active PL Licenses,72021,Square Kilometres,2012-05-24T12:00:00,0,Gold,Part 1,Bilionea Gold Mining Limited (100%),2016-09-27T01:00:00,44.53,Prospecting Licence - Metallic Minerals,Au
37,Active - In Default,2012-09-28T01:00:00,False,PL 8339/2012,Active PL Licenses,72022,Square Kilometres,2012-05-24T12:00:00,0,Gold,Part 1,Bilionea Gold Mining Limited (100%),2016-09-27T01:00:00,17.91,Prospecting Licence - Metallic Minerals,Au
38,Active,2011-12-06T00:00:00,False,PL 7296/2011,Active PL Licenses,72064,Square Kilometres,2011-08-10T02:00:00,0,Gold,Part 1,Kudu Resources (TZ) Limited (100%),2015-12-05T00:00:00,14.39,Prospecting Licence - Metallic Minerals,Au
39,Active,2011-12-19T00:00:00,False,PL 7478/2011,Active PL Licenses,72065,Square Kilometres,2011-08-10T02:00:00,0,Gold,Part 1,Henan Afro-Asia Geo-Engineering (Tanzania) Company Limited (100%),2015-12-18T00:00:00,36.8,Prospecting Licence - Metallic Minerals,Au
40,Active - In Default,2012-05-25T01:00:00,False,PL 7868/2012,Active PL Licenses,72099,Square Kilometres,2012-01-24T08:30:00,0,Industrial Minerals,Part 1,Tanzania Portland Cement Company Limited (100%),2016-05-24T01:00:00,3.08,Prospecting Licence - Industrial Minerals,Industrial Minerals
41,Active,2012-07-19T01:00:00,False,PL 8123/2012,Active PL Licenses,72111,Square Kilometres,2012-04-20T15:00:00,0,Sand,Part 1,Jacana Resources (Tanzania) Limited (100%),2016-07-18T01:00:00,38.06,Prospecting Licence - Industrial Minerals,Sand
42,Active,2014-08-29T01:00:00,False,PL 10185/2014,Active PL Licenses,72164,Square Kilometres,2011-06-23T08:30:00,0,Gold,Part 1,Chomoza Tanzania Limited (100%),2018-08-28T01:00:00,8.42,Prospecting Licence - Metallic Minerals,Au
43,Active - In Default,2012-09-03T01:00:00,False,PL 8195/2012,Active PL Licenses,72183,Square Kilometres,2011-06-23T13:15:00,0,Gold,Part 1,"David Joseph (50%), Josephat Mwita (50%)",2016-09-02T01:00:00,10.25,Prospecting Licence - Metallic Minerals,Au
44,Active,2013-09-11T01:00:00,False,PL 9308/2013,Active PL Licenses,72190,Square Kilometres,2012-02-03T11:38:00,0,Gold,Part 1,Alice Augustino Shillah (100%),2017-09-10T01:00:00,1.25,Prospecting Licence - Metallic Minerals,Au
45,Active,2012-01-04T00:00:00,False,PL 7523/2012,Active PL Licenses,72466,Square Kilometres,2011-06-27T13:30:00,0,Gold,Part 1,Sydney  Nkongoki (100%),2016-01-03T00:00:00,10.23,Prospecting Licence - Metallic Minerals,Au
46,Active - In Default,2012-02-23T00:00:00,False,PL 7643/2012,Active PL Licenses,72473,Square Kilometres,2011-06-28T02:30:00,0,Iron,Part 2,Dotto Moshi Mahela (100%),2016-02-22T00:00:00,44.34,Prospecting Licence - Metallic Minerals,Fe
47,Active,2011-11-22T00:00:00,False,PL 7346/2011,Active PL Licenses,72475,Square Kilometres,2011-06-27T04:00:00,0,Gold,Part 1,Supras Resources (TZ) Limited (100%),2015-11-21T00:00:00,68.16,Prospecting Licence - Metallic Minerals,Au
48,Active,2014-07-22T01:00:00,False,PL 10011/2014,Active PL Licenses,72671,Square Kilometres,2014-02-21T10:42:00,0,Gold,Part 1,Sekenke Exploration Limited (100%),2018-07-21T01:00:00,13.01,Prospecting Licence - Metallic Minerals,Au
49,Active,2012-12-24T00:00:00,False,PL 8568/2012,Active PL Licenses,72690,Square Kilometres,2012-06-29T10:50:00,0,Graphite,Part 1,"Alex Balomi (25%), Jahngir Aziz (25%), Akram Aziz (25%), Jamak Said (25%)",2016-12-23T00:00:00,0.6,Prospecting Licence - Industrial Minerals,GRF
50,Active,2012-08-07T01:00:00,False,PL 8134/2012,Active PL Licenses,72751,Square Kilometres,2012-04-30T16:30:00,0,Sand,Part 1,Active Resources (T) Limited (100%),2016-08-06T01:00:00,288.99,Prospecting Licence - Industrial Minerals,Sand
51,Active,2012-08-22T01:00:00,False,PL 8197/2012,Active PL Licenses,72752,Square Kilometres,2012-04-30T16:30:00,0,Sand,Part 1,Active Resources (T) Limited (100%),2016-08-21T01:00:00,263.66,Prospecting Licence - Industrial Minerals,Sand
52,Active,2014-05-12T01:00:00,False,PL 9721/2014,Active PL Licenses,72754,Square Kilometres,2012-05-02T12:00:00,0,Gold,Part 1,Moonstan Gemstone Mining Co.Limited (100%),2018-05-11T01:00:00,6.64,Prospecting Licence - Metallic Minerals,Au
53,Active,2013-03-27T00:00:00,False,PL 8856/2013,Active PL Licenses,72866,Square Kilometres,2012-11-27T11:53:00,0,Gold,Part 1,Aureous Resources (T) Limited (100%),2017-03-26T00:00:00,52.85,Prospecting Licence - Metallic Minerals,Au
54,Active,2014-01-24T00:00:00,False,PL 9570/2014,Active PL Licenses,72947,Square Kilometres,2012-07-10T10:30:00,0,Gold,Part 1,Pangea Minerals Limited (100%),2018-01-23T00:00:00,14.74,Prospecting Licence - Metallic Minerals,Au
55,Active,2011-10-25T01:00:00,False,PL 7304/2011,Active PL Licenses,72954,Square Kilometres,2011-08-05T12:20:00,0,Gold,Part 1,Songshan Geology Minerals (T) Co. Limited (100%),2015-10-24T01:00:00,48.32,Prospecting Licence - Metallic Minerals,Au
56,Active,2011-10-26T01:00:00,False,PL 7299/2011,Active PL Licenses,72958,Square Kilometres,2011-08-05T12:20:00,0,Gold,Part 1,Songshan Geology Minerals (T) Co. Limited (100%),2015-10-25T01:00:00,46.59,Prospecting Licence - Metallic Minerals,Au
57,Active - In Default,2012-09-17T01:00:00,False,PL 8210/2012,Active PL Licenses,73016,Square Kilometres,2012-05-16T12:45:00,0,Graphite,Part 1,"Joyce Kasanula (50%), Allen B. Riziki (50%)",2016-09-16T01:00:00,167.7,Prospecting Licence - Industrial Minerals,GRF
58,Active,2013-11-21T00:00:00,False,PL 9470/2013,Active PL Licenses,73019,Square Kilometres,2012-05-16T13:27:00,0,Gold,Part 1,Mwamba Resources Limited (100%),2017-11-20T00:00:00,0.44,Prospecting Licence - Metallic Minerals,Au
59,Active,2012-08-07T01:00:00,False,PL 8143/2012,Active PL Licenses,73021,Square Kilometres,2012-05-16T13:26:00,0,Limestone,Part 1,Eagle Cement Company Limited (100%),2016-08-06T01:00:00,13.76,Prospecting Licence - Industrial Minerals,LST
60,Active,2012-05-30T01:00:00,False,PL 7958/2012,Active PL Licenses,73111,Square Kilometres,2012-03-12T12:09:00,0,Coal,Part 1,Aarti Minerals & Mining (Tanzania) Limited (100%),2016-05-29T01:00:00,58.42,Prospecting Licence - Metallic Minerals,Coal
61,Active - In Default,2011-12-15T00:00:00,False,PL 7292/2011,Active PL Licenses,73135,Square Kilometres,2011-03-22T02:05:00,0,Gold,Part 1,DMT Mining limited (100%),2015-12-14T00:00:00,3.73,Prospecting Licence - Metallic Minerals,Au
62,Active,2012-06-04T01:00:00,False,PL 7983/2012,Active PL Licenses,73154,Square Kilometres,2011-07-26T12:53:00,0,Gold,Part 1,Finix International Limited (100%),2016-06-03T01:00:00,23.33,Prospecting Licence - Metallic Minerals,Au
63,Active - In Default,2012-10-16T01:00:00,False,PL 8417/2012,Active PL Licenses,73181,Square Kilometres,2008-08-28T12:30:00,0,Uranium,Part 1,Uranex Tanzania Limited (100%),2016-10-15T01:00:00,6.26,Prospecting Licence - Energy Minerals,U
64,Active,2014-05-08T01:00:00,False,PL 9703/2014,Active PL Licenses,73270,Square Kilometres,2012-04-24T15:00:00,0,Tin,Part 1,Ally Mbarak Mohamed (100%),2018-05-07T01:00:00,4.83,Prospecting Licence - Metallic Minerals,SN
65,Active,2014-05-08T01:00:00,False,PL 9699/2014,Active PL Licenses,73363,Square Kilometres,2011-07-25T12:05:00,0,Gold,Part 1,Ru Gold Tanzania Limited (100%),2018-05-07T01:00:00,30.73,Prospecting Licence - Metallic Minerals,Au
66,Active,2014-08-29T01:00:00,False,PL 10149/2014,Active PL Licenses,73432,Square Kilometres,2013-09-05T15:52:00,0,Gold,Part 1,Twigg Gold Limited (100%),2018-08-28T01:00:00,39.77,Prospecting Licence - Metallic Minerals,Au
67,Active,2014-05-08T01:00:00,False,PL 9706/2014,Active PL Licenses,73515,Square Kilometres,2010-11-11T02:00:00,0,Gold,Part 1,"Betram Mbaga Eyakuze (50%), Mohammed Abdallah Mkwayu (50%)",2018-05-07T01:00:00,20.44,Prospecting Licence - Metallic Minerals,Au
68,Active,2013-04-29T01:00:00,False,PL 9123/2013,Active PL Licenses,73619,Square Kilometres,2012-10-10T16:00:00,0,Coal,Part 1,Denis Osmund (100%),2017-04-28T01:00:00,21.85,Prospecting Licence - Energy Minerals,Coal
69,Active,2012-12-10T00:00:00,False,PL 7829/2012,Active PL Licenses,73748,Square Kilometres,2011-10-03T12:10:00,0,Gold,Part 1,Canaco Tanzania Limited (100%),2016-12-09T00:00:00,2.64,Prospecting Licence - Metallic Minerals,Au
70,Active,2014-07-02T01:00:00,False,PL 9868/2014,Active PL Licenses,73766,Square Kilometres,2012-07-02T14:20:00,0,Gold,Part 1,Kakapo Resources Limited  (100%),2018-07-01T01:00:00,6.05,Prospecting Licence - Metallic Minerals,Au
71,Active,2010-03-30T01:00:00,False,PL 6331/2010,Active PL Licenses,73771,Square Kilometres,2008-08-07T08:30:00,0,Gold,Part 1,North Mara Gold Mine Limited (100%),2016-03-29T01:00:00,19.75,Prospecting Licence - Metallic Minerals,Au
72,Active - In Default,2011-11-21T00:00:00,False,PL 7363/2011,Active PL Licenses,73792,Square Kilometres,2011-08-29T16:10:00,0,Gold,Part 1,AFGF ( Tanzania ) Limited (100%),2015-11-20T00:00:00,243.01,Prospecting Licence - Metallic Minerals,Au
73,Active,2011-11-17T00:00:00,False,PL 7333/2011,Active PL Licenses,73794,Square Kilometres,2011-08-23T11:30:00,0,Gold,Part 1,Ghania Hamdun Seif (100%),2015-11-16T00:00:00,83.12,Prospecting Licence - Metallic Minerals,Au
74,Active,2011-11-28T00:00:00,False,PL 7332/2011,Active PL Licenses,73803,Square Kilometres,2011-08-30T11:30:00,0,Gold,Part 1,Ghania Hamdun Seif (100%),2015-11-27T00:00:00,30.67,Prospecting Licence - Metallic Minerals,Au
75,Active,2012-01-04T00:00:00,False,PL 7538/2012,Active PL Licenses,73804,Square Kilometres,2011-08-30T11:30:00,0,Chromium,Part 1,Ghania Hamdun Seif (100%),2016-01-03T00:00:00,47.27,Prospecting Licence - Metallic Minerals,Cr
76,Active - In Default,2013-01-28T00:00:00,False,PL 8798/2013,Active PL Licenses,73890,Square Kilometres,2012-07-24T11:20:00,0,Phosphates,Part 1,Makwini Resources Limited (100%),2017-01-27T00:00:00,17.31,Prospecting Licence - Industrial Minerals,Phos
77,Active,2014-06-30T01:00:00,False,PL 9887/2014,Active PL Licenses,73962,Square Kilometres,2012-05-15T13:47:00,0,Uranium,Part 1,Ruvuma Resources Limited (100%),2018-06-29T01:00:00,71.03,Prospecting Licence - Energy Minerals,U
78,Active - In Default,2011-10-25T01:00:00,False,PL 7285/2011,Active PL Licenses,74027,Square Kilometres,2011-08-29T04:00:00,0,Gold,Part 1,Global Sky Mining And Exploration Limited (100%),2015-10-24T01:00:00,145.86,Prospecting Licence - Metallic Minerals,Au
79,Active - In Default,2012-01-15T00:00:00,False,PL 7544/2012,Active PL Licenses,74067,Square Kilometres,2011-08-18T03:05:00,0,Gold,Part 1,Bin Affan & Sons Limited (100%),2016-01-14T00:00:00,5.7,Prospecting Licence - Metallic Minerals,Au
80,Active,2011-12-05T00:00:00,False,PL 7405/2011,Active PL Licenses,74115,Square Kilometres,2011-08-18T03:30:00,0,Gold,Part 1,Kudu Resources (TZ) Limited (100%),2015-12-04T00:00:00,6.82,Prospecting Licence - Metallic Minerals,Au
81,Active,2011-11-17T00:00:00,False,PL 7344/2011,Active PL Licenses,74117,Square Kilometres,2011-08-18T03:30:00,0,Gold,Part 1,Kudu Resources (TZ) Limited (100%),2015-11-16T00:00:00,63.49,Prospecting Licence - Metallic Minerals,Au
82,Active,2012-05-30T01:00:00,False,PL 7956/2012,Active PL Licenses,74138,Square Kilometres,2012-03-08T08:35:00,0,Tin,Part 3,Elisha Zephania Mhini (100%),2016-05-29T01:00:00,43.89,Prospecting Licence - Metallic Minerals,SN
83,Active - In Default,2012-12-12T00:00:00,False,PL 8532/2012,Active PL Licenses,74234,Square Kilometres,2011-08-24T04:10:00,0,Coal,Part 1,Hafidhi Jonggradgorn (100%),2016-12-11T00:00:00,58.59,Prospecting Licence - Energy Minerals,Coal
84,Active,2011-10-25T01:00:00,False,PL 7284/2011,Active PL Licenses,74237,Square Kilometres,2011-08-29T04:00:00,0,Gold,Part 1,B-Sky Mining Co Limited (100%),2015-10-24T01:00:00,65.71,Prospecting Licence - Metallic Minerals,Au
85,Active,2011-10-25T01:00:00,False,PL 7287/2011,Active PL Licenses,74238,Square Kilometres,2011-08-30T13:26:00,0,Gold,Part 1,Beyond Sky Co. Limited (100%),2015-10-24T01:00:00,34.49,Prospecting Licence - Metallic Minerals,Au
86,Active,2014-08-11T01:00:00,False,PL 10080/2014,Active PL Licenses,74388,Square Kilometres,2012-08-28T14:30:00,0,Rare Earths Elements,Part 2,Wigu Hill Mining Company Limited (100%),2018-08-10T01:00:00,28.31,Prospecting Licence - Metallic Minerals,REE
87,Active,2012-02-13T00:00:00,False,PL 7640/2012,Active PL Licenses,74402,Square Kilometres,2011-09-28T11:00:00,0,Limestone,Part 1,Palahala Resources Limited (100%),2016-02-12T00:00:00,2.41,Prospecting Licence - Industrial Minerals,LST
88,Active,2014-07-28T01:00:00,False,PL 10023/2014,Active PL Licenses,74453,Square Kilometres,2012-08-21T10:30:00,0,Gold,Part 1,North Mara Gold Mine Limited (100%),2018-07-27T01:00:00,4.13,Prospecting Licence - Metallic Minerals,Au
89,Active,2014-07-02T01:00:00,False,PL 9847/2014,Active PL Licenses,74459,Square Kilometres,2011-08-01T11:25:00,0,Gold,Part 1,Henan Yukuang International Mining Investiment (T) Co. Limited (100%),2018-07-01T01:00:00,19.63,Prospecting Licence - Metallic Minerals,Au
90,Active,2012-12-21T00:00:00,False,PL 8531/2012,Active PL Licenses,74505,Square Kilometres,2011-11-09T11:30:00,0,Gold,Part 1,Hafidhi Jonggradgorn (100%),2016-12-20T00:00:00,4.01,Prospecting Licence - Metallic Minerals,Au
91,Active,2012-09-17T01:00:00,False,PL 8279/2012,Active PL Licenses,74661,Square Kilometres,2012-03-06T12:45:00,0,Gold,Part 1,Geita Gold Mining Limited (100%),2016-09-16T01:00:00,12.3,Prospecting Licence - Metallic Minerals,Au
92,Active,2012-09-17T01:00:00,False,PL 8278/2012,Active PL Licenses,74662,Square Kilometres,2012-03-06T12:45:00,0,Gold,Part 1,Geita Gold Mining Limited (100%),2016-09-16T01:00:00,3.88,Prospecting Licence - Metallic Minerals,Au
93,Active,2012-09-17T01:00:00,False,PL 8280/2012,Active PL Licenses,74663,Square Kilometres,2012-03-06T12:45:00,0,Gold,Part 1,Geita Gold Mining Limited (100%),2016-09-16T01:00:00,19.9,Prospecting Licence - Metallic Minerals,Au
94,Active,2012-05-30T01:00:00,False,PL 7962/2012,Active PL Licenses,74665,Square Kilometres,2012-03-02T09:45:00,0,Copper,Part 1,Nexus Minerals Tanzania Limited (100%),2016-05-29T01:00:00,29.73,Prospecting Licence - Metallic Minerals,Cu
95,Active - In Default,2012-10-16T01:00:00,False,PL 8414/2012,Active PL Licenses,74768,Square Kilometres,2012-08-28T12:30:00,0,Uranium,Part 1,Uranex Tanzania Limited (100%),2016-10-15T01:00:00,163.74,Prospecting Licence - Energy Minerals,U
96,Active,2012-01-04T00:00:00,False,PL 7540/2012,Active PL Licenses,74793,Square Kilometres,2011-11-25T11:55:00,0,Gold,Part 1,Nyamongo Tanzania Limited (100%),2016-01-03T00:00:00,1.3,Prospecting Licence - Metallic Minerals,Au
97,Active,2014-04-01T01:00:00,False,PL 9666/2014,Active PL Licenses,74819,Square Kilometres,2012-03-30T14:14:00,0,Gold,Part 1,North Mara Gold Mine Limited (100%),2018-03-31T01:00:00,1.57,Prospecting Licence - Metallic Minerals,Au
98,Active,2011-12-07T00:00:00,False,PL 7455/2011,Active PL Licenses,74915,Square Kilometres,2011-11-11T10:20:00,0,Gold,Part 1,Nyamongo Tanzania Limited (100%),2015-12-06T00:00:00,8.43,Prospecting Licence - Metallic Minerals,Au
99,Active,2012-12-12T00:00:00,False,PL 8538/2012,Active PL Licenses,75234,Square Kilometres,2010-04-28T08:30:00,0,Gold,Part 1,North Mara Gold Mine Limited (100%),2016-12-11T00:00:00,3.72,Prospecting Licence - Metallic Minerals,Au
100,Active,2013-03-11T00:00:00,False,PL 9046/2013,Active PL Licenses,75262,Square Kilometres,2012-07-30T15:40:00,0,Nickel,Part 1,Jacana Resources (Tanzania) Limited (100%),2017-03-10T00:00:00,46.61,Prospecting Licence - Metallic Minerals,Ni
101,Active,2014-05-08T01:00:00,False,PL 9696/2014,Active PL Licenses,75274,Square Kilometres,2011-11-25T08:33:00,0,Gold,Part 1,Kiokote Exploration Limited (100%),2018-05-07T01:00:00,23.7,Prospecting Licence - Metallic Minerals,Au
102,Active,2014-06-05T01:00:00,False,PL 9770/2014,Active PL Licenses,75291,Square Kilometres,2011-11-23T10:08:00,0,Gold,Part 1,Nyanzaga Exploration Company Limited (100%),2018-06-04T01:00:00,11.51,Prospecting Licence - Metallic Minerals,Au
103,Active,2014-07-10T01:00:00,False,PL 9952/2014,Active PL Licenses,75293,Square Kilometres,2011-11-23T08:40:00,0,Gold,Part 1,Resolute (Tanzania) Limited (100%),2018-07-09T01:00:00,12.8,Prospecting Licence - Metallic Minerals,Au
104,Pending Transfer,2012-09-17T01:00:00,False,PL 8258/2012,Active PL Licenses,75366,Square Kilometres,2011-10-05T09:40:00,0,Gold,Part 1,Pangea Minerals Limited (100%),2016-09-16T01:00:00,10.71,Prospecting Licence - Metallic Minerals,Au
105,Active,2012-06-20T01:00:00,False,PL 8070/2012,Active PL Licenses,75423,Square Kilometres,2011-10-05T11:10:00,0,Gold,Part 1,Henan Yukuang International Mining Investiment (T) Co. Limited (100%),2016-06-19T01:00:00,6.34,Prospecting Licence - Metallic Minerals,Au
