id,status,dtegranted,code,objectid,dteapplied,LayerID,commodities,parties,dteexpires,LayerName,type,commoditiescd
197,Active,2008-10-20T01:00:00,2051/1-10,48,2008-11-05T12:32:53,2,GEMSTONES EXCEPT DIAMONDS,SPARKLE INTERNATIONAL COMPANY LIMITED (100%),2012-10-19T01:00:00,Active Locations,Location Licenses,GS
198,Active,2009-01-20T00:00:00,2124/1-4,49,2009-03-25T12:37:43,2,GEMSTONES EXCEPT DIAMONDS,SPARKLE INTERNATIONAL COMPANY LIMITED (100%),2013-01-19T00:00:00,Active Locations,Location Licenses,GS
199,Active,2010-06-05T01:00:00,2149/1-10,50,2010-06-10T11:22:00,2,NON PRECIOUS MINERALS,GEOFFREY KARIUKI KINYANJUI (100%),2012-06-04T01:00:00,Active Locations,Location Licenses,NON
200,Active,2009-09-03T01:00:00,2155/1-3,51,2009-09-16T13:44:57,2,GEMSTONES EXCEPT DIAMONDS,SPARKLE INTERNATIONAL COMPANY LIMITED (100%),2012-09-02T01:00:00,Active Locations,Location Licenses,GS
201,Active,2009-04-02T01:00:00,2098/1-3,55,2009-04-06T11:17:00,2,NON PRECIOUS MINERALS,GEOFFREY KARIUKI KINYANJUI (100%),2013-04-01T01:00:00,Active Locations,Location Licenses,NON
202,Active,2011-02-17T00:00:00,2236/1-5,65,2011-03-31T16:00:00,2,NON PRECIOUS MINERALS,PENTAGON GEO-EXPLORATION (100%),2013-02-16T00:00:00,Active Locations,Location Licenses,NON
203,Active,2011-02-17T00:00:00,2238/1-10,67,2010-10-07T16:50:00,2,NON PRECIOUS MINERALS,PENTAGON GEO-EXPLORATION (100%),2013-02-16T00:00:00,Active Locations,Location Licenses,NON
204,Active,2007-06-26T01:00:00,1997/1-3,68,2007-07-03T16:00:00,2,NON PRECIOUS MINERALS,PENTAGON GEO-EXPLORATION (100%),2012-06-25T01:00:00,Active Locations,Location Licenses,NON
205,Active,1984-02-17T00:00:00,"987/1-3 ""Harvest II""",96,1984-03-07T10:20:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
206,Active,2007-12-06T00:00:00,695/1-10,100,2007-12-14T12:26:00,2,NON PRECIOUS MINERALS,DEPARK RAVJI PATEL (100%),2013-12-05T00:00:00,Active Locations,Location Licenses,NON
207,Active,2010-11-27T00:00:00,2162/1-10,101,2010-11-29T14:23:00,2,MANGANESE,DEPARK RAVJI PATEL (100%),2013-11-30T00:00:00,Active Locations,Location Licenses,Mn
208,Active,2010-11-27T00:00:00,2163/1-10,102,2010-11-29T14:23:00,2,MANGANESE,DEPARK RAVJI PATEL (100%),2013-11-30T00:00:00,Active Locations,Location Licenses,Mn
209,Active,2007-12-06T00:00:00,696/1-7,103,2007-12-14T12:26:00,2,NON PRECIOUS MINERALS,DEPARK RAVJI PATEL (100%),2013-12-05T00:00:00,Active Locations,Location Licenses,NON
210,Active,1998-02-20T00:00:00,"1789/3,5&6",127,1998-03-02T13:34:54,2,GEMSTONES EXCEPT DIAMONDS,DAVID W. K. VISRAM (100%),2014-02-19T00:00:00,Active Locations,Location Licenses,GS
211,Active,2007-12-06T00:00:00,626/1-10,132,2007-11-29T12:26:00,2,NON PRECIOUS MINERALS,DEPARK RAVJI PATEL (100%),2013-12-05T00:00:00,Active Locations,Location Licenses,NON
212,Active,1978-05-28T01:00:00,536/1-10 ''Kugeria'',138,1978-06-11T11:10:00,2,GEMSTONES EXCEPT DIAMONDS,BARAKA MINING AND MINERALS LTD (100%),2013-05-27T01:00:00,Active Locations,Location Licenses,GS
213,Active,1998-02-20T00:00:00,"1789/1,2 & 4",141,1998-03-02T13:34:54,2,GEMSTONES EXCEPT DIAMONDS,JOSEPH KIHIKA MAINA (100%),2014-02-19T00:00:00,Active Locations,Location Licenses,GS
214,Active,2009-04-14T01:00:00,1113/1-8,146,2009-04-15T13:13:00,2,PRECIOUS METALS,KAREBE GOLD MINING LTD (100%),2013-04-13T01:00:00,Active Locations,Location Licenses,PM
215,Active,1998-02-19T00:00:00,1787/1-10,152,1998-03-03T12:53:30,2,GEMSTONES EXCEPT DIAMONDS,DAVID W. K. VISRAM (100%),2011-02-18T00:00:00,Active Locations,Location Licenses,GS
216,Active,1996-08-08T01:00:00,1676/1-10 '' Kiamuhu 1'',153,1996-08-30T16:23:58,2,GEMSTONES EXCEPT DIAMONDS,GEOFFREY KARIUKI KINYANJUI (100%),2012-08-07T01:00:00,Active Locations,Location Licenses,GS
217,Active,2010-12-01T00:00:00,846/1,157,2010-08-20T11:12:00,2,NON PRECIOUS MINERALS,UNIVERSAL RESOURCES INTERNATIONAL LTD (100%),2012-11-30T00:00:00,Active Locations,Location Licenses,NON
218,Active,2009-05-14T01:00:00,2110/1-10,158,2009-05-14T17:00:00,2,NON PRECIOUS MINERALS,MARBLE ROCK AND GRANITE MINING COMPANY (100%),2014-05-12T01:00:00,Active Locations,Location Licenses,NON
219,Active,2009-05-14T01:00:00,2111/1-10,159,2009-05-14T17:00:00,2,NON PRECIOUS MINERALS,MARBLE ROCK AND GRANITE MINING COMPANY (100%),2014-05-12T01:00:00,Active Locations,Location Licenses,NON
220,Active,2009-05-14T01:00:00,2112/1-10,160,2009-05-14T17:00:00,2,NON PRECIOUS MINERALS,MARBLE ROCK AND GRANITE MINING COMPANY (100%),2014-05-12T01:00:00,Active Locations,Location Licenses,NON
221,Active,1989-12-08T00:00:00,1749/1-3,161,1989-12-29T09:28:10,2,NON PRECIOUS MINERALS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-04-18T01:00:00,Active Locations,Location Licenses,NON
222,Active,1971-12-09T00:00:00,83/1-10,164,1971-12-17T10:23:06,2,NON PRECIOUS MINERALS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-04-18T01:00:00,Active Locations,Location Licenses,NON
223,Active,1993-01-21T00:00:00,1763/1-10,167,1993-02-04T11:47:56,2,"GARNET (GEMSTONE), RUBY (GEMSTONE)",MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,"GGa, GRb"
224,Active,1997-04-19T01:00:00,1764/1-10,168,1997-04-30T13:05:58,2,"GARNET (GEMSTONE), RUBY (GEMSTONE)",MARY WANJIKU MBUGUA (100%),2013-04-18T01:00:00,Active Locations,Location Licenses,"GGa, GRb"
225,Active,1993-01-20T00:00:00,1755/1-10,169,1993-02-03T12:50:44,2,"GARNET (GEMSTONE), RUBY (GEMSTONE)",LAIKIPIA MINING COMPANY (100%),2012-01-20T00:00:00,Active Locations,Location Licenses,"GGa, GRb"
226,Active,1993-01-22T00:00:00,1756/1-10,170,1993-02-03T12:50:44,2,"GARNET (GEMSTONE), RUBY (GEMSTONE)",LAIKIPIA MINING COMPANY (100%),1993-01-22T00:00:00,Active Locations,Location Licenses,"GGa, GRb"
227,Active,1997-04-19T01:00:00,1753/1-4,172,1997-05-08T14:01:13,2,GARNET (GEMSTONE),BRIDGES EXPLORATION LIMITED (100%),2013-04-18T01:00:00,Active Locations,Location Licenses,GGa
228,Active,1997-04-19T01:00:00,1752/1-6,174,1997-05-08T14:01:13,2,GARNET (GEMSTONE),BRIDGES EXPLORATION LIMITED (100%),2013-04-18T01:00:00,Active Locations,Location Licenses,GGa
229,Active,1998-10-17T01:00:00,1750/1-4,175,1998-10-30T13:51:14,2,GARNET (GEMSTONE),BRIDGES EXPLORATION LIMITED (100%),2013-04-18T01:00:00,Active Locations,Location Licenses,GGa
230,Active,2009-05-14T01:00:00,2113/1-10,177,2009-05-14T17:00:00,2,NON PRECIOUS MINERALS,MARBLE ROCK AND GRANITE MINING COMPANY (100%),2014-05-12T01:00:00,Active Locations,Location Licenses,NON
231,Active,2009-05-14T01:00:00,2114/1-10,178,2009-05-14T17:00:00,2,NON PRECIOUS MINERALS,MARBLE ROCK AND GRANITE MINING COMPANY (100%),2014-05-12T01:00:00,Active Locations,Location Licenses,NON
232,Active,2009-05-14T01:00:00,2115/1-10,179,2009-05-14T17:00:00,2,NON PRECIOUS MINERALS,MARBLE ROCK AND GRANITE MINING COMPANY (100%),2014-05-12T01:00:00,Active Locations,Location Licenses,NON
233,Active,2009-05-14T01:00:00,2116/1-10,180,2009-05-14T17:00:00,2,NON PRECIOUS MINERALS,MARBLE ROCK AND GRANITE MINING COMPANY (100%),2014-05-12T01:00:00,Active Locations,Location Licenses,NON
234,Active,2011-06-20T01:00:00,2233/1-6,214,2011-06-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,NON
235,Active,2011-06-20T01:00:00,2234/1-6,215,2011-06-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,NON
236,Active,2011-06-20T01:00:00,2235/1-6,216,2011-06-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,NON
237,Active,2009-01-13T00:00:00,2078/1-5,217,2009-01-16T15:24:00,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2014-01-12T00:00:00,Active Locations,Location Licenses,NON
238,Active,2008-04-21T01:00:00,2010/1-2,218,2008-05-08T09:20:00,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2013-04-20T01:00:00,Active Locations,Location Licenses,NON
239,Active,2008-04-21T01:00:00,2011/1,219,2008-05-08T09:20:00,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2013-04-20T01:00:00,Active Locations,Location Licenses,NON
240,Pending Transfer,2007-03-14T00:00:00,2054/1-6,220,2007-03-15T15:40:00,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2012-03-13T00:00:00,Active Locations,Location Licenses,NON
241,Pending Transfer,2007-03-14T00:00:00,2055/1-8,221,2007-03-15T15:40:00,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2012-03-13T00:00:00,Active Locations,Location Licenses,NON
242,Pending Transfer,2007-03-14T00:00:00,2056/1-6,222,2007-03-15T15:40:00,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2012-03-13T00:00:00,Active Locations,Location Licenses,NON
243,Active,2009-11-25T00:00:00,821/1-10,233,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
244,Active,2009-11-25T00:00:00,824/1-10,236,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
245,Active,2009-11-25T00:00:00,826/1-10,237,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
246,Active,2000-12-18T00:00:00,730/1-10,254,2002-07-30T11:45:00,2,NON PRECIOUS MINERALS,R. K. SANGHANI (100%),2012-12-17T00:00:00,Active Locations,Location Licenses,NON
247,Active,2011-06-06T01:00:00,1121/1-10,271,2011-06-28T16:30:00,2,ALL MINERALS,ZEN INTERNATIONAL LTD (100%),2012-06-05T01:00:00,Active Locations,Location Licenses,ALL
248,Active,2011-06-06T01:00:00,1122/1-10,272,2011-06-28T16:30:00,2,ALL MINERALS,ZEN INTERNATIONAL LTD (100%),2012-06-05T01:00:00,Active Locations,Location Licenses,ALL
249,Active,2011-06-06T01:00:00,1123/1-10,273,2011-06-28T16:30:00,2,ALL MINERALS,ZEN INTERNATIONAL LTD (100%),2012-06-05T01:00:00,Active Locations,Location Licenses,ALL
250,Active,2009-11-25T00:00:00,819/1-10,279,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
251,Active,2009-11-25T00:00:00,820/1-10,288,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
252,Active,2010-03-25T00:00:00,2217/1-10,293,2010-04-20T13:00:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-03-24T00:00:00,Active Locations,Location Licenses,NON
253,Active,2010-03-27T00:00:00,2218/1-10,294,2010-04-20T13:00:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-03-26T00:00:00,Active Locations,Location Licenses,NON
254,Active,2010-05-13T01:00:00,2220/1-10,296,2010-05-18T15:45:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-05-12T01:00:00,Active Locations,Location Licenses,NON
255,Active,2009-11-25T00:00:00,822/1-10,297,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
256,Active,2009-11-25T00:00:00,823/1-10,298,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
257,Active,2009-11-25T00:00:00,825/1-10,299,2009-12-09T11:17:00,2,NON PRECIOUS MINERALS,NYALYKA ENTERPRISES & ENGINEERING LTD (100%),2011-11-24T00:00:00,Active Locations,Location Licenses,NON
258,Active,2009-11-25T00:00:00,2099/1-10,300,2009-04-06T15:37:13,2,GEMSTONES EXCEPT DIAMONDS,DOROTHY MNDWAMWAMBI (100%),2013-03-29T00:00:00,Active Locations,Location Licenses,GS
259,Active,2010-05-11T01:00:00,2219/1-10,301,2010-05-18T15:45:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-05-10T01:00:00,Active Locations,Location Licenses,NON
260,Active,2010-04-14T01:00:00,2223/1-10,302,2010-04-20T13:04:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-04-13T01:00:00,Active Locations,Location Licenses,NON
261,Active,2010-04-15T01:00:00,2224/1-10,304,2010-04-20T13:05:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-04-14T01:00:00,Active Locations,Location Licenses,NON
262,Active,2010-04-12T01:00:00,2221/1-7,305,2010-04-20T13:06:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-04-11T01:00:00,Active Locations,Location Licenses,NON
263,Active,2011-12-20T00:00:00,2264/1-2,307,2011-12-23T12:30:00,2,GEMSTONES EXCEPT DIAMONDS,KASONGO MINING COMPANY (100%),2013-12-19T00:00:00,Active Locations,Location Licenses,GS
264,Active,2007-03-02T00:00:00,2022/1-8,308,2007-03-07T16:45:00,2,NON PRECIOUS MINERALS,SULEIMAN KAHIHIA GIKONYO (100%),2013-03-01T00:00:00,Active Locations,Location Licenses,NON
265,Active,2007-03-02T00:00:00,2023,309,2007-03-07T16:45:00,2,NON PRECIOUS MINERALS,SULEIMAN KAHIHIA GIKONYO (100%),2013-03-01T00:00:00,Active Locations,Location Licenses,NON
266,Active,2005-12-16T00:00:00,1989/1-4,310,2005-12-23T17:00:00,2,NON PRECIOUS MINERALS,SULEIMAN KAHIHIA GIKONYO (100%),2011-12-15T00:00:00,Active Locations,Location Licenses,NON
267,Active,2010-12-16T00:00:00,2239/1-10,311,2010-12-23T14:56:00,2,NON PRECIOUS MINERALS,SULEIMAN KAHIHIA GIKONYO (100%),2012-12-15T00:00:00,Active Locations,Location Licenses,NON
268,Active,2000-12-18T00:00:00,729/1-10,318,2002-07-30T11:45:00,2,ALL MINERALS,R. K. SANGHANI (100%),2012-12-17T00:00:00,Active Locations,Location Licenses,ALL
269,Active,2010-04-13T01:00:00,2222/1-10,325,2010-04-20T13:04:00,2,NON PRECIOUS MINERALS,MARQUEE INTERNATIONAL LTD (100%),2013-04-12T01:00:00,Active Locations,Location Licenses,NON
270,Active,2010-08-23T01:00:00,2191/1-6,326,2010-08-24T17:40:00,2,NON PRECIOUS MINERALS,KETAN V. PATEL (100%),2012-08-22T01:00:00,Active Locations,Location Licenses,NON
271,Active,2009-12-30T00:00:00,2227/1-10,330,2010-01-07T14:13:00,2,NON PRECIOUS MINERALS,SHAGADO MINING LTD (100%),2012-10-16T01:00:00,Active Locations,Location Licenses,NON
272,Active,2009-12-30T00:00:00,2228/1-10,331,2010-01-07T14:15:00,2,NON PRECIOUS MINERALS,SHAGADO MINING LTD (100%),2012-10-16T01:00:00,Active Locations,Location Licenses,NON
273,Active,2009-12-30T00:00:00,2229/1-10,332,2010-01-07T14:15:00,2,NON PRECIOUS MINERALS,SHAGADO MINING LTD (100%),2012-10-16T01:00:00,Active Locations,Location Licenses,NON
274,Active,2009-12-30T00:00:00,2231/1-10,333,2010-01-07T14:15:00,2,NON PRECIOUS MINERALS,SHAGADO MINING LTD (100%),2012-10-16T01:00:00,Active Locations,Location Licenses,NON
275,Active,2009-12-30T00:00:00,2230/1-10,338,2010-01-07T14:15:00,2,NON PRECIOUS MINERALS,SHAGADO MINING LTD (100%),2012-10-16T01:00:00,Active Locations,Location Licenses,NON
276,Active,2010-02-21T00:00:00,2225/1-5,339,2010-03-01T16:30:00,2,NON PRECIOUS MINERALS,SHAGADO MINING LTD (100%),2012-10-16T01:00:00,Active Locations,Location Licenses,NON
277,Active,2010-02-19T00:00:00,2226/1-10,340,2010-03-01T16:30:00,2,NON PRECIOUS MINERALS,SHAGADO MINING LTD (100%),2012-10-16T01:00:00,Active Locations,Location Licenses,NON
278,Active,2009-07-26T01:00:00,2096/1-10,341,2009-07-27T11:15:00,2,NON PRECIOUS MINERALS,ADRIAN MWAKIO (100%),2012-07-25T01:00:00,Active Locations,Location Licenses,NON
279,Active,2009-07-26T01:00:00,2097/1-10,342,2009-07-27T11:15:00,2,NON PRECIOUS MINERALS,ADRIAN MWAKIO (100%),2012-07-25T01:00:00,Active Locations,Location Licenses,NON
280,Active,2009-08-08T01:00:00,2146/3-6,343,2009-08-17T13:20:00,2,NON PRECIOUS MINERALS,IKUWA MINING AND PROSPECTING  (100%),2012-08-07T01:00:00,Active Locations,Location Licenses,NON
281,Active,2009-08-08T01:00:00,2150/1-5,345,2009-08-17T13:20:00,2,NON PRECIOUS MINERALS,IKUWA MINING AND PROSPECTING  (100%),2012-08-07T01:00:00,Active Locations,Location Licenses,NON
282,Active,2009-08-08T01:00:00,2151/1-5,346,2009-08-17T13:20:00,2,NON PRECIOUS MINERALS,IKUWA MINING AND PROSPECTING  (100%),2012-08-07T01:00:00,Active Locations,Location Licenses,NON
283,Active,2008-07-26T01:00:00,"2043/1-10 ""Kisima III""",348,2008-07-30T12:00:00,2,NON PRECIOUS MINERALS,Yusuf Musa Haji (100%),2013-07-25T01:00:00,Active Locations,Location Licenses,NON
284,Active,2010-11-06T00:00:00,2268/1-9,349,2010-12-27T11:12:36,2,NON PRECIOUS MINERALS,EDWARD LENJO MWAMBURI (100%),2013-11-05T00:00:00,Active Locations,Location Licenses,NON
285,Active,2006-08-24T01:00:00,1990/1-7,357,2006-08-29T13:30:00,2,NON PRECIOUS MINERALS,SULEIMAN KAHIHIA GIKONYO (100%),2006-08-23T01:00:00,Active Locations,Location Licenses,NON
286,Active,2010-11-06T00:00:00,2269/1-3,358,2010-12-27T11:12:36,2,NON PRECIOUS MINERALS,EDWARD LENJO MWAMBURI (100%),2013-11-05T00:00:00,Active Locations,Location Licenses,NON
287,Active,2012-03-01T00:00:00,2303/1-4,364,2012-03-05T08:00:00,2,NON PRECIOUS MINERALS,JOHNSON GITHI KARANJA (100%),2013-02-28T00:00:00,Active Locations,Location Licenses,NON
288,Active,2000-12-18T00:00:00,731/1-10,373,2002-07-30T11:45:00,2,NON PRECIOUS MINERALS,R. K. SANGHANI (100%),2012-12-17T00:00:00,Active Locations,Location Licenses,NON
289,Active,2000-12-18T00:00:00,732/1,374,2002-07-30T11:45:00,2,NON PRECIOUS MINERALS,R. K. SANGHANI (100%),2012-12-17T00:00:00,Active Locations,Location Licenses,NON
290,Active,2009-03-06T00:00:00,2135/1-10,376,2009-03-27T16:12:00,2,GEMSTONES EXCEPT DIAMONDS,SULEIMAN KAHIHIA GIKONYO (100%),2013-03-05T00:00:00,Active Locations,Location Licenses,GS
291,Active,2009-03-06T00:00:00,2136/1-10,377,2009-03-27T16:12:00,2,GEMSTONES EXCEPT DIAMONDS,SULEIMAN KAHIHIA GIKONYO (100%),2013-03-05T00:00:00,Active Locations,Location Licenses,GS
292,Active,2009-02-07T00:00:00,2204/1-7,390,2009-02-13T14:47:00,2,NON PRECIOUS MINERALS,JOSEPH KIHIKA MAINA (100%),2014-02-06T00:00:00,Active Locations,Location Licenses,NON
293,Active,2001-01-15T00:00:00,1829/1-8,400,2001-02-08T11:50:00,2,NON PRECIOUS MINERALS,KUTIMA INVESTMENTS LTD (100%),2013-11-23T00:00:00,Active Locations,Location Licenses,NON
294,Active,2001-01-15T00:00:00,1830/1-4,401,2001-02-08T11:50:00,2,NON PRECIOUS MINERALS,KUTIMA INVESTMENTS LTD (100%),2013-11-23T00:00:00,Active Locations,Location Licenses,NON
295,Active,2008-08-22T01:00:00,"2270/1-10 ""HARDROCK I""",415,2008-10-09T13:00:00,2,NON PRECIOUS MINERALS,ALFRED NJURUKA M. (100%),2013-08-21T01:00:00,Active Locations,Location Licenses,NON
296,Active,2008-09-22T01:00:00,M/7460 - HARDROCK II,424,2008-10-09T13:00:00,2,NON PRECIOUS MINERALS,ALFRED NJURUKA M. (100%),2013-09-21T01:00:00,Active Locations,Location Licenses,NON
297,Active,2010-04-12T01:00:00,2123/1-8,433,2009-02-13T07:41:30,2,NON PRECIOUS MINERALS,CHARD LEWELA (100%),2013-01-05T00:00:00,Active Locations,Location Licenses,NON
298,Active,2011-02-25T00:00:00,2185/1-9,434,2009-09-16T09:12:55,2,NON PRECIOUS MINERALS,CHARD LEWELA (100%),2013-07-15T01:00:00,Active Locations,Location Licenses,NON
299,Active,2011-02-25T00:00:00,2186/1-9,442,2010-09-16T09:56:10,2,NON PRECIOUS MINERALS,CHARD LEWELA (100%),2013-07-15T01:00:00,Active Locations,Location Licenses,NON
300,Active,2008-06-21T01:00:00,Imani One (1-7),475,2008-07-04T15:30:00,2,NON PRECIOUS MINERALS,Charles Madeda (100%),2009-06-20T01:00:00,Active Locations,Location Licenses,NON
301,Active,2005-06-10T01:00:00,1941/1-4 ,476,2005-06-14T13:30:00,2,NON PRECIOUS MINERALS,Joseph Nyamai Kativanga (100%),2013-01-17T00:00:00,Active Locations,Location Licenses,NON
302,Active,2008-07-30T01:00:00,2000/1-10,477,2008-04-07T08:21:16,2,NON PRECIOUS MINERALS,CHARD LEWELA (100%),2013-03-24T00:00:00,Active Locations,Location Licenses,NON
303,Active,2010-11-19T00:00:00,2170/1-10,489,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-18T00:00:00,Active Locations,Location Licenses,GS
304,Active,2010-11-19T00:00:00,2171/1-10,490,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-18T00:00:00,Active Locations,Location Licenses,GS
305,Active,2010-11-18T00:00:00,2172/1-10,491,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-17T00:00:00,Active Locations,Location Licenses,GS
306,Active,2010-11-15T00:00:00,2173/1-10,493,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,GS
307,Active,2010-11-15T00:00:00,2174/1-10,494,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,GS
308,Active,2010-11-15T00:00:00,2175/1-10,495,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,GS
309,Active,2010-11-16T00:00:00,2176/1-10,496,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-15T00:00:00,Active Locations,Location Licenses,GS
310,Active,2010-11-17T00:00:00,2177/1-10,497,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-16T00:00:00,Active Locations,Location Licenses,GS
311,Active,2010-11-17T00:00:00,2178/1-10,498,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-16T00:00:00,Active Locations,Location Licenses,GS
312,Active,2010-11-18T00:00:00,2179/1-10,499,2010-12-03T09:00:00,2,GEMSTONES EXCEPT DIAMONDS,FIRST GREEN GARNET MINING COMPANY  (100%),2013-11-17T00:00:00,Active Locations,Location Licenses,GS
313,Active,2008-09-04T01:00:00,804/1-10,514,2008-08-28T10:52:08,2,NON PRECIOUS MINERALS,Navaratna Minerals Company Limited (100%),2013-08-22T01:00:00,Active Locations,Location Licenses,NON
314,Active,2010-06-08T01:00:00,"2232/1-5 ""Kiriko B""",533,2010-06-09T15:46:00,2,NON PRECIOUS MINERALS,Jala Jala Investments Ltd (100%),2013-06-07T01:00:00,Active Locations,Location Licenses,NON
315,Active,2004-12-01T00:00:00,1941/1-4 ,536,2004-12-09T10:45:00,2,NON PRECIOUS MINERALS,Joseph Nyamai Kativanga (100%),2013-01-17T00:00:00,Active Locations,Location Licenses,NON
316,Active,2009-12-24T00:00:00,703/1-8 RAJU KITENGELA,544,2009-06-17T15:10:17,2,NON PRECIOUS MINERALS,TRAILINK FABRICATORS LIMITED (100%),2013-06-09T01:00:00,Active Locations,Location Licenses,NON
317,Active,1979-05-09T01:00:00,567/1-10 ''Wangui'',560,1979-06-02T12:10:00,2,GEMSTONES EXCEPT DIAMONDS,BARAKA MINING AND MINERALS LTD (100%),2013-05-08T01:00:00,Active Locations,Location Licenses,GS
318,Active,2012-07-29T01:00:00,2287/1-3,566,2012-07-30T12:08:59,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2013-07-28T01:00:00,Active Locations,Location Licenses,NON
319,Active,2012-07-29T01:00:00,2288/1-3,567,2012-07-30T12:25:05,2,NON PRECIOUS MINERALS,DANIEL MUTURI KIMANI (100%),2013-07-28T01:00:00,Active Locations,Location Licenses,NON
320,Active,2009-02-08T00:00:00,"2205/1-7 ""Jewel""",584,2009-02-13T14:45:00,2,NON PRECIOUS MINERALS,DANIEL KURIA MBUTHIA (100%),2012-02-07T00:00:00,Active Locations,Location Licenses,NON
321,Active,2008-05-10T01:00:00,1987/1,586,2008-05-12T13:30:22,2,NON PRECIOUS MINERALS,Justin Irina (100%),2013-05-09T01:00:00,Active Locations,Location Licenses,NON
322,Active,2008-05-10T01:00:00,1988/1-2 ,587,2008-05-12T13:30:22,2,NON PRECIOUS MINERALS,Justin Irina (100%),2013-05-09T01:00:00,Active Locations,Location Licenses,NON
323,Active,2005-01-17T00:00:00,"1897/1-2 ""Mangari IIB""",588,2005-01-19T13:45:00,2,NON PRECIOUS MINERALS,Tropical Mining Company (100%),2011-01-16T00:00:00,Active Locations,Location Licenses,NON
