id,status,dtegranted,code,objectid,dteapplied,LayerID,commodities,parties,dteexpires,LayerName,type,commoditiescd
324,Active,2003-04-11T01:00:00,"1876/1-4 """"Carols""",589,1998-03-03T12:53:30,2,NON PRECIOUS MINERALS,DAVID W. K. VISRAM (100%),2013-04-10T01:00:00,Active Locations,Location Licenses,NON
325,Active,2010-02-19T00:00:00,568/1-10,590,1998-03-03T12:53:30,2,GEMSTONES EXCEPT DIAMONDS,DAVID W. K. VISRAM (100%),2011-02-18T00:00:00,Active Locations,Location Licenses,GS
326,Active,1978-05-27T01:00:00, 564/1-10 'Mwangondi G',593,1978-06-06T13:01:06,2,NON PRECIOUS MINERALS,Mwaura Bagite (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
327,Active,1999-10-14T01:00:00,"1769/1-10 ""Mgama One""",594,1999-11-12T11:10:00,2,NON PRECIOUS MINERALS,Davis Mining Co. Ltd (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
328,Active,2006-11-15T00:00:00,784/1-10 ''Kenjoro 3'',599,2006-11-23T11:00:00,2,NON PRECIOUS MINERALS,Kenjoro Enterprises Ltd (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,NON
329,Active,2006-11-15T00:00:00,785/1-3 ''Kenjoro 4'',601,2006-11-23T11:00:00,2,NON PRECIOUS MINERALS,Kenjoro Enterprises Ltd (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,NON
330,Active,2010-02-19T00:00:00,569/1-10 '' Kianda'',602,1998-03-03T12:53:30,2,GEMSTONES EXCEPT DIAMONDS,BARAKA MINING AND MINERALS LTD (100%),2011-02-18T00:00:00,Active Locations,Location Licenses,GS
331,Active,,M/7602 WAMUKAWA 1,625,2012-01-03T14:30:00,2,NON PRECIOUS MINERALS,Kamrange Enterprises (100%),,Active Locations,Location Licenses,NON
332,Active,1979-11-22T00:00:00,584/1-10,630,1979-10-30T14:59:35,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-10-16T01:00:00,Active Locations,Location Licenses,NON
333,Active,2003-02-14T00:00:00,1912/1-8,635,2002-05-16T16:12:49,2,NON PRECIOUS MINERALS,Musa Gitundu Njagi (100%),2011-05-02T01:00:00,Active Locations,Location Licenses,NON
334,Active,2008-04-21T01:00:00,2018/1-10 (MUTURI I),637,2008-05-08T09:25:00,2,NON PRECIOUS MINERALS,Edward Tole Songoni (100%),2009-04-20T01:00:00,Active Locations,Location Licenses,NON
335,Active,1979-11-22T00:00:00,582/1-10,643,1979-10-30T14:59:35,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-10-16T01:00:00,Active Locations,Location Licenses,NON
336,Active,1979-11-22T00:00:00,583/1-10,644,1979-10-30T14:59:35,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-10-16T01:00:00,Active Locations,Location Licenses,NON
337,Active,1994-09-28T01:00:00,1662/1-10,645,1994-07-12T15:53:31,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-07-01T01:00:00,Active Locations,Location Licenses,NON
338,Active,1994-08-30T01:00:00,1663/1-10,646,1994-07-12T16:06:29,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-07-01T01:00:00,Active Locations,Location Licenses,NON
339,Active,1994-08-30T01:00:00,1672/1-10,647,1994-07-12T16:06:29,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-07-01T01:00:00,Active Locations,Location Licenses,NON
340,Active,1994-08-30T01:00:00,1673/1-10,649,1994-07-12T16:06:29,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-07-01T01:00:00,Active Locations,Location Licenses,NON
341,Active,1980-12-03T00:00:00,652/1-10,650,1980-10-31T15:44:54,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-10-16T01:00:00,Active Locations,Location Licenses,NON
342,Active,2003-02-14T00:00:00,1913/1-4,651,2002-05-16T16:12:49,2,NON PRECIOUS MINERALS,Musa Gitundu Njagi (100%),2013-05-02T01:00:00,Active Locations,Location Licenses,NON
343,Active,2008-11-25T00:00:00,"2046/1-10 ""Malombi Ghasikirika",655,2009-02-13T14:09:00,2,NON PRECIOUS MINERALS,Jonathan Mshiri Kitanga (100%),2012-11-24T00:00:00,Active Locations,Location Licenses,NON
344,Active,1979-11-22T00:00:00,581/1-8,662,1979-10-30T14:59:35,2,NON PRECIOUS MINERALS,International Minerals Limited (100%),2013-10-16T01:00:00,Active Locations,Location Licenses,NON
345,Active,2008-11-25T00:00:00,"2048/1-10 ""Malombi Ghasikirika",668,2009-02-13T14:09:00,2,NON PRECIOUS MINERALS,Jonathan Mshiri Kitanga (100%),2012-11-24T00:00:00,Active Locations,Location Licenses,NON
346,Active,2008-07-26T01:00:00,"2041/1-10 ""Kisima I""",669,2008-07-30T12:00:00,2,NON PRECIOUS MINERALS,Yusuf Musa Haji (100%),2013-07-25T01:00:00,Active Locations,Location Licenses,NON
347,Active,2008-11-25T00:00:00,"2045/1-10 ""Malombi Ghasikirika",683,2009-02-13T14:09:00,2,NON PRECIOUS MINERALS,Jonathan Mshiri Kitanga (100%),2012-11-24T00:00:00,Active Locations,Location Licenses,NON
348,Active,2008-11-25T00:00:00,"2047/1-10 ""Malombi Ghasikirika",686,2009-02-13T14:09:00,2,NON PRECIOUS MINERALS,Jonathan Mshiri Kitanga (100%),2012-11-24T00:00:00,Active Locations,Location Licenses,NON
349,Active,2008-07-26T01:00:00,"2042/1-10 ""Kisima II""",687,2008-07-30T12:00:00,2,NON PRECIOUS MINERALS,Yusuf Musa Haji (100%),2013-07-25T01:00:00,Active Locations,Location Licenses,NON
350,Active,2005-01-17T00:00:00,"1895/1-2 ""Mangari IA""",694,2005-01-19T13:45:00,2,NON PRECIOUS MINERALS,Tropical Mining Company (100%),2011-01-16T00:00:00,Active Locations,Location Licenses,NON
351,Active,2008-07-26T01:00:00,"2044/1-10 ""Kisima IV""",695,2008-07-30T12:00:00,2,NON PRECIOUS MINERALS,Yusuf Musa Haji (100%),2013-07-25T01:00:00,Active Locations,Location Licenses,NON
352,Active,2009-06-12T01:00:00,"2093/1-10 ""Kijabe II""",699,2008-05-12T11:30:00,2,NON PRECIOUS MINERALS,Elizabeth waithira Visram (100%),2013-06-11T01:00:00,Active Locations,Location Licenses,NON
353,Active,2009-06-12T01:00:00,"2094/1-10 ""Kijabe III""",700,2008-05-12T11:30:00,2,NON PRECIOUS MINERALS,Elizabeth waithira Visram (100%),2013-06-11T01:00:00,Active Locations,Location Licenses,NON
354,Active,2009-06-12T01:00:00,"2095/1-10 ""Kijabe IV""",701,2008-05-12T11:30:00,2,NON PRECIOUS MINERALS,Elizabeth waithira Visram (100%),2013-06-11T01:00:00,Active Locations,Location Licenses,NON
355,Active,2009-01-26T00:00:00,2014/1-10 ,706,2009-01-27T16:38:09,2,NON PRECIOUS MINERALS,Yamata Gypsum Ltd (100%),2014-01-25T00:00:00,Active Locations,Location Licenses,NON
356,Active,2009-01-26T00:00:00,2015/1-10 ,707,2009-01-27T16:38:09,2,NON PRECIOUS MINERALS,Yamata Gypsum Ltd (100%),2014-01-25T00:00:00,Active Locations,Location Licenses,NON
357,Active,2005-01-17T00:00:00,"1896/1-5 ""Mangari IIA""",709,2005-01-19T13:45:00,2,NON PRECIOUS MINERALS,Tropical Mining Company (100%),2011-01-16T00:00:00,Active Locations,Location Licenses,NON
358,Active,2005-01-17T00:00:00,"1898/1-5 ""Mangari IIIA""",710,2005-01-19T13:45:00,2,NON PRECIOUS MINERALS,Tropical Mining Company (100%),2011-01-16T00:00:00,Active Locations,Location Licenses,NON
359,Active,2005-01-17T00:00:00,"1899/1-4 ""Mangari IIIB""",711,2005-01-19T13:45:00,2,NON PRECIOUS MINERALS,Tropical Mining Company (100%),2011-01-16T00:00:00,Active Locations,Location Licenses,NON
360,Active,2010-02-28T00:00:00,2145/1-5 ,712,2010-03-02T11:52:28,2,NON PRECIOUS MINERALS,Peter Kinona (100%),2014-02-27T00:00:00,Active Locations,Location Licenses,NON
361,Active,2009-03-20T00:00:00,2079/1-5 ''Bahati I'',714,2009-03-27T08:30:00,2,NON PRECIOUS MINERALS,BARAKA MINING AND MINERALS LTD (100%),2013-02-13T00:00:00,Active Locations,Location Licenses,NON
362,Active,2009-06-12T01:00:00,"2092/1-10 ""Kijabe I""",715,2008-05-12T11:30:00,2,NON PRECIOUS MINERALS,Elizabeth waithira Visram (100%),2013-06-11T01:00:00,Active Locations,Location Licenses,NON
363,Active,2006-08-10T01:00:00,"818/1 ""Kitooni""",717,2006-08-30T11:20:00,2,NON PRECIOUS MINERALS,Jonathan M Mulinge (100%),2013-09-03T01:00:00,Active Locations,Location Licenses,NON
364,Active,2010-08-30T01:00:00,"848/1 ""Ngenya""",721,2010-09-02T10:30:00,2,NON PRECIOUS MINERALS,Mugwuku Mineralogy (E.A) Co. (100%),2013-08-29T01:00:00,Active Locations,Location Licenses,NON
365,Active,2007-01-29T00:00:00,"788/1 ""Nekaqua""",722,2007-02-13T16:00:00,2,NON PRECIOUS MINERALS,Mugwuku Mineralogy (E.A) Co. (100%),2013-01-28T00:00:00,Active Locations,Location Licenses,NON
366,Active,2007-01-30T00:00:00,"787/1 ""Nthemba""",723,2007-02-13T16:00:00,2,NON PRECIOUS MINERALS,Mugwuku Mineralogy (E.A) Co. (100%),2013-01-29T00:00:00,Active Locations,Location Licenses,NON
367,Active,2007-11-07T00:00:00,2002/1-8 ,727,2007-11-08T10:10:30,2,Location - Base Metals,DAVID W. K. VISRAM (100%),2013-11-06T00:00:00,Active Locations,Location Licenses,LL-BM
368,Active,2007-11-07T00:00:00,2063/1-10,729,2007-12-10T13:05:00,2,Location - Base Metals,DAVID W. K. VISRAM (100%),2007-11-07T00:00:00,Active Locations,Location Licenses,LL-BM
369,Active,2007-11-07T00:00:00,2064/1-10,730,2007-12-10T13:05:00,2,Location - Base Metals,DAVID W. K. VISRAM (100%),2007-11-07T00:00:00,Active Locations,Location Licenses,LL-BM
370,Active,1985-11-20T00:00:00,1253-1256,773,1985-11-20T14:40:00,2,NON PRECIOUS MINERALS,NADAN MINING COMPANY LTD. (100%),2013-11-19T00:00:00,Active Locations,Location Licenses,NON
371,Active,1999-10-25T01:00:00,"1772/1-10 ""Mgama Four""",777,1999-11-24T11:10:00,2,NON PRECIOUS MINERALS,Davis Mining Co. Ltd (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
372,Active,1999-10-21T01:00:00,"1771/1-10 ""Mgama Three""",778,1999-11-20T11:10:00,2,NON PRECIOUS MINERALS,Davis Mining Co. Ltd (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
373,Active,1995-05-01T01:00:00,1790-1793,789,1995-07-04T16:33:35,2,NON PRECIOUS MINERALS,DANIEL MADEMU JABU (100%),2013-05-30T01:00:00,Active Locations,Location Licenses,NON
374,Active,2010-11-20T00:00:00,2125-2127,798,1985-11-20T14:40:00,2,NON PRECIOUS MINERALS,NADAN MINING COMPANY LTD. (100%),2013-11-19T00:00:00,Active Locations,Location Licenses,NON
375,Active,1979-05-31T01:00:00,577/1-4 'Mwangondi O',802,1979-06-06T13:01:06,2,NON PRECIOUS MINERALS,Mwaura Bagite (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
376,Active,1978-05-27T01:00:00,574/1-4 'Mwangondi L',803,1978-06-06T13:01:06,2,NON PRECIOUS MINERALS,Mwaura Bagite (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
377,Active,1978-05-28T01:00:00,563/1-10 'Mwangondi F',810,1978-06-06T13:01:06,2,NON PRECIOUS MINERALS,Mwaura Bagite (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
378,Active,1978-05-26T01:00:00,572/1-2 'Mwangondi J',812,1978-06-06T13:01:06,2,NON PRECIOUS MINERALS,Davis Mining Co. Ltd (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
379,Active,1997-04-18T01:00:00,1754/1-9 '' Scorpion West,813,1997-05-07T14:01:13,2,GARNET (GEMSTONE),BRIDGES EXPLORATION LIMITED (100%),2013-04-17T01:00:00,Active Locations,Location Licenses,GGa
380,Active,1990-08-13T01:00:00,1797/1-8 '' Kilima Mbizi'',814,1990-09-07T14:01:13,2,GARNET (GEMSTONE),BRIDGES EXPLORATION LIMITED (100%),2013-04-18T01:00:00,Active Locations,Location Licenses,GGa
381,Active,1984-02-16T00:00:00,986/1-5 ''Harvest 1'',816,1984-03-03T13:27:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
382,Active,2007-07-31T01:00:00,1958/1-10 ''Njeri'',817,2007-08-14T14:27:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
383,Active,1981-02-11T00:00:00,673/1-10 ''Pembe'',818,1981-02-23T13:27:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
384,Active,2009-03-20T00:00:00,2080/1-10 '' Bahati II'',819,2009-03-27T08:30:00,2,NON PRECIOUS MINERALS,BARAKA MINING AND MINERALS LTD (100%),2013-02-13T00:00:00,Active Locations,Location Licenses,NON
385,Active,1983-05-23T01:00:00,889/1-5 '' Hope'',820,1983-03-07T10:20:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
386,Active,1999-11-09T00:00:00,"1774/1-10 ""Mgama Six""",822,1999-12-09T11:10:00,2,NON PRECIOUS MINERALS,Davis Mining Co. Ltd (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
387,Active,1999-10-29T01:00:00,"1773/1-10 ""Mgama Five""",823,1999-12-25T11:10:00,2,NON PRECIOUS MINERALS,Davis Mining Co. Ltd (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
388,Active,1999-11-11T00:00:00,"1775/1-10 ""Mgama Seven""",832,1999-12-09T11:10:00,2,NON PRECIOUS MINERALS,Naushad D Osman (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
389,Active,1999-12-03T00:00:00,"1776/1-10 ""Mgama Eight""",833,2000-01-01T11:10:00,2,NON PRECIOUS MINERALS,Naushad D Osman (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
390,Active,1978-05-27T01:00:00,570/1-10 'Mwangondi I',838,1978-06-06T13:01:06,2,NON PRECIOUS MINERALS,Mwaura Bagite (100%),2013-05-26T01:00:00,Active Locations,Location Licenses,NON
391,Active,2011-10-02T01:00:00,2208/1-10,847,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
392,Active,2011-10-02T01:00:00,2212/1-10,848,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
393,Active,1989-09-21T01:00:00,1489/1-10 ''Simba'',855,1989-10-03T13:50:44,2,"GARNET (GEMSTONE), RUBY (GEMSTONE)",LAIKIPIA MINING COMPANY (100%),2013-09-29T01:00:00,Active Locations,Location Licenses,"GGa, GRb"
394,Active,1978-05-28T01:00:00,'Tonny',857,1978-06-06T13:01:06,2,NON PRECIOUS MINERALS,Mwaura Bagite (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
395,Active,1999-12-17T00:00:00,"1777/1-10 ""Mgama Nine""",858,2000-01-13T11:10:00,2,NON PRECIOUS MINERALS,Naushad D Osman (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
396,Active,1978-05-27T01:00:00,561/1-10 'Mwangondi D',860,1978-06-06T13:01:06,2,NON PRECIOUS MINERALS,Mwaura Bagite (100%),2013-05-26T01:00:00,Active Locations,Location Licenses,NON
397,Active,1977-08-27T01:00:00,490/1-10 ''Nyota'',864,1977-09-07T16:10:00,2,GEMSTONES EXCEPT DIAMONDS,BARAKA MINING AND MINERALS LTD (100%),2013-08-26T01:00:00,Active Locations,Location Licenses,GS
398,Active,1989-09-18T01:00:00,1488/1-10 ''Phondo'',865,1989-10-03T13:50:44,2,"GARNET (GEMSTONE), RUBY (GEMSTONE)",LAIKIPIA MINING COMPANY (100%),2013-09-29T01:00:00,Active Locations,Location Licenses,"GGa, GRb"
399,Active,2006-11-15T00:00:00,782/1-10 ''Kenjoro 1'',873,2006-11-23T11:00:00,2,NON PRECIOUS MINERALS,Kenjoro Enterprises Ltd (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,NON
400,Active,2006-11-15T00:00:00,783/1-10 '' Kenjoro 2'',874,2006-11-23T11:00:00,2,NON PRECIOUS MINERALS,Kenjoro Enterprises Ltd (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,NON
401,Active,2006-11-15T00:00:00,786/1-8 ''Kenjoro 5'',875,2006-11-23T11:00:00,2,NON PRECIOUS MINERALS,Kenjoro Enterprises Ltd (100%),2013-11-14T00:00:00,Active Locations,Location Licenses,NON
402,Active,1999-10-16T01:00:00,"1770/1-10 ""Mgama Two""",880,1999-11-14T11:10:00,2,NON PRECIOUS MINERALS,Davis Mining Co. Ltd (100%),2014-01-17T00:00:00,Active Locations,Location Licenses,NON
403,Active,1993-08-09T01:00:00,1549 - 1555,902,1993-08-16T10:31:47,2,GEMSTONES EXCEPT DIAMONDS,Fatuma Mohamed Haji Adam (100%),2012-08-08T01:00:00,Active Locations,Location Licenses,GS
404,Active,2008-05-29T01:00:00,2040/1-10 ''Canan'',906,2008-05-30T13:44:01,2,NON PRECIOUS MINERALS,Boniface Mutiso Kioko (100%),2013-05-28T01:00:00,Active Locations,Location Licenses,NON
405,Active,2008-07-14T01:00:00,2065/1-5 ,907,2008-07-23T13:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,GS
406,Active,2009-01-29T00:00:00,2100/1-10,909,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
407,Active,2009-01-29T00:00:00,2101/1-10,910,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
408,Active,2009-01-29T00:00:00,2102/1-10,911,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
409,Active,2009-01-29T00:00:00,2103/1-10,912,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
410,Active,2010-07-30T01:00:00,"2247/1-10 ""Galilee I""",916,2010-08-09T12:00:01,2,NON PRECIOUS MINERALS,Boniface Mutiso Kioko (100%),2013-07-29T01:00:00,Active Locations,Location Licenses,NON
411,Active,2010-07-30T01:00:00,"2248/1-10 ""Galilee II""",917,2010-08-09T12:00:01,2,NON PRECIOUS MINERALS,Boniface Mutiso Kioko (100%),2013-07-29T01:00:00,Active Locations,Location Licenses,NON
412,Active,1998-12-01T00:00:00,1715-1720/1-10,919,1998-08-24T15:55:04,2,NON PRECIOUS MINERALS,Harish Harish J.P. Parmar (100%),,Active Locations,Location Licenses,NON
413,Active,1998-12-01T00:00:00,1727-1732/1-10,920,1998-08-24T15:55:04,2,NON PRECIOUS MINERALS,Tarun Anano Tarun Anano Valji (100%),,Active Locations,Location Licenses,NON
414,Active,1998-12-01T00:00:00,1739-1744/1-10,921,1998-08-24T15:55:04,2,NON PRECIOUS MINERALS,Shashikant A. W. Bhadresa Shashikant A.W. Bhadresa (100%),,Active Locations,Location Licenses,NON
415,Active,1998-12-01T00:00:00,1733-1738/1-10,922,1998-08-24T15:55:04,2,NON PRECIOUS MINERALS,Ashok Kumar Anand Ashok (100%),,Active Locations,Location Licenses,NON
416,Active,2011-10-02T01:00:00,2213/1-10,943,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
417,Active,2011-10-02T01:00:00,2206/1-10 ,953,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
418,Active,2011-10-02T01:00:00,2207/1-10,954,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
419,Active,2011-10-02T01:00:00,2209/1-10,955,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
420,Active,2011-10-02T01:00:00,2210/1-10,956,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
421,Active,2011-10-02T01:00:00,2211/1-10,957,2011-09-04T10:14:00,2,MANGANESE,GEOFIRM EAST AFRICA LTD (100%),2013-10-01T01:00:00,Active Locations,Location Licenses,Mn
422,Active,1981-07-25T01:00:00,820/1-10,958,1981-07-28T12:26:56,2,GEMSTONES EXCEPT DIAMONDS,Olongida Medukenya (100%),2014-07-25T01:00:00,Active Locations,Location Licenses,GS
423,Active,2009-05-25T01:00:00,2299/1-6,962,2009-05-28T09:34:01,2,NON PRECIOUS MINERALS,Harrison Dodi & Sons (100%),2013-07-14T01:00:00,Active Locations,Location Licenses,NON
424,Active,2009-05-25T01:00:00,2300/1-6,965,2009-05-28T09:34:01,2,NON PRECIOUS MINERALS,Harrison Dodi & Sons (100%),2013-07-14T01:00:00,Active Locations,Location Licenses,NON
425,Active,2008-07-14T01:00:00,2066/1-5 ,973,2008-07-23T13:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,GS
426,Active,2008-07-14T01:00:00,2067/1-5 ,974,2008-07-23T13:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,GS
427,Active,2009-01-29T00:00:00,2107/1-5,975,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
428,Active,2009-01-29T00:00:00,2104/1-9,976,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
429,Active,2009-06-20T01:00:00,2091/1-2,977,2009-06-24T13:30:00,2,GEMSTONES EXCEPT DIAMONDS,KASONGO MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,GS
430,Active,2009-01-29T00:00:00,2105/1-10,978,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
431,Active,2009-01-29T00:00:00,2106/1-10,979,2009-01-30T17:00:00,2,NON PRECIOUS MINERALS,Muthoni Kihara Mining Co. Ltd (100%),2014-01-28T00:00:00,Active Locations,Location Licenses,NON
432,Active,2008-11-21T00:00:00,2034/1-10,992,2008-12-08T16:00:00,2,NON PRECIOUS MINERALS,Skemico Enterprises Ltd (100%),2013-11-20T00:00:00,Active Locations,Location Licenses,NON
433,Active,2008-11-21T00:00:00,2035/1-10,993,2008-12-08T16:00:00,2,NON PRECIOUS MINERALS,Skemico Enterprises Ltd (100%),2013-11-20T00:00:00,Active Locations,Location Licenses,NON
434,Active,2009-04-14T01:00:00,2131/1-3,995,2009-04-20T14:30:00,2,NON PRECIOUS MINERALS,Skemico Enterprises Ltd (100%),2013-04-13T01:00:00,Active Locations,Location Licenses,NON
435,Active,2009-04-14T01:00:00,2132/1-3 ,996,2009-04-20T14:30:00,2,NON PRECIOUS MINERALS,Skemico Enterprises Ltd (100%),2013-04-13T01:00:00,Active Locations,Location Licenses,NON
436,Active,2008-11-21T00:00:00,2032/1-10,997,2008-12-08T16:00:00,2,NON PRECIOUS MINERALS,Skemico Enterprises Ltd (100%),2013-11-20T00:00:00,Active Locations,Location Licenses,NON
437,Active,2008-11-21T00:00:00,2033/1-10,998,2008-12-08T16:00:00,2,NON PRECIOUS MINERALS,Skemico Enterprises Ltd (100%),2013-11-20T00:00:00,Active Locations,Location Licenses,NON
438,Active,2010-05-16T01:00:00,300/1,1034,2010-05-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2013-05-15T01:00:00,Active Locations,Location Licenses,NON
439,Active,2008-06-25T01:00:00,"2007,2008",1037,2008-05-08T09:25:00,2,GEMSTONES EXCEPT DIAMONDS,KEMBERLITE MINING (100%),2013-08-19T01:00:00,Active Locations,Location Licenses,GS
440,Active,2008-06-25T01:00:00,2009/1-9,1038,2008-05-08T09:25:00,2,GEMSTONES EXCEPT DIAMONDS,KEMBERLITE MINING (100%),2013-08-19T01:00:00,Active Locations,Location Licenses,GS
441,Active,2007-07-31T01:00:00,1764/1-10,1040,2007-08-14T14:27:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
442,Active,2007-12-07T00:00:00,692/1-10,1042,2007-12-10T11:45:00,2,NON PRECIOUS MINERALS,Muiga Enterprises (100%),2011-12-06T00:00:00,Active Locations,Location Licenses,NON
443,Active,2007-10-21T01:00:00,690/1-8,1043,2007-10-26T16:11:00,2,NON PRECIOUS MINERALS,Muiga Enterprises (100%),2011-10-20T01:00:00,Active Locations,Location Licenses,NON
444,Active,2007-10-21T01:00:00,691/1-8,1044,2007-10-26T16:11:00,2,NON PRECIOUS MINERALS,Muiga Enterprises (100%),2011-10-20T01:00:00,Active Locations,Location Licenses,NON
445,Active,2005-10-22T01:00:00,678/1,1045,2005-10-26T10:30:00,2,NON PRECIOUS MINERALS,Muiga Enterprises (100%),2011-10-21T01:00:00,Active Locations,Location Licenses,NON
446,Active,2008-07-14T01:00:00,636/1-10 ,1050,2008-07-23T13:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,GS
447,Active,2009-01-20T00:00:00,2089/1-5 ,1051,2009-01-23T09:00:00,2,NON PRECIOUS MINERALS,Peter Kanali Mutie (100%),2014-01-19T00:00:00,Active Locations,Location Licenses,NON
448,Active,1998-01-05T00:00:00,"1745/1-10 ""Masongo""",1055,1998-01-10T16:04:48,2,NON PRECIOUS MINERALS,Harrison Waigwa (100%),2013-01-04T00:00:00,Active Locations,Location Licenses,NON
449,Active,1998-01-03T00:00:00,"1746/1-10 ""Faida I""",1056,1998-01-10T16:04:48,2,NON PRECIOUS MINERALS,Harrison Waigwa (100%),2013-01-02T00:00:00,Active Locations,Location Licenses,NON
450,Active,2002-11-15T00:00:00,1862/1-9,1057,2002-11-20T09:00:00,2,NON PRECIOUS MINERALS,Peter Kanali Mutie (100%),2013-12-19T00:00:00,Active Locations,Location Licenses,NON
451,Active,2008-07-14T01:00:00,635/1-10 ,1058,2008-07-23T13:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,GS
452,Active,2011-06-20T01:00:00,1658/1-10,1060,2011-06-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,NON
